match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_totalContest,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,player_lastName,stat_goalAssist,stat_bigChanceCreated,stat_keyPass,stat_dispossessed,stat_wonContest,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_blockedScoringAttempt,stat_bigChanceMissed,player_sofascoreId,stat_hitWoodwork,stat_totalOffside
11391391,home,Montpellier,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186,336,M,123207,EUR,672624000,G,40,40,False,27.0,19.0,16.0,8.0,15.0,17.0,4.0,10.0,7.0,1.0,3.0,90.0,36.0,6.9,8.0,0.00305029,0,-0.4137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391391,home,Montpellier,Enzo Tchato Mbiayi,enzo-tchato-mbiayi,E. T. Mbiayi,D,29,180,511,M,1103548,EUR,1038009600,D,29,29,False,22.0,16.0,5.0,2.0,7.0,7.0,10.0,16.0,2.0,,,90.0,37.0,6.7,7.0,0.15782,1,,Enzo Tchato Mbiayi,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,0.0619,,,,,,,,,,,,,,,,,,,,
11391391,home,Montpellier,Bećir Omeragić,becir-omeragic,B. Omeragić,D,27,187,462,M,940918,EUR,1011484800,D,27,27,False,23.0,18.0,5.0,2.0,10.0,13.0,8.0,10.0,4.0,,,90.0,37.0,6.8,7.0,0.00275914,0,,,,,2.0,4.0,,,2.0,,4.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
11391391,home,Montpellier,Christopher Jullien,christopher-jullien,C. Jullien,D,6,195,127,M,229598,EUR,732758400,D,6,6,False,15.0,13.0,1.0,,9.0,10.0,4.0,5.0,1.0,,,90.0,31.0,6.7,2.0,0.00076285,0,,,,,6.0,3.0,1.0,,12.0,2.0,,,,4.0,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,
11391391,home,Montpellier,Maxime Estève,maxime-esteve,M. Estève,D,5,192,1470,M,1117223,EUR,1022371200,D,14,14,False,22.0,15.0,9.0,3.0,10.0,13.0,5.0,9.0,1.0,,,90.0,35.0,6.9,11.0,0.468635,0,,Maxime Estève,,,3.0,2.0,,,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,
11391391,home,Montpellier,Lucas Mincarelli Davin,mincarelli-davin-lucas,L. M. Davin,D,21,180,94,M,1512339,EUR,1074124800,D,35,35,False,18.0,12.0,3.0,2.0,9.0,11.0,3.0,7.0,5.0,,,61.0,29.0,6.6,8.0,0.00101664,0,,,,,2.0,2.0,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,
11391391,home,Montpellier,Joris Chotard,joris-chotard,J. Chotard,M,13,179,541,M,976396,EUR,1001289600,M,13,13,False,17.0,10.0,5.0,2.0,6.0,10.0,4.0,7.0,5.0,,,90.0,29.0,6.9,7.0,0.0129678,0,,,,,4.0,3.0,2.0,,3.0,2.0,1.0,1.0,,1.0,,1.0,1.0,,2.0,,,,1.0,,1.0,1.0,,,,,,,,,
11391391,home,Montpellier,Khalil Fayad,khalil-fayad,K. Fayad,M,10,172,588,M,1387157,EUR,1086739200,M,22,22,False,12.0,12.0,,,5.0,5.0,7.0,7.0,2.0,,,61.0,23.0,7.2,2.0,0.00388194,1,,Khalil Fayad,,,6.0,5.0,1.0,,1.0,1.0,,,1.0,4.0,0.1712,,,2.0,,,,,1.0,1.0,,3.0,1.0,1.0,0.5901,,,,,,
11391391,home,Montpellier,Teji Savanier,teji-savanier,T. Savanier,M,11,171,790,M,156682,EUR,693360000,M,11,11,False,45.0,30.0,14.0,7.0,22.0,25.0,10.0,27.0,10.0,,,90.0,80.0,7.6,25.0,0.325079,2,,,7.0,2.0,9.0,11.0,3.0,,1.0,6.0,6.0,3.0,1.0,3.0,0.0406,2.0,,2.0,,,,,3.0,3.0,2.0,1.0,1.0,,0.17,True,1.0,,,,
11391391,home,Montpellier,Mousa Tamari,mousa-al-taamari,M. Tamari,F,11,175,5388,M,876600,EUR,865900800,F,9,9,False,15.0,11.0,1.0,1.0,2.0,3.0,9.0,12.0,3.0,,,74.0,29.0,6.9,13.0,0.0675016,2,,,,,6.0,4.0,,2.0,,,,,3.0,,0.049,3.0,1.0,2.0,,,,1.0,1.0,2.0,,2.0,,,,,,,,,
