match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_errorLeadToAGoal,captain,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goals,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,player_sofascoreId
14109638,home,Konyaspor,Deniz Ertaş,Deniz Ertas,,deniz-ertas,D. Ertaş,G,1,194,250,M,1195772,EUR,1111276800,G,1,1,False,22.0,13.0,14.0,5.0,0.0,11.0,14.0,2.0,8.0,8.0,2.0,2.0,90.0,29.0,6.4,10.0,0.00176487,0.2028,0,-0.7278,0.01,-0.02,-0.19,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109638,home,Konyaspor,Uğurcan Yazğılı,,,ugurcan-yazgili,U. Yazğılı,D,5,184,99,M,904303,EUR,923616000,D,5,5,False,68.0,62.0,9.0,7.0,0.0,40.0,41.0,22.0,27.0,2.0,,,90.0,84.0,6.4,7.0,0.0160462,,0,,0.12,0.07,-0.25,,1.0,3.0,1.0,5.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14109638,home,Konyaspor,Adil Demirbağ,,,adil-demirbag,A. Demirbağ,D,4,182,168,M,787949,EUR,881712000,D,4,4,False,84.0,76.0,11.0,7.0,0.0,46.0,48.0,30.0,36.0,5.0,,,78.0,93.0,7.0,8.0,0.0277936,,1,,0.3,0.22,-0.14,,,1.0,2.0,5.0,4.0,4.0,,2.0,2.0,3.0,2.0,1.0,1.0,0.0918,-0.18,,,,,,,,,,,,,,,,,,,,
14109638,home,Konyaspor,Riechedly Bazoer,,,riechedly-bazoer,R. Bazoer,D,20,184,356,M,227196,EUR,845078400,D,20,20,False,60.0,56.0,5.0,1.0,0.0,34.0,34.0,22.0,26.0,4.0,,,83.0,71.0,6.1,5.0,0.0127784,,0,,0.09,0.06,-0.68,,1.0,1.0,,3.0,,3.0,3.0,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
14109638,home,Konyaspor,Guilherme Haubert Sityá,,,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,47.0,33.0,10.0,5.0,0.0,17.0,19.0,16.0,28.0,2.0,,,90.0,75.0,6.7,19.0,0.249069,,0,,0.38,0.11,-0.51,,6.0,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,True,3.0,,,,,,,,,,,,,,,,,
14109638,home,Konyaspor,Melih İbrahimoğlu,,,melih-ibrahimoglu,M. Ibrahimoglu,M,77,175,134,M,998462,EUR,963792000,M,77,77,False,59.0,54.0,7.0,5.0,0.0,26.0,28.0,28.0,31.0,6.0,,,90.0,66.0,7.0,8.0,0.0175061,,0,,0.16,0.26,-0.18,,1.0,1.0,1.0,4.0,4.0,,,2.0,,1.0,,2.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
14109638,home,Konyaspor,Alassane Ndao,,,ndao-alassane,A. Ndao,M,,176,333,M,1016033,EUR,851040000,M,18,18,False,25.0,21.0,1.0,1.0,0.0,5.0,5.0,16.0,20.0,2.0,,,74.0,43.0,6.6,11.0,0.0102595,,2,,-0.27,0.39,-0.04,,5.0,1.0,,2.0,5.0,1.0,,,,,,,1.0,0.4575,-0.56,,,1.0,,4.0,3.0,2.0,1.0,1.0,2.0,0.4921,,,,,,,,,
14109638,home,Konyaspor,Yhoan Andzouana,,,yhoan-andzouana,Y. Andzouana,D,23,179,261,M,605548,EUR,850435200,M,23,23,False,47.0,36.0,4.0,1.0,1.0,21.0,25.0,15.0,22.0,5.0,,,90.0,69.0,6.9,18.0,0.0956836,,2,,0.02,0.32,-0.19,,6.0,,,2.0,6.0,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,0.0637,-0.18,,,2.0,,4.0,4.0,3.0,,1.0,,0.0758,1.0,,,,,,,,
14109638,home,Konyaspor,Morten Bjørlo,,,morten-bjorlo,M. Bjorlo,M,42,176,156,M,921358,EUR,812764800,M,42,42,False,8.0,3.0,1.0,1.0,0.0,2.0,3.0,1.0,5.0,2.0,,,45.0,11.0,6.2,7.0,0.00020807,,0,,-0.05,0.02,-0.09,,1.0,,,3.0,1.0,,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
14109638,home,Konyaspor,Enis Bardhi,,,enis-bardhi,E. Bardhi,M,10,172,1009,M,355024,EUR,804643200,M,10,10,False,28.0,22.0,2.0,1.0,0.0,6.0,8.0,16.0,20.0,2.0,,,90.0,53.0,7.5,16.0,0.0109686,,4,,-0.17,0.29,-0.25,,6.0,,,5.0,4.0,,1.0,2.0,2.0,,1.0,1.0,1.0,0.3503,0.5,,,,3.0,2.0,1.0,,,3.0,1.0,0.3815,,1.0,1.0,,,,,,
