match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_aerialLost,stat_wonContest,stat_totalTackle,stat_wasFouled,stat_dispossessed,stat_wonTackle,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_totalOffside,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_goalAssist,player_sofascoreId,stat_goals
11067457,home,Cruzeiro,Rafael Cabral,rafael-cabral,Rafael Cabral,G,1,186,340,M,124980,EUR,643161600,G,1,1,False,True,22.0,20.0,10.0,8.0,20.0,22.0,1.0,1.0,1.0,4.0,1.0,1.0,90.0,28.0,6.6,2.0,0.0,0.0,0.00014222,1.0,0,-0.2575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067457,home,Cruzeiro,William,william,William,D,12,176,2476,M,604274,EUR,796867200,D,12,12,False,,34.0,25.0,2.0,,9.0,11.0,1.0,1.0,1.0,2.0,,,62.0,53.0,6.6,15.0,0.0,0.0,0.26469,1.0,0,,,,17.0,26.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11067457,home,Cruzeiro,Lucas Oliveira,lucas-oliveira,L. Oliveira,M,29,187,766,M,867907,EUR,823219200,D,6,6,False,,78.0,65.0,15.0,7.0,32.0,36.0,3.0,8.0,2.0,12.0,,,90.0,89.0,7.6,13.0,0.0,0.0,0.064775,1.0,0,,,,33.0,42.0,,,1.0,2.0,2.0,2.0,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,
11067457,home,Cruzeiro,Luciano Castan,luciano-castan,Luciano Castan,D,4,187,212,M,845110,EUR,621648000,D,4,4,False,,73.0,60.0,19.0,14.0,35.0,40.0,5.0,9.0,1.0,10.0,,,90.0,83.0,7.5,14.0,0.0,0.0,0.0382585,2.0,0,,,,25.0,33.0,,,5.0,,,3.0,,3.0,,3.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,
11067457,home,Cruzeiro,Marlon,marlon,Marlon,D,23,178,1921,M,870787,EUR,864086400,D,3,3,False,,50.0,38.0,8.0,4.0,14.0,17.0,1.0,6.0,2.0,9.0,,,90.0,91.0,7.0,25.0,0.0,0.0,0.147757,2.0,0,,,,27.0,42.0,9.0,3.0,6.0,1.0,,1.0,4.0,2.0,1.0,3.0,1.0,3.0,3.0,,1.0,,,,,,,,,,,
11067457,home,Cruzeiro,Ramiro,ramiro,Ramiro,M,17,167,375,M,330693,EUR,738028800,M,17,17,False,,38.0,35.0,1.0,1.0,15.0,15.0,,1.0,,4.0,,,62.0,42.0,6.7,4.0,0.0,0.0,0.0873725,,0,,,,20.0,23.0,,,2.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,
11067457,home,Cruzeiro,Filipe Machado,filipe-machado,Filipe Machado,M,8,174,336,M,844601,EUR,822096000,M,23,23,False,,64.0,59.0,11.0,9.0,22.0,24.0,2.0,4.0,1.0,5.0,,,87.0,74.0,7.3,6.0,0.0606,0.0548,0.025285,,3,,,,37.0,40.0,,,5.0,,,3.0,,1.0,,2.0,,,1.0,3.0,1.0,1.0,2.0,,,,,,,,,
11067457,home,Cruzeiro,Neto Moura,neto-moura,N. Moura,M,25,176,363,M,559034,EUR,839289600,M,8,8,False,,23.0,18.0,2.0,1.0,7.0,9.0,,2.0,,4.0,,,45.0,29.0,6.4,7.0,0.0,0.0,0.0117371,1.0,0,,,,11.0,14.0,,,4.0,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,
11067457,home,Cruzeiro,Wesley Ribeiro,wesley,W. Ribeiro,M,21,175,1823,M,985766,EUR,922752000,F,11,11,False,,27.0,18.0,1.0,,3.0,4.0,2.0,11.0,,4.0,,,61.0,50.0,7.5,16.0,0.1337,0.0895,0.0530741,2.0,2,,,,16.0,26.0,3.0,1.0,3.0,5.0,,,4.0,1.0,4.0,1.0,4.0,,,1.0,,1.0,1.0,,,,,,,,,
11067457,home,Cruzeiro,Henrique Dourado,henrique-dourado,Henrique,F,9,184,370,M,329219,EUR,621820800,F,99,99,False,,18.0,13.0,2.0,,5.0,6.0,4.0,6.0,,4.0,,,90.0,30.0,7.1,13.0,0.246,0.1563,0.386896,1.0,2,,,,8.0,12.0,,,7.0,,,,8.0,3.0,,1.0,1.0,,,3.0,1.0,1.0,1.0,1.0,3.0,,,,,,,
