match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_goalAssist,stat_bigChanceCreated,stat_accurateCross,stat_totalOffside,stat_shotOffTarget,stat_savedShotsFromInsideTheBox,stat_ownGoals,stat_errorLeadToAGoal
11352322,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183.0,26174,M,d_raya1,581310,EUR,811123200,G,22,22,False,61.0,45.0,22.0,6.0,39.0,43.0,6.0,18.0,10.0,1.0,1.0,90.0,71.0,6.8,16.0,0.00209053,0,0.1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352322,home,Arsenal,Ben White,benjamin-white,B. White,D,4,186.0,13830,M,benwhite,846036,EUR,876268800,D,4,4,False,50.0,47.0,,,25.0,25.0,22.0,26.0,1.0,,,90.0,71.0,6.9,8.0,0.017469,0,,1.0,2.0,2.0,6.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11352322,home,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193.0,43258,M,WSaliba4,941168,EUR,985392000,D,2,2,False,73.0,72.0,,,52.0,52.0,20.0,21.0,6.0,,,90.0,77.0,7.1,1.0,0.00604607,0,,,1.0,,2.0,3.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11352322,home,Arsenal,Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,190.0,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,69.0,60.0,5.0,,43.0,45.0,17.0,24.0,3.0,,,90.0,81.0,7.3,9.0,0.0137613,0,,,5.0,4.0,6.0,8.0,,,,,5.0,1.0,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
11352322,home,Arsenal,Oleksandr Zinchenko,oleksandr-zinchenko,O. Zinchenko,D,47,175.0,18055,M,OZinchenko,287643,EUR,850608000,D,35,35,False,67.0,56.0,4.0,1.0,30.0,34.0,26.0,33.0,8.0,,,74.0,84.0,7.5,11.0,0.0559338,1,,,,2.0,,5.0,,,,,5.0,2.0,,2.0,2.0,1.0,,,1.0,0.0275,1.0,,,,,,,,,,,,,,
11352322,home,Arsenal,Martin Ødegaard,martin-odegaard,M. Ødegaard,M,8,178.0,78911,M,Ødegaard,547410,EUR,913852800,M,8,8,False,65.0,58.0,1.0,1.0,31.0,31.0,27.0,34.0,8.0,,,90.0,77.0,7.5,13.0,0.21334,3,,,,,6.0,1.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,,1.0,,2.0,0.2431,2.0,True,1.0,1.0,0.6185,,,,,,,,,,
11352322,home,Arsenal,Thomas Partey,thomas-partey,T. Partey,M,16,185.0,42575,M,TPartey5,316148,EUR,739929600,M,5,5,False,67.0,62.0,4.0,1.0,35.0,35.0,27.0,32.0,4.0,,,67.0,75.0,6.7,7.0,0.0960335,0,,,,,2.0,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
11352322,home,Arsenal,Emile Smith Rowe,emile-smith-rowe,E. Smith Rowe,M,32,182.0,7311,M,esr,867445,EUR,964742400,M,10,10,False,44.0,39.0,1.0,,16.0,17.0,23.0,27.0,1.0,,,85.0,55.0,7.5,8.0,0.039116,2,,,,,2.0,1.0,,1.0,,,1.0,2.0,2.0,1.0,1.0,,1.0,,1.0,0.1971,2.0,,1.0,,0.021,,,,,,,,,,
11352322,home,Arsenal,Reiss Nelson,reiss-nelson,R. Nelson,M,11,175.0,4847,M,reissnelson,826139,EUR,944784000,F,24,24,False,33.0,33.0,,,16.0,16.0,17.0,17.0,3.0,,,75.0,44.0,7.0,4.0,0.0331671,1,,,1.0,,4.0,3.0,1.0,,1.0,1.0,,,4.0,1.0,1.0,1.0,2.0,,1.0,0.1113,1.0,,,,,,,,,,,,,,
11352322,home,Arsenal,Kai Havertz,kai-havertz,K. Havertz,F,29,193.0,67778,M,KaiHav,836705,EUR,929059200,F,29,29,False,20.0,17.0,1.0,,3.0,3.0,14.0,17.0,2.0,,,66.0,37.0,7.3,9.0,0.122192,2,,,3.0,3.0,6.0,4.0,,1.0,2.0,1.0,,1.0,4.0,,,,2.0,,1.0,0.0656,1.0,,1.0,,0.0742,,,1.0,1.0,,,,,,
