match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyWon,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_fouls,captain,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_accurateCross,stat_totalOffside,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_penaltyConceded
11391260,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2968,M,845183,EUR,942710400,G,94,94,False,26.0,15.0,13.0,3.0,0.0,14.0,18.0,1.0,8.0,1.0,1.0,1.0,7.0,1.0,4.0,4.0,90.0,37.0,7.0,11.0,0.00016626,0,-0.0414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391260,home,Stade de Reims,Abdoul Kone,Abdoul Koné,,abdoul-kone,A. Koné,D,92,191,290,M,1859949,EUR,1114128000,D,33,33,False,28.0,16.0,7.0,1.0,0.0,11.0,14.0,5.0,14.0,,6.0,6.0,5.0,2.0,,,70.0,50.0,7.3,14.0,0.00365892,0,,6.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11391260,home,Stade de Reims,Emmanuel Agbadou,,,emmanuel-agbadou,E. Agbadou,D,12,192,3192,M,1013842,EUR,866505600,D,24,24,False,48.0,38.0,7.0,2.0,0.0,28.0,31.0,10.0,17.0,,2.0,3.0,4.0,,,,90.0,66.0,7.2,10.0,0.00307736,0,,1.0,,,,7.0,3.0,2.0,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11391260,home,Stade de Reims,Yunis Abdelhamid,,,yunis-abdelhamid,Y. Abdelhamid,D,5,190,1888,M,178721,EUR,559785600,D,5,5,False,46.0,41.0,5.0,1.0,0.0,37.0,39.0,4.0,7.0,1.0,1.0,2.0,2.0,,,,90.0,53.0,7.3,5.0,0.0149464,1,,,,,,3.0,1.0,,,,,2.0,,,True,1.0,1.0,1.0,0.7884,0.9916,,,,,,,,,,,,,
11391260,home,Stade de Reims,Sergio Akieme,,,sergio-akieme,S. Akieme,D,18,175,293,M,827942,EUR,882230400,D,18,18,False,23.0,22.0,1.0,,0.0,18.0,19.0,4.0,4.0,,2.0,5.0,3.0,2.0,,,90.0,42.0,7.5,2.0,0.00603642,1,,1.0,1.0,1.0,,7.0,2.0,,,,,,1.0,1.0,,,1.0,1.0,0.0351,0.1906,,,,,,,,,,,,,
11391260,home,Stade de Reims,Marshall Munetsi,,,marshall-munetsi,M. Munetsi,M,18,187,1937,M,894733,EUR,835401600,M,15,15,False,15.0,10.0,1.0,,0.0,7.0,9.0,3.0,7.0,,4.0,12.0,6.0,2.0,,,90.0,37.0,7.0,11.0,0.002235,1,,,3.0,2.0,,1.0,6.0,4.0,3.0,,,1.0,,2.0,,2.0,1.0,,0.4327,0.7096,1.0,1.0,1.0,,,,,,,,,,
11391260,home,Stade de Reims,Amadou Koné,,,kone-amadou,A. Kone,M,72,178,751,M,1586875,EUR,1116028800,M,72,72,False,31.0,22.0,3.0,1.0,0.0,16.0,19.0,6.0,12.0,,2.0,10.0,8.0,5.0,,,90.0,53.0,7.5,11.0,0.00483739,1,,,,,,,4.0,2.0,,,,2.0,5.0,,,1.0,,,0.0211,,,2.0,,1.0,,,,,,,,,
11391260,home,Stade de Reims,Teddy Teuma,,,teddy-teuma,T. Teuma,M,80,176,885,M,829643,EUR,749347200,M,10,10,False,32.0,26.0,3.0,3.0,0.0,16.0,16.0,10.0,17.0,,4.0,3.0,4.0,,,,61.0,39.0,6.7,8.0,0.0130561,1,,4.0,1.0,1.0,,,2.0,1.0,1.0,,,,1.0,,,,,,0.0345,,1.0,,,,1.0,,,,,,,,
11391260,home,Stade de Reims,Junya Ito,,,junya-ito,J. Ito,M,10,176,4867,M,783278,EUR,731635200,F,7,7,False,22.0,15.0,3.0,,0.0,10.0,13.0,6.0,13.0,3.0,7.0,5.0,6.0,4.0,,,88.0,39.0,6.6,15.0,0.0226955,1,,1.0,3.0,1.0,,,,,1.0,,,,1.0,,,,1.0,,0.0191,0.0914,4.0,1.0,,,,ItouJky,1.0,,,,,,
11391260,home,Stade de Reims,Oumar Diakité,,,oumar-diakite,O. Diakité,F,10,181,8439,M,1188191,EUR,1071878400,F,22,22,False,13.0,9.0,,,0.0,2.0,4.0,7.0,9.0,4.0,14.0,2.0,2.0,,,,88.0,27.0,6.2,13.0,0.00933614,0,,1.0,4.0,,,,2.0,2.0,3.0,,1.0,,1.0,4.0,,,,,,,,1.0,,,,cheick_diakite,,1.0,,,,,
11391260,home,Stade de Reims,Keito Nakamura,,,keito-nakamura,K. Nakamura,M,17,180,3846,M,905352,EUR,964742400,F,17,17,False,10.0,8.0,1.0,,0.0,6.0,7.0,2.0,5.0,,4.0,,1.0,,,,61.0,20.0,6.3,10.0,0.0117656,0,,,1.0,,,,,,3.0,,1.0,,,1.0,,,,,,,2.0,2.0,,,,,,1.0,,,,,
