match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_dispossessed,captain,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_interceptionWon,stat_accurateCross,stat_goals,stat_totalOffside,stat_errorLeadToAGoal,stat_punches,stat_hitWoodwork
11406758,home,Bologna,Joshua Zirkzee,joshua-zirkzee,J. Zirkzee,F,11,193,26112,M,JZirkzee,917007,EUR,990489600,F,9,9,False,31.0,29.0,,,9.0,9.0,23.0,3.0,1.0,3.0,1.0,,,,,,87.0,49.0,6.3,11.0,0.0187551,2,,20.0,1.0,3.0,,10.0,7.0,2.0,,2.0,2.0,1.0,0.0385,1.0,,,,,1.0,,,,,,,,,,,,
11406758,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5740,M,,793645,EUR,854064000,F,7,7,True,15.0,12.0,,,3.0,3.0,15.0,4.0,,3.0,1.0,,,,,,45.0,29.0,7.0,11.0,0.0255092,1,,9.0,3.0,,1.0,3.0,,,1.0,,1.0,,0.0647,1.0,,2.0,2.0,,3.0,,,,,,,,,1.0,,,
11406758,home,Bologna,Tommaso Corazza,corazza-tommaso,T. Corazza,M,27,174,263,M,,1137366,EUR,1088467200,D,16,16,True,12.0,10.0,3.0,2.0,7.0,8.0,6.0,1.0,1.0,,,,,,,,22.0,20.0,6.8,3.0,0.0423477,0,,4.0,2.0,,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,
11406758,home,Bologna,Charalampos Lykogiannis,charalampos-lykogiannis,C. Lykogiannīs,D,22,188,706,M,,98212,EUR,751248000,D,22,22,True,3.0,3.0,,,,,4.0,,,1.0,,,,,,,9.0,4.0,6.5,1.0,0.00110247,0,,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11406758,home,Bologna,Giovanni Fabbian,giovanni-fabbian,G. Fabbian,M,80,186,1385,M,,1067204,EUR,1042502400,M,80,80,True,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,9.0,5.0,6.6,,1.193e-05,0,,,,1.0,,2.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
11406758,home,Bologna,Federico Ravaglia,federico-ravaglia,F. Ravaglia,G,13,196,580,M,,850952,EUR,942278400,G,34,34,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406758,home,Bologna,Nicola Bagnolini,nicola-bagnolini,N. Bagnolini,G,1,194,129,M,,1085555,EUR,1079222400,G,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406758,home,Bologna,Mihajlo Ilić,mihajlo-ilic,M. Ilić,D,15,192,608,M,,1193085,EUR,1054684800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406758,home,Bologna,Lorenzo De Silvestri,lorenzo-de-silvestri,L. De Silvestri,D,29,185,372,M,,14718,EUR,580348800,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406758,home,Bologna,Riccardo Calafiori,riccardo-calafiori,R. Calafiori,D,33,188,24414,M,richycala,957602,EUR,1021766400,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406758,home,Bologna,Nikola Moro,nikola-moro,N. Moro,M,6,182,2495,M,,814882,EUR,889660800,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406758,home,Bologna,Kacper Urbański,kacper-urbanski,K. Urbański,M,82,182,5357,M,kacper_urbanski10,1012383,EUR,1094515200,M,82,82,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406758,home,Bologna,Santiago Castro,santiago-castro,S. Castro,F,9,178,6420,M,,1116577,EUR,1095465600,F,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Santiago Castro,,,,,,,,,,
11406758,home,Bologna,Jesper Karlsson,jesper-karlsson,J. Karlsson,F,11,179,1272,M,,834597,EUR,901324800,F,10,10,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406758,away,Udinese,Maduka Okoye,maduka-okoye,M. Okoye,G,40,197,2162,M,,891656,EUR,935798400,G,40,40,False,19.0,16.0,9.0,6.0,12.0,13.0,6.0,1.0,2.0,8.0,,,2.0,3.0,,,90.0,27.0,6.5,3.0,0.00097905,0,-0.5748,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,
11406758,away,Udinese,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184,3369,M,,913401,EUR,961804800,D,18,18,False,33.0,29.0,6.0,4.0,13.0,14.0,19.0,5.0,5.0,2.0,,,,,,,90.0,52.0,7.3,5.0,0.0535513,1,,16.0,,,3.0,2.0,,,1.0,,1.0,2.0,0.1676,,2.0,2.0,1.0,,,,,,,,1.0,,,,,,
11406758,away,Udinese,Jaka Bijol,jaka-bijol,J. Bijol,D,15,192,2511,M,,886930,EUR,918172800,D,29,29,False,38.0,30.0,11.0,5.0,17.0,18.0,20.0,3.0,4.0,2.0,,,,,,,90.0,52.0,7.4,8.0,0.0144762,1,,13.0,,,2.0,,,,,1.0,,,0.0894,1.0,2.0,1.0,1.0,,,,,,,,1.0,,,,,,
11406758,away,Udinese,Thomas Kristensen,thomas-kristensen,T. Kristensen,D,31,197,904,M,,1063373,EUR,1011225600,D,31,31,False,36.0,28.0,4.0,2.0,18.0,23.0,13.0,9.0,4.0,2.0,2.0,,,,,,90.0,53.0,7.1,9.0,0.00389694,1,,10.0,,1.0,4.0,4.0,,,,,,1.0,0.0446,,,4.0,3.0,2.0,,,Thomas Kristensen,,1.0,0.016,1.0,,,,,,
11406758,away,Udinese,Kingsley Ehizibue,kingsley-ehizibue,K. Ehizibue,M,19,189,682,M,,609206,EUR,801360000,M,19,19,False,10.0,5.0,1.0,,,4.0,6.0,4.0,,5.0,,,,,,,60.0,25.0,6.7,8.0,0.0190071,0,,5.0,,2.0,,6.0,1.0,1.0,,,1.0,2.0,,,,3.0,1.0,1.0,1.0,,,,,,1.0,,,,,,
11406758,away,Udinese,Walace,walace,Walace,M,5,188,1455,M,,553686,EUR,796953600,M,11,11,False,46.0,42.0,3.0,3.0,16.0,16.0,30.0,3.0,1.0,6.0,2.0,,,,,,90.0,55.0,7.0,8.0,0.0225947,1,,26.0,,,1.0,4.0,1.0,,,,3.0,2.0,0.0213,1.0,1.0,,,1.0,,,,,1.0,0.0567,,,,,,,
11406758,away,Udinese,Martín Payero,martin-payero,M. Payero,M,32,182,791,M,,895592,EUR,905472000,M,32,32,False,21.0,20.0,,,7.0,7.0,15.0,11.0,3.0,4.0,1.0,,,,,,87.0,48.0,7.8,9.0,0.00544763,1,,13.0,1.0,1.0,2.0,7.0,3.0,1.0,,,3.0,1.0,0.1177,,2.0,7.0,6.0,1.0,2.0,,,,1.0,0.241,,,1.0,,,,
11406758,away,Udinese,Hassane Kamara,hassane-kamara,H. Kamara,M,11,168,1023,M,,351434,EUR,762825600,M,12,12,False,25.0,20.0,1.0,,7.0,8.0,20.0,3.0,2.0,6.0,1.0,,,,,,87.0,43.0,6.5,10.0,0.0114468,0,,14.0,3.0,1.0,,6.0,3.0,1.0,,,1.0,2.0,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,
11406758,away,Udinese,Lazar Samardžić,lazar-samardzic,L. Samardžić,M,10,183,4807,M,lakisamar10,980624,EUR,1014508800,F,24,24,False,33.0,28.0,3.0,2.0,10.0,11.0,26.0,10.0,,7.0,1.0,,,,,,90.0,62.0,7.7,15.0,0.334635,2,,21.0,4.0,1.0,1.0,7.0,9.0,5.0,,1.0,2.0,,0.0323,3.0,,3.0,2.0,1.0,1.0,,,,1.0,0.101,1.0,3.0,,,,,
11406758,away,Udinese,Roberto Pereyra,roberto-pereyra,R. Pereyra,M,37,184,1199,M,,122701,EUR,663206400,F,37,37,False,22.0,20.0,1.0,,10.0,11.0,11.0,6.0,1.0,5.0,3.0,,,,,,69.0,37.0,6.9,6.0,0.0502636,0,,10.0,,2.0,,7.0,2.0,2.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,3.0,True,,,,,1.0,,,,,,
11406758,away,Udinese,Lorenzo Lucca,lorenzo-lucca,L. Lucca,F,20,201,5063,M,,962364,EUR,968544000,F,17,17,False,11.0,7.0,,,3.0,3.0,8.0,4.0,2.0,1.0,1.0,,,,,,69.0,23.0,6.4,9.0,0.00112606,1,,4.0,,1.0,2.0,7.0,1.0,,,1.0,3.0,3.0,0.0715,,,1.0,,1.0,1.0,,,,,,,,,,,,
11406758,away,Udinese,João Ferreira,joao-ferreira,J. Ferreira,D,13,185,384,M,,976401,EUR,985219200,D,13,13,True,10.0,7.0,,,4.0,6.0,5.0,5.0,1.0,3.0,,,,,,,30.0,19.0,6.8,4.0,0.00289463,0,,3.0,1.0,,,3.0,1.0,1.0,,,,3.0,,1.0,,4.0,2.0,,,,,,,,1.0,,,,,,
11406758,away,Udinese,Oier Zarraga,oier-zarraga,O. Zarraga,M,6,175,217,M,,1009661,EUR,915408000,M,6,6,True,9.0,8.0,,,2.0,2.0,8.0,,,,,,,,,,21.0,12.0,6.4,2.0,0.0109162,1,,6.0,1.0,,,2.0,,,1.0,,,1.0,0.017,,,,,1.0,,,,,,,,,,,,,
11406758,away,Udinese,Keinan Davis,keinan-davis,K. Davis,F,9,189,1417,M,,830858,EUR,887328000,F,9,9,True,5.0,5.0,,,2.0,2.0,3.0,,,,,,,,,,21.0,8.0,6.6,2.0,0.00900586,1,,3.0,,,,3.0,,,1.0,,1.0,3.0,0.0737,,,,,,,,,,,,,,,1.0,,,1.0
11406758,away,Udinese,Jordan Zemura,jordan-zemura,J. Zemura,D,33,173,795,M,,964119,EUR,942537600,D,33,33,True,2.0,2.0,,,,,2.0,,,,,,,,,,10.0,2.0,6.5,,0.00195709,0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406758,away,Udinese,Brenner,brenner,Brenner,F,20,176,2858,M,,884980,EUR,947980800,F,22,22,True,4.0,3.0,,,1.0,1.0,3.0,,,1.0,,,,,,,10.0,5.0,6.6,1.0,0.00564558,1,,2.0,,,,1.0,,,1.0,,,,0.1187,,,,,1.0,,,,,,,,,,,,,
11406758,away,Udinese,Daniele Padelli,daniele-padelli,D. Padelli,G,93,191,196,M,,2899,EUR,499046400,G,93,93,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406758,away,Udinese,Federico Mosca,mosca-federico,F. Mosca,G,,192,11,M,,1397674,EUR,1123459200,G,70,70,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406758,away,Udinese,Festy Ebosele,festy-ebosele,F. Ebosele,D,36,180,593,M,,983059,EUR,1028246400,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406758,away,Udinese,Antonio Tikvić,antonio-tikvic,A. Tikvić,D,4,195,341,M,,1154189,EUR,1082505600,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406758,away,Udinese,Christian Kabasele,christian-kabasele,C. Kabasele,D,27,186,477,M,,58351,EUR,667353600,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406758,away,Udinese,Isaac Success,isaac-success,S. Isaac,F,29,182,366,M,,359640,EUR,820972800,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Isaac,Success,,,,,,,,,
