match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_duelLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_fouls,stat_aerialLost,player_sofascoreId,stat_goalAssist,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_challengeLost,captain,stat_goals,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_clearanceOffLine,stat_errorLeadToAShot,stat_ownGoals
11453044,home,Al-Ettifaq,Paulo Victor,,,paulo-victor,P. Victor,G,48,187.0,212,M,34142,EUR,537408000,G,48,48,False,31.0,28.0,7.0,4.0,26.0,28.0,2.0,3.0,1.0,6.0,1.0,1.0,1.0,90.0,33.0,7.0,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453044,home,Al-Ettifaq,Radhi Al-Oteibi,,,radhi-al-oteibi,R. Al-Oteibi,D,61,170.0,28,M,963642,EUR,960768000,D,61,61,False,40.0,32.0,4.0,2.0,16.0,16.0,16.0,25.0,8.0,6.0,2.0,,,84.0,61.0,7.8,10.0,0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11453044,home,Al-Ettifaq,Jack Hendry,,,jack-hendry,J. Hendry,D,4,195.0,333,M,795696,EUR,799804800,D,4,4,False,69.0,67.0,5.0,4.0,41.0,41.0,26.0,28.0,1.0,4.0,,,,90.0,73.0,7.4,2.0,2,,1.0,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11453044,home,Al-Ettifaq,Abdullah Madu,,,abdullah-madu,A. Madu,D,3,186.0,189,M,794347,EUR,742694400,D,76,76,False,61.0,60.0,4.0,4.0,44.0,44.0,16.0,17.0,,4.0,,,,90.0,65.0,7.1,1.0,0,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
11453044,home,Al-Ettifaq,Hamdan Al-Shamrani,,,hamdan-al-shamrani,H. Al-Shamrani,D,27,176.0,29,M,882132,EUR,850521600,D,13,13,False,54.0,49.0,7.0,3.0,14.0,14.0,35.0,43.0,2.0,4.0,,,,89.0,74.0,7.2,10.0,0,3.0,,2.0,1.0,2.0,2.0,1.0,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,
11453044,home,Al-Ettifaq,Seko Fofana,,,seko-fofana,S. Fofana,M,42,184.0,12170,M,191188,EUR,799804800,M,75,75,False,71.0,68.0,9.0,7.0,24.0,24.0,45.0,51.0,5.0,11.0,,,,90.0,91.0,7.8,10.0,4,4.0,,3.0,3.0,,,2.0,1.0,2.0,,3.0,1.0,1.0,1.0,,1.0,,sekofofana,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,
11453044,home,Al-Ettifaq,Álvaro Medrán,,,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600,M,14,14,False,52.0,43.0,6.0,4.0,23.0,23.0,24.0,42.0,2.0,4.0,1.0,,,89.0,73.0,8.4,21.0,3,13.0,1.0,,,,,,,2.0,,2.0,,1.0,2.0,,,,,,4.0,,1.0,,5.0,2.0,,,,,,,,,
11453044,home,Al-Ettifaq,Georginio Wijnaldum,,,georginio-wijnaldum,G. Wijnaldum,M,8,175.0,8339,M,22126,EUR,658281600,M,25,25,False,37.0,33.0,4.0,3.0,14.0,14.0,20.0,25.0,3.0,2.0,1.0,,,90.0,52.0,7.2,9.0,1,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,6.0,,1.0,,,2.0,1.0,gwijnaldum,,1.0,2.0,1.0,,1.0,,True,,,,,,,,
11453044,home,Al-Ettifaq,Karl Toko Ekambi,,,karl-toko-ekambi,K. Toko Ekambi,F,9,183.0,3818,M,842931,EUR,716428800,F,97,97,False,30.0,26.0,4.0,4.0,9.0,10.0,18.0,23.0,4.0,2.0,1.0,,,90.0,52.0,8.0,12.0,5,3.0,1.0,3.0,2.0,,,,,2.0,,3.0,2.0,1.0,4.0,,,1.0,karltokoekambi,,1.0,1.0,1.0,,2.0,,,1.0,,,,,,,
11453044,home,Al-Ettifaq,Moussa Dembélé,,,moussa-dembele,M. Dembélé,F,9,183.0,2632,M,318653,EUR,837129600,F,9,9,False,13.0,12.0,,,,,12.0,13.0,2.0,,,,,89.0,24.0,7.1,7.0,1,,,3.0,2.0,,1.0,,,4.0,1.0,4.0,,,1.0,,2.0,,,,,1.0,,,,,,1.0,,,,,,,
