match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_wasFouled,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_goals,stat_penaltyFaced,stat_punches,stat_totalOffside,stat_penaltyConceded,stat_hitWoodwork
11451147,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4877,M,754330,EUR,828662400,G,1,1,False,True,22.0,17.0,10.0,5.0,0.0,13.0,14.0,4.0,8.0,1.0,1.0,9.0,1.0,3.0,4.0,1.0,1.0,90.0,33.0,7.0,5.0,0.00080774,0,-0.5889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451147,home,Trabzonspor,Jens Stryger Larsen,jens-stryger-larsen,J. Stryger Larsen,D,17,180,371,M,44848,EUR,667094400,D,19,19,False,,27.0,21.0,1.0,,0.0,11.0,15.0,10.0,13.0,1.0,2.0,2.0,,,,,,45.0,41.0,6.1,12.0,0.005474,0,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11451147,home,Trabzonspor,Rayyan Baniya,rayyan-baniya,R. Baniya,D,23,192,336,M,929739,EUR,919296000,D,2,2,False,,66.0,63.0,4.0,3.0,0.0,41.0,43.0,22.0,23.0,,1.0,4.0,,,,,,90.0,76.0,6.9,4.0,0.0405372,2,,,,,6.0,1.0,,3.0,,3.0,1.0,1.0,1.0,0.0312,0.035,1.0,,,,,,,,,,,,,,,,
11451147,home,Trabzonspor,Filip Benković,filip-benkovic,F. Benković,D,32,194,531,M,357588,EUR,868752000,D,32,32,False,,47.0,41.0,3.0,,0.0,26.0,26.0,15.0,21.0,,2.0,3.0,,,,,,90.0,58.0,6.5,8.0,0.00385096,1,,,,,4.0,1.0,3.0,,1.0,4.0,1.0,,,0.0374,,,2.0,1.0,1.0,,,,,,,,,,,,,
11451147,home,Trabzonspor,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180,4093,M,981483,EUR,962928000,D,18,18,False,,42.0,37.0,5.0,4.0,0.0,13.0,14.0,25.0,32.0,,5.0,5.0,,,,,,90.0,74.0,6.9,11.0,0.074598,0,,,,4.0,11.0,1.0,1.0,3.0,,2.0,,,2.0,,,1.0,,,1.0,1.0,2.0,3.0,2.0,4.0,,,,,,,,
11451147,home,Trabzonspor,Dimitrios Kourbelis,dimitrios-kourbelis,D. Kourbelis,M,21,182,578,M,128089,EUR,752198400,M,21,21,False,,72.0,64.0,5.0,3.0,0.0,21.0,23.0,43.0,49.0,,3.0,5.0,,,,,,84.0,80.0,6.9,8.0,0.0525782,0,,,,,8.0,,2.0,4.0,,4.0,,,1.0,,,1.0,,,2.0,,2.0,,,,,,,,,,,
11451147,home,Trabzonspor,Tonio Teklić,tonio-teklic,T. Teklić,F,99,182,576,M,904669,EUR,936835200,M,91,91,False,,14.0,10.0,1.0,,0.0,1.0,1.0,10.0,14.0,,2.0,4.0,,,,,,45.0,24.0,6.8,6.0,0.0465786,2,,,,1.0,3.0,,2.0,,1.0,,1.0,,,0.1876,,1.0,,,,1.0,1.0,1.0,,3.0,1.0,,,,,,,
11451147,home,Trabzonspor,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172,1009,M,355024,EUR,804643200,M,8,8,False,,36.0,31.0,1.0,1.0,1.0,10.0,12.0,23.0,35.0,1.0,5.0,2.0,,,,,,90.0,62.0,7.3,18.0,0.384121,3,,,,11.0,4.0,,1.0,1.0,2.0,,1.0,,,0.1075,,3.0,,,1.0,2.0,1.0,5.0,3.0,,2.0,1.0,,,,,,
11451147,home,Trabzonspor,Anastasios Bakasetas,anastasios-bakasetas,A. Bakasetas,M,11,180,2114,M,114076,EUR,741225600,M,11,11,False,,83.0,75.0,12.0,8.0,0.0,23.0,25.0,52.0,62.0,1.0,8.0,7.0,,,,,,90.0,104.0,8.1,13.0,0.118303,5,,,,4.0,10.0,,,4.0,1.0,2.0,2.0,2.0,4.0,1.0509,1.0032,2.0,,,3.0,,5.0,,,4.0,1.0,,1.0,,,,,
11451147,home,Trabzonspor,Edin Višća,edin-visca,E. Višća,M,7,172,1001,M,109779,EUR,635212800,M,7,7,False,,36.0,23.0,3.0,2.0,0.0,4.0,5.0,19.0,31.0,,4.0,5.0,,,,,,70.0,49.0,6.6,19.0,0.0717999,2,,,,,3.0,3.0,,1.0,2.0,1.0,,,1.0,0.0656,,2.0,,,,,1.0,,,1.0,2.0,,,,,,,
