match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_unsuccessfulTouch,stat_expectedGoals,stat_bigChanceCreated,stat_challengeLost,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_dispossessed,captain,stat_bigChanceMissed,stat_penaltyConceded,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_lastManTackle
12437524,home,Villarreal,Luiz Júnior,Luiz Lúcio Reis Júnior,,luiz-junior,L. Júnior,G,1,192,2350,M,1066603,EUR,979430400,G,1,1,False,20.0,17.0,6.0,3.0,0.0,15.0,18.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,90.0,24.0,6.2,3.0,0.00063359,0,0.4039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437524,home,Villarreal,Kiko Femenía,,,kiko-femenia,K. Femenía,D,17,176,444,M,53739,EUR,665452800,D,17,17,False,61.0,58.0,1.0,,0.0,25.0,28.0,34.0,34.0,4.0,3.0,,,,,90.0,91.0,7.0,4.0,0.118942,0,,1.0,1.0,3.0,6.0,1.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12437524,home,Villarreal,Juan Foyth,,,juan-foyth,J. Foyth,D,8,187,6465,M,873189,EUR,884563200,D,8,8,False,69.0,58.0,9.0,3.0,0.0,35.0,40.0,23.0,29.0,5.0,4.0,,,,,90.0,83.0,6.9,13.0,0.0310757,2,,,,1.0,3.0,,,1.0,,,,,,juanfoyth,1.0,2.0,1.0,1.0,1.0,1.0,0.1798,,,,,,,,,,,,,,,,
12437524,home,Villarreal,Logan Costa,,,logan-costa,L. Costa,D,2,188,677,M,911853,EUR,986083200,D,2,2,False,61.0,47.0,13.0,3.0,0.0,30.0,33.0,17.0,29.0,4.0,3.0,,,,,90.0,70.0,6.4,16.0,0.0166894,0,,1.0,,2.0,3.0,,1.0,,,,,1.0,,,2.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,
12437524,home,Villarreal,Sergi Cardona,,,sergi-cardona,S. Cardona,D,23,186,1119,M,986245,EUR,932256000,D,23,23,False,34.0,28.0,3.0,1.0,1.0,15.0,17.0,16.0,22.0,,4.0,,,,,70.0,50.0,7.4,9.0,0.358963,0,,5.0,3.0,2.0,2.0,,,2.0,1.0,,,1.0,4.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,
12437524,home,Villarreal,Yéremy Pino,,,yeremy-pino,Y. Pino,M,10,172,6120,M,984624,EUR,1035072000,M,21,21,False,41.0,31.0,1.0,,1.0,10.0,12.0,22.0,32.0,1.0,8.0,,,,,88.0,56.0,8.5,15.0,0.365562,1,,3.0,1.0,4.0,6.0,2.0,,3.0,2.0,,,2.0,3.0,,,2.0,,,,2.0,0.1914,1.0,1.0,1.0,1.0,1.0,1.0,0.3104,,,,,,,,,
12437524,home,Villarreal,Santi Comesaña,,,santi-comesana,S. Comesaña,M,14,187,1066,M,843678,EUR,844473600,M,14,14,False,47.0,40.0,7.0,4.0,0.0,14.0,17.0,27.0,32.0,,5.0,,,,,90.0,62.0,6.8,12.0,0.129928,3,,2.0,1.0,4.0,3.0,,,1.0,,,,,,,1.0,2.0,2.0,1.0,,,0.2237,,,,,,,,3.0,,,,,,,,
12437524,home,Villarreal,Dani Parejo,,,dani-parejo,D. Parejo,M,10,180,1999,M,39182,EUR,608688000,M,10,10,False,66.0,59.0,5.0,5.0,0.0,26.0,29.0,34.0,42.0,,5.0,,,,,70.0,72.0,7.1,11.0,0.19477,0,,5.0,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,True,,,,,,,
12437524,home,Villarreal,Denis Suárez,,,denis-suarez,D. Suárez,M,4,176,1456,M,138383,EUR,757814400,M,6,6,False,30.0,23.0,2.0,1.0,0.0,11.0,12.0,15.0,23.0,,1.0,,,,,59.0,41.0,6.8,9.0,0.523226,1,,5.0,3.0,1.0,,,,,,,,,2.0,,,,,1.0,,,0.0552,,1.0,,,,,,,,,,,,,,
12437524,home,Villarreal,Ayoze Pérez,,,ayoze-perez,A. Pérez,F,22,180,3785,M,345195,EUR,743385600,F,22,22,False,21.0,19.0,2.0,1.0,0.0,7.0,7.0,12.0,14.0,,3.0,,,,,90.0,44.0,7.8,8.0,0.0816013,3,,,,7.0,11.0,6.0,,,,,7.0,1.0,1.0,,2.0,,2.0,,,2.0,0.2414,,1.0,4.0,1.0,1.0,1.0,0.6779,2.0,,,,,,,,
12437524,home,Villarreal,Thierno Barry,,,thierno-barry,T. Barry,F,11,195,5887,M,1395746,EUR,1035158400,F,15,15,False,9.0,7.0,1.0,1.0,0.0,3.0,3.0,4.0,6.0,1.0,1.0,,,,,90.0,27.0,6.8,7.0,0.0104687,10,,,,7.0,6.0,3.0,,,,,1.0,2.0,,t.barry29,3.0,6.0,5.0,2.0,,2.0,1.0456,,,,3.0,,,1.0938,,,1.0,1.0,,,,,
