match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,captain,stat_accurateOppositionHalfPasses,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,player_sofascoreId,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_interceptionWon,stat_keyPass,stat_totalCross,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_errorLeadToAGoal,stat_penaltyMiss,stat_totalOffside,stat_penaltyWon,stat_accurateCross,stat_penaltyFaced,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_lastManTackle,stat_penaltyConceded,stat_bigChanceCreated
14566704,home,Bayer 04 Leverkusen,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2836,M,171919,EUR,739929600,G,1,1,False,24.0,18.0,9.0,3.0,0.0,18.0,19.0,5.0,1.0,1.0,9.0,1.0,1.0,90.0,31.0,4.4,7.0,0.00014444,18.036,5.23589,0.0,0.0004,0,-2.7884,-0.01,-0.12,-0.67,-1.0,3.46,1.66,0.1,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566704,home,Bayer 04 Leverkusen,Robert Andrich,robert-andrich,R. Andrich,M,8,189,3318,M,168903,EUR,780192000,D,8,8,False,8.0,7.0,2.0,1.0,0.0,6.0,6.0,2.0,1.0,,,,,33.0,10.0,5.5,1.0,0.0101695,26.568,3.58584,2.0,,0,,0.07,0.02,-0.08,,0.93,1.87,0.54,0.2,0.04,True,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566704,home,Bayer 04 Leverkusen,Loïc Badé,loic-bade,L. Badé,D,5,191,3186,M,1006489,EUR,955411200,D,5,5,False,38.0,31.0,6.0,3.0,0.0,25.0,27.0,11.0,5.0,1.0,8.0,,,90.0,55.0,5.8,10.0,0.00299755,27.0,11.00399,5.0,,0,,-0.07,0.09,-0.59,,2.87,5.72,1.72,0.59,0.1,,6.0,4.0,3.0,,1.0,1.0,1.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566704,home,Bayer 04 Leverkusen,Edmond Tapsoba,edmond-tapsoba,E. Tapsoba,D,12,193,33854,M,883262,EUR,917913600,D,12,12,False,36.0,31.0,7.0,3.0,0.0,29.0,30.0,6.0,4.0,2.0,3.0,,,90.0,48.0,5.4,7.0,0.00069502,28.476,10.50883,9.0,,0,,0.06,0.03,-1.0,,2.97,5.09,1.67,0.6,0.18,,2.0,5.0,3.0,2.0,2.0,,1.0,,,3.0,edmondtapsoba,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14566704,home,Bayer 04 Leverkusen,Arthur,arthur,Arthur,D,13,173,2974,M,1174761,EUR,1047859200,M,13,13,False,29.0,22.0,2.0,1.0,0.0,17.0,17.0,12.0,4.0,2.0,1.0,,,90.0,46.0,6.5,11.0,0.00430992,32.58,10.64805,22.0,,0,,-0.01,0.02,-0.11,,3.07,5.06,1.29,0.71,0.51,,5.0,2.0,1.0,1.0,,,2.0,1.0,1.0,2.0,,1.0,2.0,,Arthur,,1.0,,,,,,,,,,,,,,,,,,,,,,
14566704,home,Bayer 04 Leverkusen,Ezequiel Fernández,ezequiel-fernandez,E. Fernández,M,6,178,5873,M,1003012,EUR,1027555200,M,6,6,False,31.0,28.0,2.0,2.0,0.0,14.0,15.0,16.0,6.0,,4.0,,,81.0,42.0,6.5,5.0,0.0233043,28.08,10.97738,6.0,,0,,0.07,0.15,-0.22,,2.19,5.3,2.5,0.84,0.14,,14.0,4.0,2.0,1.0,2.0,,2.0,2.0,,1.0,equifernandez,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14566704,home,Bayer 04 Leverkusen,Aleix García,aleix-garcia,A. García,M,24,173,4596,M,796047,EUR,867456000,M,24,24,False,44.0,42.0,4.0,4.0,0.0,25.0,27.0,17.0,2.0,,3.0,,,90.0,53.0,8.0,3.0,0.0392653,28.044,12.12284,11.0,,2,,0.19,0.06,-0.35,,2.75,5.84,2.34,0.97,0.23,,17.0,,,,,,1.0,,2.0,1.0,AlexGarcia97,,,,,,2.0,,1.0,1.0,2.0,2.0,0.8262,1.2744,0.74,,,,,,,,,,,,,,
14566704,home,Bayer 04 Leverkusen,Alejandro Grimaldo,alejandro-grimaldo,A. Grimaldo,M,20,171,13084,M,177177,EUR,811555200,M,20,20,False,29.0,23.0,3.0,,1.0,12.0,13.0,16.0,2.0,1.0,3.0,,,90.0,45.0,5.3,11.0,0.169156,30.132,11.96124,13.0,,1,,0.03,0.16,-0.75,,2.75,5.83,2.18,0.95,0.25,,11.0,2.0,2.0,1.0,,,,1.0,2.0,,grimaldo35,,1.0,,,,,2.0,,,,,0.7884,,-1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
14566704,home,Bayer 04 Leverkusen,Claudio Echeverri,claudio-echeverri,C. Echeverri,M,14,171,37367,M,1482424,EUR,1136160000,F,9,9,False,14.0,13.0,2.0,2.0,0.0,9.0,9.0,5.0,6.0,3.0,1.0,,,45.0,22.0,6.5,5.0,0.00841562,25.848,5.64218,2.0,,0,,0.0,0.16,-0.07,,1.34,2.84,1.12,0.29,0.04,,4.0,2.0,,,2.0,,1.0,1.0,,,claudio_echeverri,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
14566704,home,Bayer 04 Leverkusen,Ernest Poku,ernest-poku,E. Poku,M,19,172,5166,M,1119502,EUR,1075248000,F,19,19,False,9.0,4.0,,,0.0,1.0,2.0,7.0,5.0,1.0,1.0,,,64.0,18.0,6.1,9.0,0.0128281,30.708,7.6623,11.0,,1,,-0.04,0.1,-0.05,,2.0,3.61,1.22,0.58,0.25,,3.0,,,,,,1.0,2.0,,,,,1.0,,,,1.0,,,1.0,,,0.0774,,-0.16,,1.0,,,,1.0,,,,,,,,
