match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,captain,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goodHighClaim,stat_totalOffside
12528251,home,Konyaspor,Jakub Słowik,jakub-slowik,J. Słowik,G,24,190.0,232,M,95437,EUR,683596800,G,27,27,False,28.0,25.0,7.0,4.0,0.0,22.0,22.0,3.0,6.0,1.0,11.0,3.0,5.0,1.0,1.0,1.0,90.0,42.0,8.3,4.0,0.00220737,0,1.6484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528251,home,Konyaspor,Nikola Boranijašević,nikola-boranijasevic,N. Boranijašević,D,28,180.0,43,M,150667,EUR,706233600,D,24,24,False,50.0,41.0,6.0,1.0,0.0,26.0,29.0,18.0,27.0,3.0,5.0,,,,,,90.0,78.0,7.0,17.0,0.0826374,0,,,,6.0,3.0,5.0,1.0,14.0,9.0,4.0,1.0,3.0,1.0,2.0,5.0,3.0,1.0,2.0,2.0,3.0,,,,,,,,,,,
12528251,home,Konyaspor,Adil Demirbağ,adil-demirbag,A. Demirbağ,D,4,182.0,168,M,787949,EUR,881712000,D,4,4,False,62.0,56.0,4.0,2.0,0.0,44.0,46.0,12.0,16.0,6.0,2.0,,,,,,90.0,75.0,7.6,6.0,0.00906591,1,,,,,,1.0,4.0,3.0,6.0,,,,,3.0,1.0,1.0,,1.0,2.0,,1.0,1.0,0.0315,,,,,,,,
12528251,home,Konyaspor,Riechedly Bazoer,riechedly-bazoer,R. Bazoer,D,20,184.0,356,M,227196,EUR,845078400,D,20,20,False,64.0,54.0,9.0,5.0,0.0,40.0,42.0,14.0,22.0,3.0,1.0,,,,,,90.0,69.0,7.1,10.0,0.0129462,0,,,,,,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
12528251,home,Konyaspor,Guilherme Haubert Sityá,guilherme-haubert-sitya,G. H. Sityá,D,12,179.0,254,M,224112,EUR,638928000,D,12,12,False,35.0,26.0,4.0,3.0,0.0,9.0,9.0,17.0,31.0,2.0,2.0,,,,,,90.0,60.0,7.2,16.0,0.0210235,1,,,,5.0,,3.0,,5.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,,0.0313,True,1.0,,,,,,
12528251,home,Konyaspor,Marko Jevtović,marko-jevtovic,M. Jevtović,M,16,194.0,134,M,310068,EUR,743472000,M,16,16,False,41.0,31.0,3.0,,0.0,15.0,17.0,16.0,24.0,1.0,1.0,,,,,,87.0,53.0,6.8,12.0,0.0141616,1,,,,,,1.0,1.0,7.0,5.0,1.0,2.0,,,2.0,2.0,2.0,,2.0,3.0,,1.0,,0.0163,,,,,,,,
12528251,home,Konyaspor,Ufuk Akyol,ufuk-akyol,U. Akyol,M,19,180.0,30,M,859546,EUR,872640000,M,19,19,False,22.0,22.0,5.0,5.0,0.0,14.0,14.0,8.0,8.0,,3.0,,,,,,45.0,27.0,6.7,1.0,0.0106661,0,,,,,,,,3.0,2.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,
12528251,home,Konyaspor,Alassane Ndao,ndao-alassane,A. Ndao,M,,176.0,333,M,1016033,EUR,851040000,M,18,18,False,15.0,10.0,1.0,,0.0,2.0,3.0,8.0,14.0,,1.0,,,,,,68.0,31.0,6.8,10.0,0.0168936,2,,,,2.0,,1.0,1.0,3.0,5.0,,1.0,1.0,,,2.0,2.0,1.0,2.0,,1.0,,,0.3864,,1.0,1.0,1.0,0.1944,,,
12528251,home,Konyaspor,Danijel Aleksić,danijel-aleksic,D. Aleksić,M,9,182.0,137,M,45377,EUR,672969600,M,9,9,False,27.0,25.0,4.0,4.0,0.0,15.0,16.0,10.0,11.0,,5.0,,,,,,45.0,36.0,6.4,5.0,0.0142246,2,,,,,,,,6.0,,2.0,2.0,1.0,,,,,,,1.0,,1.0,,0.0431,,1.0,,,,,,
12528251,home,Konyaspor,Pedrinho,pedrinho,Pedrinho,M,8,173.0,205,M,1015939,EUR,850953600,M,8,8,False,25.0,20.0,3.0,1.0,0.0,5.0,5.0,19.0,29.0,,3.0,,,,,,90.0,49.0,7.5,13.0,0.469259,2,,,,9.0,4.0,1.0,1.0,7.0,4.0,3.0,1.0,,,1.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,,0.1193,,,,1.0,0.2141,,,
