match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_totalOffside,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceMissed,stat_accurateCross,stat_goals,stat_penaltyWon,stat_bigChanceCreated,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_penaltyConceded
12448224,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,True,38.0,28.0,16.0,6.0,0.0,24.0,25.0,4.0,13.0,11.0,2.0,2.0,90.0,45.0,6.8,10.0,0.0616894,1.0,0,0.1653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448224,home,FC Twente,Anass Salah-Eddine,anass-salah-eddine,A. Salah-Eddine,D,2,179,6705,M,961684,EUR,1011312000,D,34,34,False,,33.0,29.0,3.0,,0.0,10.0,11.0,19.0,23.0,1.0,,,82.0,54.0,7.2,9.0,0.103856,,1,,,,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0277,0.02,,,,,,,,,,,,,,,,,,,
12448224,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185,8875,M,1014288,EUR,989712000,D,2,2,False,,57.0,55.0,2.0,,0.0,27.0,27.0,28.0,30.0,4.0,,,90.0,67.0,6.7,4.0,0.027296,2.0,0,,,,,5.0,3.0,1.0,,,,,2.0,1.0,2.0,,4.0,,,meeshilgerss,1.0,1.0,4.0,,,,,,,,,,,,,,,
12448224,home,FC Twente,Max Bruns,max-bruns,M. Bruns,D,38,186,104,M,1091627,EUR,1036540800,D,38,38,False,,68.0,65.0,1.0,1.0,0.0,38.0,39.0,27.0,29.0,13.0,,,90.0,82.0,7.0,5.0,0.0124997,,1,,Max Bruns,,,8.0,3.0,,,,,3.0,2.0,1.0,,,,0.017,,,6.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,
12448224,home,FC Twente,Bas Kuipers,bas-kuipers,B. Kuipers,D,25,180,146,M,339879,EUR,777081600,D,5,5,False,,40.0,32.0,4.0,1.0,0.0,13.0,18.0,19.0,24.0,3.0,,,90.0,57.0,6.8,14.0,0.0590052,1.0,0,,,,2.0,1.0,1.0,,,,,,1.0,1.0,2.0,,,,,,1.0,,3.0,,,,1.0,,,,,,,,,,,
12448224,home,FC Twente,Carel Eiting,carel-eiting,C. Eiting,M,6,178,347,M,803025,EUR,887155200,M,6,6,False,,41.0,34.0,1.0,1.0,0.0,9.0,9.0,25.0,33.0,1.0,,,57.0,52.0,7.3,8.0,0.0616945,,3,,,,1.0,,3.0,,1.0,1.0,,,2.0,2.0,,,,0.0838,,,,,1.0,,1.0,,,2.0,1.0,,,,,,,,,
12448224,home,FC Twente,Michel Vlap,michel-vlap,M. Vlap,M,14,189,423,M,798181,EUR,865209600,M,18,18,False,,67.0,62.0,6.0,5.0,0.0,17.0,18.0,45.0,51.0,3.0,,,90.0,80.0,6.7,8.0,0.176792,1.0,3,,,,2.0,3.0,1.0,3.0,,,,1.0,1.0,,1.0,,,0.6063,,,,,1.0,,2.0,,,1.0,,2.0,,,,,,,,
12448224,home,FC Twente,Mitchell van Bergen,mitchell-van-bergen,M. v. Bergen,F,7,170,248,M,827662,EUR,935712000,M,7,7,False,,13.0,12.0,,,0.0,4.0,4.0,9.0,16.0,3.0,,,45.0,27.0,6.6,9.0,0.036745,,1,,,,7.0,2.0,2.0,,2.0,,,,,,,2.0,,0.0377,,,,,,,,,,1.0,,,1.0,,,,,,,
12448224,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173,3417,M,944467,EUR,1005523200,M,14,14,False,,22.0,18.0,3.0,2.0,0.0,4.0,6.0,14.0,16.0,3.0,,,90.0,33.0,7.4,6.0,0.353417,1.0,6,,,,,3.0,2.0,,1.0,,2.0,,,,,1.0,,1.2414,0.8082,,1.0,1.0,,1.0,1.0,,,3.0,,,,1.0,,,,,,
12448224,home,FC Twente,Sayfallah Ltaief,sayfallah-ltaief,S. Ltaief,M,47,180,1619,M,1032926,EUR,956361600,M,30,30,False,,42.0,36.0,,,0.0,4.0,4.0,32.0,39.0,3.0,,,66.0,60.0,7.4,12.0,0.373541,4.0,1,,,,1.0,6.0,7.0,,7.0,4.0,,,2.0,1.0,,1.0,1.0,0.0187,,,1.0,,,1.0,1.0,,,,,,,,,,,,,
