match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_outfielderBlock,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_challengeLost,stat_unsuccessfulTouch,stat_penaltyWon,stat_totalOffside,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,captain,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_keeperSaveValue,stat_goalkeeperValueNormalized,stat_penaltyConceded,stat_errorLeadToAShot
14035850,home,Royal Antwerp FC,Mukhammadali Urinboev,,,muhammadali-urinbaev,M. Urinbaev,M,19,170.0,1445,M,1154566,EUR,1114300800,F,19,19,True,2.0,1.0,2.0,1.0,0.0,,,1.0,2.0,,,,1.0,,,,,,13.0,6.0,6.5,2.0,0.0046802,1,,0.14,-0.52,0.0,,,1.0,,,,0.0476,0.01,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
14035850,home,Royal Antwerp FC,Gabriel Jesus David,Gabriel Jesus David,,david-gabriel-jesus,G. David,F,92,,96,M,2058686,EUR,1167696000,F,92,92,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,13.0,7.0,6.6,3.0,0.00198304,0,,-0.02,0.08,0.0,,,1.0,,,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,
14035850,home,Royal Antwerp FC,Yannick Thoelen,,,yannick-thoelen,Y. Thoelen,G,15,188.0,95,M,794571,EUR,648259200,G,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035850,home,Royal Antwerp FC,Semm Renders,,,semm-renders,S. Renders,D,17,180.0,243,M,1546054,EUR,1197849600,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035850,home,Royal Antwerp FC,Glenn Bijl,,,glenn-bijl,G. Bijl,D,23,184.0,90,M,612016,EUR,805593600,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035850,home,Royal Antwerp FC,Youssef Hamdaoui,,,youssef-hamdaoui,Y. Hamdaoui,M,43,,475,M,1590946,EUR,1205971200,M,43,43,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035850,away,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187.0,289,M,996979,EUR,1015632000,G,1,1,False,30.0,18.0,18.0,6.0,0.0,13.0,15.0,5.0,15.0,1.0,2.0,1.0,7.0,,1.0,,,,90.0,40.0,6.5,13.0,0.00381241,0,-0.6518,0.09,0.01,-0.37,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,2.0,1.0,0.1599,0.19,,
14035850,away,Oud-Heverlee Leuven,Ewoud Pletinckx,,,ewoud-pletinckx,E. Pletinckx,D,28,190.0,193,M,949101,EUR,971136000,D,28,28,False,37.0,26.0,11.0,3.0,0.0,21.0,22.0,5.0,15.0,1.0,1.0,4.0,,,,,,,90.0,51.0,7.1,13.0,0.00422725,1,,0.07,0.05,-0.66,1.0,,1.0,,1.0,2.0,0.0677,0.7,,,,,,,,,,1.0,1.0,0.4646,,,,,,,,,,,1.0,
14035850,away,Oud-Heverlee Leuven,Roggerio Nyakossi,,,roggerio-nyakossi,R. Nyakossi,D,34,194.0,192,M,1129502,EUR,1073952000,D,34,34,False,51.0,47.0,4.0,2.0,0.0,31.0,31.0,16.0,20.0,,,3.0,3.0,,,,,,90.0,55.0,6.4,4.0,0.00957163,0,,0.24,0.14,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035850,away,Oud-Heverlee Leuven,Takuma Ominami,,,takuma-ominami,T. Ominami,D,5,184.0,257,M,832976,EUR,881971200,D,5,5,False,37.0,31.0,3.0,,0.0,19.0,21.0,12.0,16.0,,3.0,1.0,1.0,,,,,,90.0,49.0,6.1,9.0,0.00616402,0,,0.04,0.02,-0.29,1.0,2.0,4.0,,,1.0,,,,3.0,3.0,,,1.0,,,,,,,,1.0,,,,,,,,,,
14035850,away,Oud-Heverlee Leuven,Óscar Gil,,,oscar-gil,Ó. Gil,D,27,175.0,90,M,959820,EUR,893548800,M,27,27,False,7.0,6.0,,,0.0,5.0,5.0,1.0,2.0,1.0,6.0,,1.0,3.0,,,,,71.0,21.0,6.3,4.0,0.00123282,0,,-0.04,-0.22,-0.24,,1.0,9.0,,3.0,4.0,,,,2.0,1.0,1.0,3.0,1.0,,,,,,,,1.0,,,,,,,,,,
14035850,away,Oud-Heverlee Leuven,Birger Verstraete,,,birger-verstraete,B. Verstraete,M,4,171.0,119,M,192268,EUR,766454400,M,4,4,False,30.0,24.0,3.0,,0.0,15.0,16.0,9.0,14.0,1.0,6.0,,3.0,1.0,,,,,83.0,40.0,6.1,7.0,0.00611221,0,,-0.02,-0.05,-0.06,1.0,1.0,6.0,,2.0,3.0,,,1.0,4.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,
14035850,away,Oud-Heverlee Leuven,Siebe Schrijvers,,,siebe-schrijvers,S. Schrijvers,M,8,178.0,212,M,190413,EUR,837648000,M,8,8,False,21.0,17.0,2.0,1.0,0.0,6.0,7.0,11.0,14.0,,2.0,5.0,3.0,,,,,,72.0,34.0,6.8,9.0,0.160168,0,,0.29,-0.08,0.18,1.0,2.0,3.0,,,1.0,,,1.0,2.0,1.0,2.0,,2.0,,,,,,,1.0,,,,True,,,,,,,1.0
14035850,away,Oud-Heverlee Leuven,Takahiro Akimoto,,,takahiro-akimoto,T. Akimoto,D,30,170.0,293,M,1028340,EUR,886204800,M,30,30,False,22.0,18.0,2.0,1.0,0.0,9.0,11.0,9.0,11.0,2.0,6.0,8.0,2.0,,,,,,90.0,48.0,7.1,8.0,0.0111222,0,,0.08,0.07,0.2,,1.0,2.0,,,,,,,3.0,3.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,
14035850,away,Oud-Heverlee Leuven,Casper Terho,,,terho-casper,C. Terho,F,17,184.0,347,M,1050672,EUR,1056412800,F,11,11,False,12.0,7.0,2.0,,0.0,4.0,6.0,3.0,6.0,,3.0,1.0,3.0,,,,,,72.0,25.0,6.4,10.0,0.0210121,1,,-0.14,0.12,-0.09,,1.0,5.0,,1.0,1.0,0.042,-0.18,,3.0,3.0,5.0,3.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,
14035850,away,Oud-Heverlee Leuven,Abdoul Karim Traoré,,,abdoul-karim-traore,A. K. Traoré,F,9,178.0,1010,M,2033824,EUR,1168560000,F,9,9,False,8.0,5.0,,,0.0,1.0,1.0,4.0,7.0,1.0,3.0,1.0,2.0,2.0,,,,,80.0,21.0,5.7,11.0,0.063667,2,,-0.09,0.41,-0.23,,8.0,13.0,,,5.0,0.0654,-0.24,,,,4.0,,3.0,,,,,,,,1.0,,2.0,,,,,,,1.0,
14035850,away,Oud-Heverlee Leuven,Jovan Mijatović,Jovan Mijatovic,,jovan-mijatovic,J. Mijatović,F,11,179.0,1132,M,1146136,EUR,1121040000,F,22,22,False,12.0,9.0,1.0,1.0,0.0,2.0,2.0,7.0,10.0,,2.0,1.0,3.0,2.0,,,,,88.0,29.0,6.3,12.0,0.016137,1,,-0.05,0.05,0.14,,1.0,7.0,,,1.0,0.0642,0.0,3.0,,,2.0,,2.0,,,,,,,1.0,2.0,,1.0,,,,,,,,
14035850,away,Oud-Heverlee Leuven,Thibault Vlietinck,,,thibault-vlietinck,T. Vlietinck,D,77,178.0,57,M,823046,EUR,871948800,D,77,77,True,5.0,4.0,,,0.0,1.0,2.0,3.0,3.0,,1.0,,1.0,,,,,,19.0,11.0,5.9,3.0,0.00166169,0,,-0.01,0.04,-0.36,,2.0,3.0,,,1.0,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,
14035850,away,Oud-Heverlee Leuven,Thibaud Verlinden,,,thibaud-verlinden,T. Verlinden,M,7,173.0,110,M,826172,EUR,931478400,F,7,7,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,,,,,,,18.0,3.0,6.4,2.0,1.013e-05,0,,-0.02,,-0.05,,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
14035850,away,Oud-Heverlee Leuven,Wouter George,,,wouter-george,W. George,M,6,172.0,63,M,983027,EUR,1015027200,M,6,6,True,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,,2.0,,1.0,,,,,,18.0,11.0,6.6,4.0,0.0670762,0,,0.05,0.01,-0.12,1.0,,2.0,,,1.0,,,,2.0,1.0,2.0,1.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,
14035850,away,Oud-Heverlee Leuven,Nachon Nsingi,Nachon Nsingi,,nachon-nsingi,N. Nsingi,F,27,169.0,104,M,1388434,EUR,988070400,F,20,20,True,1.0,,,,0.0,,,,1.0,,,,,,,,,,10.0,2.0,6.4,2.0,,0,,-0.01,-0.12,-0.05,,,2.0,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,
14035850,away,Oud-Heverlee Leuven,William Balikwisha,,,william-balikwisha,W. Balikwisha,M,21,174.0,684,M,943881,EUR,926467200,F,21,21,True,1.0,1.0,,,0.0,1.0,1.0,,,,1.0,,1.0,,,,,,11.0,4.0,6.4,2.0,9.03e-06,0,,-0.02,0.04,-0.1,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,
14035850,away,Oud-Heverlee Leuven,Maxence Prévot,,,maxence-prevot,M. Prévot,G,16,184.0,55,M,785520,EUR,860544000,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035850,away,Oud-Heverlee Leuven,Christ Souanga,Christ,Souanga,christ-souanga,C. Souanga,D,63,186.0,39,M,1835475,EUR,1161561600,D,63,63,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035850,away,Oud-Heverlee Leuven,Davis Opoku,Davis Opoku,,davis-opoku,D. Opoku,D,99,,100,M,1860321,EUR,1193616000,D,99,99,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035850,away,Oud-Heverlee Leuven,Youssef Maziz,,,youssef-maziz,Y. Maziz,M,10,175.0,445,M,862821,EUR,898646400,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
