match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_totalContest,stat_wonContest,stat_dispossessed,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_expectedGoals,stat_shotValueNormalized,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_penaltyWon,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_penaltyConceded
14082859,home,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,unai_simon,797291,EUR,865987200,G,1,1,False,28.0,15.0,16.0,3.0,0.0,13.0,14.0,2.0,14.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,90.0,35.0,6.7,13.0,0.0018229,0.0003,0,0.1727,0.07,-0.04,0.18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082859,home,Athletic Club,Jesús Areso,jesus-areso,J. Areso,D,12,183,656,M,,910267,EUR,930873600,D,12,12,False,34.0,31.0,2.0,2.0,0.0,17.0,17.0,14.0,17.0,2.0,4.0,10.0,,,,,90.0,66.0,7.9,10.0,0.0641572,,0,,0.34,0.11,0.57,,,,4.0,1.0,3.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
14082859,home,Athletic Club,Daniel Vivian,daniel-vivian,D. Vivian,D,3,183,3110,M,,910978,EUR,931132800,D,3,3,False,45.0,33.0,9.0,5.0,0.0,24.0,30.0,9.0,15.0,1.0,4.0,5.0,,,,,90.0,55.0,7.2,12.0,0.00644178,,0,,0.13,0.13,0.22,,,,,,2.0,1.0,6.0,,,2.0,2.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14082859,home,Athletic Club,Aitor Paredes,aitor-paredes,A. Paredes,D,4,186,1132,M,,959872,EUR,956966400,D,4,4,False,28.0,22.0,1.0,1.0,0.0,17.0,18.0,5.0,10.0,3.0,4.0,4.0,,,,,90.0,37.0,7.1,8.0,0.00112664,,0,,-0.14,0.07,0.22,,,,,,,,3.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
14082859,home,Athletic Club,Yuri Berchiche,yuri-berchiche,Y. Berchiche,D,17,181,1146,M,,84531,EUR,634608000,D,17,17,False,47.0,39.0,4.0,2.0,0.0,20.0,22.0,19.0,25.0,3.0,7.0,5.0,1.0,,,,90.0,66.0,7.3,13.0,0.0151026,,0,,0.08,0.0,0.27,,,,2.0,,2.0,,3.0,,,3.0,1.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
14082859,home,Athletic Club,Mikel Jauregizar,mikel-jauregizar,M. Jauregizar,M,18,177,1766,M,,1495844,EUR,1068681600,M,18,18,False,30.0,21.0,2.0,2.0,0.0,14.0,18.0,7.0,12.0,3.0,6.0,4.0,1.0,,,,90.0,47.0,6.5,16.0,0.00920036,,2,,0.01,0.1,-0.2,,,,2.0,,7.0,2.0,1.0,,1.0,2.0,2.0,,,,1.0,1.0,,3.0,2.0,1.0,0.072,-0.2,,,,,,,,,,,,,
14082859,home,Athletic Club,Iñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,,96365,EUR,744595200,M,16,16,False,29.0,25.0,3.0,3.0,0.0,11.0,11.0,14.0,18.0,,6.0,4.0,3.0,,,,67.0,40.0,7.3,6.0,0.0196256,,0,,0.25,0.1,0.2,,,,,,3.0,,1.0,1.0,,1.0,,1.0,2.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
14082859,home,Athletic Club,Iñaki Williams,inaki-williams,I. Williams,M,9,186,20741,M,IñakiWill,783374,EUR,771638400,M,9,9,False,11.0,8.0,1.0,,0.0,4.0,4.0,4.0,7.0,,1.0,3.0,,,,,79.0,19.0,6.4,8.0,0.013842,,1,,-0.03,0.16,-0.03,,,,1.0,,2.0,1.0,,,,,,3.0,2.0,,,1.0,1.0,,,,0.3247,-0.5,True,1.0,1.0,,,,,,,,,,
14082859,home,Athletic Club,Álex Berenguer,alex-berenguer,Á. Berenguer,M,7,175,1919,M,,592012,EUR,804816000,M,7,7,False,20.0,15.0,,,0.0,4.0,4.0,11.0,16.0,,4.0,2.0,2.0,,,,87.0,38.0,6.7,12.0,0.051574,,1,,0.2,-0.51,0.0,,,,5.0,2.0,5.0,1.0,1.0,,,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,,0.0705,-0.27,,,,,,,,,,,,,
14082859,home,Athletic Club,Nico Williams,nico-williams,N. Williams,M,10,180,84836,M,NicoWill,1085400,EUR,1026432000,M,10,10,False,23.0,14.0,3.0,1.0,0.0,3.0,3.0,11.0,20.0,,7.0,5.0,2.0,,,,88.0,49.0,7.4,21.0,0.345821,,3,,0.27,0.8,0.13,,,,2.0,1.0,4.0,,,,,1.0,1.0,7.0,,2.0,,6.0,4.0,2.0,,,0.1248,-0.51,,,1.0,1.0,2.0,0.4594,,,,,,,
