match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_unsuccessfulTouch,stat_expectedGoals,captain,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_ownGoals,stat_fouls,stat_keyPass,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_wasFouled,stat_bigChanceMissed,stat_hitWoodwork,stat_totalTackle,stat_wonTackle,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_outfielderBlock
12514204,home,Boavista,César Dutra,,,cesar-dutra,C. Dutra,G,1,194,270,M,158269,EUR,696470400,G,1,1,False,20.0,8.0,16.0,4.0,0.0,6.0,9.0,2.0,11.0,14.0,2.0,2.0,5.0,90.0,35.0,6.7,12.0,0.00046954,0,-0.5881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514204,home,Boavista,Gonçalo Miguel,Gonçalo Miguel,Cardoso de Almeida,goncalo-almeida,G. Miguel,D,17,181,26,M,1517733,EUR,1052179200,D,35,35,False,16.0,14.0,1.0,1.0,0.0,7.0,7.0,8.0,13.0,3.0,,,,59.0,29.0,6.2,7.0,0.0348753,1,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0175,,,,,,,,,,,,,,,,,,,,
12514204,home,Boavista,Rodrigo Abascal,,,rodrigo-abascal,R. Abascal,D,26,190,156,M,846416,EUR,758505600,D,26,26,False,46.0,34.0,12.0,4.0,0.0,22.0,23.0,12.0,23.0,3.0,,,,90.0,57.0,6.2,15.0,0.00920022,0,,,,3.0,3.0,1.0,,,,3.0,1.0,,True,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12514204,home,Boavista,Filipe Ferreira,Filipe,Ferreira,filipe-ferreira,F. Ferreira,D,20,178,34,M,143584,EUR,654393600,D,20,20,False,36.0,31.0,7.0,4.0,0.0,20.0,23.0,11.0,13.0,6.0,,,,90.0,44.0,6.2,5.0,0.0173423,2,,,,2.0,1.0,,1.0,1.0,,1.0,,0.0512,,1.0,,1.0,1.0,,,1.0,1.0,1.0,0.096,,,,,,,,,
12514204,home,Boavista,Augusto Dabo,,,dabo-augusto,A. Dabo,D,27,186,77,M,1394721,EUR,1079136000,D,25,25,False,12.0,9.0,,,0.0,4.0,5.0,5.0,8.0,1.0,,,,59.0,29.0,6.1,10.0,0.00766862,0,,1.0,,3.0,2.0,,,,,2.0,1.0,,,1.0,2.0,,,2.0,,,,,,1.0,,,,,,,,
12514204,home,Boavista,Marco Ribeiro,Marco Ribeiro,,marco-ribeiro,M. Ribeiro,M,88,188,22,M,1517734,EUR,1118707200,M,88,88,False,34.0,28.0,5.0,2.0,0.0,17.0,18.0,12.0,18.0,5.0,,,,90.0,46.0,6.4,9.0,0.0416207,1,,2.0,1.0,3.0,4.0,1.0,,,1.0,,1.0,0.2533,,1.0,2.0,,,,1.0,1.0,,,,2.0,1.0,1.0,,,,,,
12514204,home,Boavista,Miguel Reisinho,,,miguel-reisinho,M. Reisinho,M,7,184,1041,M,892309,EUR,923616000,M,10,10,False,39.0,30.0,4.0,1.0,0.0,15.0,20.0,15.0,19.0,3.0,,,,80.0,47.0,6.7,9.0,0.0207238,0,,,,4.0,6.0,,,,,1.0,,,,2.0,3.0,2.0,,1.0,,1.0,,,,1.0,,,2.0,1.0,,,,
12514204,home,Boavista,Ilija Vukotić,Ilija,Vukotić,ilija-vukotic,I. Vukotić,M,8,191,158,M,891881,EUR,915667200,M,18,18,False,17.0,16.0,,,0.0,11.0,11.0,5.0,6.0,1.0,,,,45.0,19.0,6.5,1.0,0.022713,0,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,
12514204,home,Boavista,Bruno Onyemaechi,,,bruno-onyemaechi,B. Onyemaechi,D,70,182,5807,M,1134441,EUR,923097600,M,70,70,False,13.0,9.0,,,1.0,3.0,4.0,6.0,13.0,8.0,,,,90.0,37.0,8.4,15.0,0.049958,2,,4.0,,5.0,8.0,2.0,1.0,1.0,,1.0,3.0,0.6012,,2.0,1.0,3.0,,1.0,1.0,,2.0,,1.0524,5.0,,,1.0,1.0,1.0,1.0,2.0,
12514204,home,Boavista,Manuel Namora,,,manuel-namora,M. Namora,F,,180,28,M,892423,EUR,887241600,F,17,17,False,10.0,4.0,,,0.0,2.0,2.0,2.0,8.0,1.0,,,,59.0,19.0,6.3,12.0,0.00157824,0,,,,8.0,4.0,2.0,2.0,,,,2.0,,,1.0,2.0,1.0,,3.0,,,,,,1.0,,,1.0,1.0,,,2.0,
12514204,home,Boavista,Róbert Boženík,,,robert-bozenik,R. Boženík,F,11,188,1028,M,912033,EUR,942883200,F,9,9,False,15.0,11.0,,,0.0,6.0,7.0,5.0,8.0,,,,,90.0,24.0,7.4,6.0,0.00618633,3,,,,4.0,3.0,,,,1.0,,2.0,0.3524,,1.0,1.0,,,3.0,1.0,,2.0,,1.0037,2.0,,,,,,1.0,,
12514204,home,Boavista,Salvador Agra,,,salvador-agra,S. Agra,M,11,166,97,M,587416,EUR,689817600,F,7,7,True,19.0,18.0,,,0.0,10.0,11.0,8.0,9.0,2.0,,,,45.0,31.0,6.7,7.0,0.015225,1,,1.0,,4.0,2.0,,1.0,,1.0,,2.0,0.0428,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,
12514204,home,Boavista,Tomás Silva,Tomás Silva,,tomas-silva,T. Silva,D,75,175,24,M,1906695,EUR,1148515200,D,75,75,True,10.0,6.0,2.0,,0.0,6.0,8.0,,3.0,2.0,,,,31.0,18.0,6.5,7.0,0.00030269,0,,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,
12514204,home,Boavista,Pedro Gomes,Pedro Gomes,,pedro-gomes,P. Gomes,D,,185,91,M,1393993,EUR,1054684800,D,15,15,True,1.0,,1.0,,0.0,,,,1.0,,,,,5.0,1.0,3.9,1.0,,0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
12514204,home,Boavista,Joel Silva,Joel Silva,,joel-silva,J. Silva,M,26,185,56,M,1393991,EUR,1044921600,M,16,16,True,2.0,2.0,,,0.0,,,2.0,4.0,,,,,31.0,11.0,6.4,5.0,0.00060523,0,,2.0,,3.0,2.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,2.0,
12514204,home,Boavista,Ibrahima Camará,,,ibrahima-camara,I. Camará,M,2,190,520,M,976145,EUR,917222400,M,2,2,True,4.0,4.0,,,0.0,3.0,3.0,1.0,1.0,1.0,,,,10.0,4.0,6.5,,0.00078504,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514204,home,Boavista,Tomé Sousa,Tomé Sousa,,sousa-tome,T. Sousa,G,1,190,105,M,1521209,EUR,1166227200,G,76,76,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514204,home,Boavista,Alexandre Marques,Alexandre Marques,,alexandre-marques,A. Marques,D,73,186,30,M,1896794,EUR,1130025600,D,73,73,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514204,home,Boavista,João Barros,João Barros,,joao-barros,J. Barros,F,77,184,46,M,1896795,EUR,1136851200,F,71,71,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514204,home,Boavista,Tiago Machado,Tiago,Machado,machado-tiago,T. Machado,F,23,185,33,M,1494437,EUR,1080864000,F,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
