match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wonTackle,player_sofascoreId,player_firstName,player_lastName,stat_accurateCross,stat_goals,stat_keyPass,captain,stat_goalAssist,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed
10388517,home,VfB Stuttgart,Fabian Bredlow,fabian-bredlow,F. Bredlow,G,1,191,219,M,152463,EUR,794102400,G,33,33,False,25.0,20.0,7.0,2.0,20.0,22.0,3.0,1.0,11.0,1.0,4.0,1.0,90.0,39.0,7.7,5.0,0.0,0.0,9.318e-05,0,0.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388517,home,VfB Stuttgart,Waldemar Anton,waldemar-anton,W. Anton,D,3,189,2193,M,799046,EUR,837820800,D,2,2,False,37.0,27.0,4.0,,14.0,19.0,20.0,4.0,9.0,,,,81.0,77.0,6.8,21.0,0.234,0.0,0.0232404,2,,13.0,2.0,1.0,1.0,6.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,
10388517,home,VfB Stuttgart,Konstantinos Mavropanos,konstantinos-mavropanos,K. Mavropanos,D,15,194,2692,M,829022,EUR,881798400,D,5,5,False,37.0,30.0,4.0,2.0,21.0,25.0,12.0,3.0,8.0,,,,90.0,50.0,7.5,8.0,0.0935,0.0358,0.00283031,2,,9.0,,,3.0,3.0,6.0,1.0,1.0,,,,1.0,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10388517,home,VfB Stuttgart,Hiroki Itō,hiroki-ito,H. Itō,D,21,188,6725,M,873106,EUR,926467200,D,21,21,False,51.0,38.0,9.0,4.0,27.0,31.0,20.0,4.0,9.0,,,,90.0,59.0,7.1,13.0,0.0,0.0,0.0107297,0,,11.0,,2.0,2.0,3.0,2.0,,,,,,1.0,2.0,,,,1.0,,,,hiroki_ito38,,,,,,,,,,
10388517,home,VfB Stuttgart,Borna Sosa,borna-sosa,B. Sosa,M,24,187,3743,M,357584,EUR,885340800,D,24,24,False,48.0,40.0,4.0,,21.0,23.0,32.0,1.0,11.0,,,,90.0,70.0,8.1,14.0,0.0701,0.4221,0.339374,1,,23.0,7.0,1.0,,2.0,2.0,,,3.0,2.0,,,1.0,,,,,,1.0,,BornaSosa,,,4.0,1.0,3.0,,,,,
10388517,home,VfB Stuttgart,Wataru Endo,wataru-endo,W. Endo,M,3,178,19849,M,143040,EUR,729216000,M,3,3,False,37.0,24.0,4.0,1.0,9.0,12.0,25.0,,5.0,,,,90.0,51.0,6.9,16.0,0.1121,0.0,0.0242828,1,,15.0,,1.0,2.0,6.0,7.0,1.0,3.0,1.0,1.0,,,2.0,1.0,,3.0,1.0,1.0,,1.0,endowataru,,,,,1.0,True,1.0,1.0,,
10388517,home,VfB Stuttgart,Atakan Karazor,atakan-karazor,A. Karazor,M,16,190,1082,M,801030,EUR,845164800,M,16,16,False,50.0,38.0,6.0,4.0,24.0,30.0,20.0,3.0,9.0,,,,90.0,61.0,7.4,14.0,0.0485,0.0,0.0308613,1,,14.0,,1.0,7.0,2.0,8.0,,,,,,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,,,,2.0,,,,,
10388517,home,VfB Stuttgart,Genki Haraguchi,genki-haraguchi,G. Haraguchi,M,78,177,395,M,48243,EUR,673747200,M,17,17,False,26.0,20.0,2.0,1.0,6.0,10.0,16.0,1.0,2.0,,,,80.0,45.0,7.7,9.0,0.1543,0.1473,0.109896,1,,14.0,,1.0,1.0,2.0,8.0,,1.0,2.0,2.0,,,2.0,2.0,2.0,3.0,,,1.0,1.0,,,,,,2.0,,1.0,,,
10388517,home,VfB Stuttgart,Gil Dias,gil-dias,Gil,M,23,186,345,M,583838,EUR,843868800,F,31,31,False,30.0,15.0,2.0,,1.0,5.0,25.0,,2.0,,,,73.0,50.0,7.4,22.0,0.1857,0.7645,0.12753,3,,14.0,,1.0,2.0,8.0,6.0,,2.0,3.0,1.0,,,,1.0,3.0,2.0,3.0,1.0,2.0,1.0,,,,,1.0,1.0,,,,,
10388517,home,VfB Stuttgart,Silas,silas-katompa-mvumpa,S. K. Mvumpa,M,26,189,7725,M,949062,EUR,907632000,F,14,14,False,11.0,6.0,1.0,,,,12.0,,3.0,,,,86.0,29.0,6.2,16.0,0.2636,0.0,0.0120357,2,,6.0,1.0,2.0,1.0,9.0,5.0,,3.0,7.0,3.0,1.0,,,1.0,3.0,,,1.0,,1.0,silas,,,,,,,,,,
