match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,captain,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_penaltyWon,stat_expectedGoalsOnTarget,player_sofascoreId,stat_blockedScoringAttempt,stat_goals,stat_hitWoodwork,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_clearanceOffLine,stat_penaltyConceded,stat_totalOffside
12504698,home,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194,1818,M,308182,EUR,763862400,G,94,94,False,32.0,31.0,8.0,7.0,0.0,30.0,30.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,90.0,35.0,6.6,1.0,0.00093457,0,-0.5278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504698,home,Lazio,Manuel Lazzari,manuel-lazzari,M. Lazzari,D,29,173,753,M,273405,EUR,754531200,D,29,29,False,26.0,24.0,,,0.0,10.0,10.0,16.0,26.0,1.0,6.0,,,,81.0,53.0,7.0,14.0,0.120636,1,,10.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0101,2.0,,,,,,,,,,,,,,,,,,,,,
12504698,home,Lazio,Mario Gila Fuentes,mario-gila-fuentes,M. Gila,D,34,183,1766,M,965828,EUR,967507200,D,34,34,False,56.0,52.0,1.0,,0.0,33.0,33.0,19.0,23.0,1.0,6.0,6.0,3.0,,90.0,70.0,7.0,5.0,0.00894462,0,,,,2.0,4.0,,,,,4.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12504698,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185,1922,M,227864,EUR,789868800,D,13,13,False,52.0,41.0,5.0,1.0,0.0,31.0,37.0,10.0,15.0,8.0,10.0,4.0,2.0,,90.0,61.0,7.0,11.0,0.00229791,0,,,,2.0,2.0,,,,,2.0,2.0,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,
12504698,home,Lazio,Luca Pellegrini,luca-pellegrini,L. Pellegrini,D,3,178,1350,M,826186,EUR,920764800,D,3,3,False,31.0,27.0,2.0,,0.0,15.0,15.0,12.0,20.0,,3.0,1.0,7.0,,90.0,50.0,7.5,9.0,0.0158287,1,,4.0,,,1.0,,1.0,,,1.0,1.0,,1.0,,0.0311,,,,,1.0,1.0,1.0,1.0,1.0,0.0293,,,,,,,,,,,,
12504698,home,Lazio,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185,7016,M,852404,EUR,924048000,M,8,8,False,55.0,49.0,3.0,1.0,0.0,21.0,21.0,28.0,34.0,,2.0,1.0,4.0,,73.0,60.0,6.8,7.0,0.0204052,0,,,,,2.0,,,,,1.0,,,1.0,1.0,,1.0,,,,1.0,,,1.0,,,MatteoGuendouzi,,,,,,,,,,,
12504698,home,Lazio,Nicolò Rovella,nicolo-rovella,N. Rovella,M,6,179,2966,M,937324,EUR,1007424000,M,6,6,False,80.0,79.0,4.0,3.0,0.0,51.0,51.0,28.0,29.0,,7.0,,9.0,,90.0,93.0,7.6,1.0,0.0390797,1,,,,,4.0,2.0,1.0,1.0,2.0,5.0,2.0,,1.0,2.0,0.0275,1.0,,,,,1.0,,,,,,,,,,,,,,,,
12504698,home,Lazio,Gustav Isaksen,gustav-isaksen,G. Isaksen,M,18,181,3333,M,976381,EUR,987638400,M,18,18,False,17.0,13.0,1.0,,0.0,4.0,6.0,10.0,15.0,2.0,6.0,,4.0,,63.0,34.0,6.7,12.0,0.0740747,3,,4.0,1.0,3.0,6.0,,2.0,1.0,,1.0,1.0,1.0,2.0,,0.0868,1.0,,,,2.0,1.0,,,,,,2.0,,,,,,,,,,
12504698,home,Lazio,Boulaye Dia,dia-boulaye,B. Dia,F,19,180,11046,M,960080,EUR,848102400,M,19,19,False,29.0,27.0,1.0,1.0,0.0,9.0,10.0,18.0,19.0,,3.0,,2.0,,80.0,35.0,7.3,3.0,0.0261935,1,,,,3.0,6.0,1.0,1.0,,,2.0,1.0,,1.0,1.0,0.6554,1.0,,,,,,1.0,,,0.8921,boulaye_dia,,1.0,,,,,,,,,
12504698,home,Lazio,Tijjani Noslin,tijjani-noslin,T. Noslin,F,14,177,1223,M,1069244,EUR,931305600,M,14,14,False,10.0,9.0,,,0.0,3.0,4.0,6.0,6.0,,,,2.0,,45.0,15.0,6.4,3.0,0.0185199,1,,,,,3.0,,1.0,1.0,,,,1.0,,2.0,0.0387,,,,,,,,,,,,,,,,,,,,,,
