match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_blockedScoringAttempt,stat_goals,stat_penaltyWon,captain,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_penaltyConceded
12624949,home,Al-Nassr,Bento,,,bento,Bento,G,24,190.0,9735,M,bento_matheus,1016104,EUR,928972800,G,24,24,False,30.0,29.0,0.0,29.0,30.0,1.0,1.0,1.0,12.0,2.0,1.0,1.0,90.0,42.0,7.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624949,home,Al-Nassr,Sultan Al-Ghannam,,,sultan-al-ghannam,S. Al-Ghannam,D,2,173.0,1607,M,,830126,EUR,768182400,D,2,2,False,49.0,41.0,1.0,18.0,22.0,1.0,7.0,3.0,7.0,,,,90.0,76.0,7.0,12.0,1,2.0,1.0,24.0,29.0,2.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
12624949,home,Al-Nassr,Mohamed Simakan,,,mohamed-simakan,M. Simakan,D,3,187.0,5883,M,,945063,EUR,957312000,D,3,3,False,109.0,102.0,0.0,74.0,76.0,1.0,7.0,5.0,6.0,,,,90.0,127.0,7.8,7.0,1,5.0,4.0,28.0,33.0,,,1.0,,,2.0,2.0,,,1.0,,3.0,4.0,2.0,,,,1.0,,,,,,,,,,,,,,,,
12624949,home,Al-Nassr,Aymeric Laporte,,,aymeric-laporte,A. Laporte,D,14,191.0,10350,M,laporte27,149734,EUR,769996800,D,27,27,False,98.0,93.0,0.0,65.0,66.0,,1.0,1.0,,,,,90.0,104.0,6.5,7.0,0,3.0,,28.0,32.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,
12624949,home,Al-Nassr,Nawaf Boushal,,,nawaf-boushal,N. Boushal,D,12,178.0,1391,M,,986400,EUR,937440000,D,12,12,False,73.0,65.0,0.0,31.0,32.0,2.0,11.0,5.0,6.0,,,,90.0,97.0,7.8,13.0,0,9.0,7.0,34.0,41.0,,,3.0,2.0,,1.0,1.0,,,,,3.0,8.0,5.0,,,,,4.0,,1.0,,,,,,,,,,,,,
12624949,home,Al-Nassr,Otávio,,,otavio,Otávio,M,25,171.0,6951,M,otavio,244801,EUR,792288000,M,25,25,False,61.0,59.0,0.0,27.0,27.0,,9.0,,4.0,,,,89.0,86.0,8.2,10.0,1,1.0,,32.0,35.0,1.0,,3.0,,2.0,2.0,2.0,2.0,,,,1.0,4.0,1.0,,,3.0,1.0,4.0,3.0,,1.0,1.0,,,,,,,,,,,
12624949,home,Al-Nassr,Ali Al-Hassan,,,ali-al-hassan,A. Al-Hassan,M,19,183.0,1000,M,,925947,EUR,857433600,M,19,19,False,79.0,74.0,0.0,26.0,28.0,,5.0,1.0,5.0,,,,71.0,92.0,7.5,7.0,0,4.0,3.0,48.0,51.0,,,2.0,,,2.0,1.0,,,,,3.0,3.0,2.0,,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,
12624949,home,Al-Nassr,Sadio Mané,,,sadio-mane,S. Mané,M,10,175.0,169227,M,SadioMané,217704,EUR,702864000,M,10,10,False,39.0,37.0,0.0,10.0,11.0,,4.0,2.0,2.0,,,,90.0,65.0,8.7,14.0,3,1.0,1.0,27.0,31.0,3.0,,8.0,,2.0,6.0,,,,2.0,,,1.0,1.0,,,2.0,,1.0,3.0,,,,1.0,2.0,1.0,,,,,,,,
12624949,home,Al-Nassr,Ângelo,Ângelo,,angelo,Ângelo,M,20,182.0,9961,M,angelogabriel,1086455,EUR,1103587200,M,20,20,False,32.0,28.0,0.0,10.0,11.0,,6.0,1.0,2.0,,,,89.0,57.0,7.1,14.0,1,,,18.0,23.0,2.0,,5.0,,4.0,2.0,1.0,,,,,1.0,3.0,2.0,,,1.0,,2.0,2.0,,1.0,,,,,,,,,,,,
12624949,home,Al-Nassr,Abdulrahman Ghareeb,,,abdulrahman-ghareeb,A. Ghareeb,F,29,164.0,2201,M,,1014447,EUR,859766400,M,29,29,False,57.0,52.0,0.0,11.0,11.0,,3.0,,4.0,,,,90.0,78.0,6.7,16.0,2,,,43.0,52.0,6.0,2.0,10.0,1.0,3.0,5.0,2.0,,,,,,1.0,,,,1.0,1.0,1.0,,2.0,1.0,,1.0,,,,,,,,,,
