match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_outfielderBlock,stat_clearanceOffLine,stat_challengeLost,stat_blockedScoringAttempt,stat_aerialWon,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_shotOffTarget,captain,stat_bigChanceMissed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_goalAssist
10389871,home,Olympique Lyonnais,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184,1194,M,48535,EUR,654739200,G,1,1,False,12.0,11.0,3.0,2.0,9.0,10.0,2.0,2.0,2.0,1.0,2.0,4.0,6.0,1.0,90.0,23.0,7.9,1.0,0.0,0.0,0.00024228,0,1.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389871,home,Olympique Lyonnais,Malo Gusto,,,gusto-malo,M. Gusto,D,27,179,19313,M,996958,EUR,1053302400,D,27,27,False,50.0,39.0,3.0,2.0,19.0,22.0,22.0,31.0,1.0,4.0,8.0,,,,90.0,83.0,7.5,15.0,0.0,0.0,0.215454,0,,malogst,3.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10389871,home,Olympique Lyonnais,Thiago Mendes,,,thiago-mendes,T. Mendes,M,23,176,1626,M,329303,EUR,700617600,D,23,23,False,36.0,32.0,5.0,2.0,22.0,23.0,10.0,13.0,4.0,3.0,5.0,,,,90.0,53.0,7.6,6.0,0.0,0.0,0.00505659,0,,,,,4.0,3.0,,,3.0,2.0,1.0,,1.0,,,2.0,1.0,5.0,,,,,,,,,,,,,,
10389871,home,Olympique Lyonnais,Castello Lukeba,,,castello-lukeba,C. Lukeba,D,23,184,2728,M,976421,EUR,1040083200,D,4,4,False,36.0,32.0,1.0,1.0,23.0,25.0,9.0,11.0,,2.0,4.0,,,,90.0,41.0,7.2,4.0,0.0,0.0,0.00380429,0,,,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,
10389871,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,D,3,3,False,37.0,35.0,1.0,1.0,13.0,14.0,22.0,24.0,1.0,3.0,7.0,,,,90.0,55.0,7.1,7.0,0.0,0.0,0.0309665,0,,tagliafico3,1.0,,4.0,5.0,,,5.0,4.0,2.0,,,,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,
10389871,home,Olympique Lyonnais,Tetê,,,tete,Tetê,F,21,175,3978,M,980327,EUR,950572800,M,11,11,False,18.0,16.0,1.0,,5.0,6.0,11.0,14.0,,,5.0,,,,75.0,33.0,6.3,11.0,0.0389,0.0,0.035487,1,,Tete,2.0,,5.0,3.0,4.0,1.0,2.0,,3.0,,,,,,,,,2.0,1.0,,,,,,,,,,,
10389871,home,Olympique Lyonnais,Corentin Tolisso,,,corentin-tolisso,C. Tolisso,M,8,181,3233,M,343067,EUR,775872000,M,88,88,False,35.0,33.0,3.0,2.0,16.0,16.0,17.0,19.0,,,2.0,,,,45.0,39.0,6.8,3.0,0.0074,0.2932,0.219668,1,,,,,6.0,1.0,1.0,,,,,,1.0,,2.0,1.0,,,,3.0,,1.0,1.0,1.0,,,,,,,,
10389871,home,Olympique Lyonnais,Maxence Caqueret,,,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,54.0,47.0,1.0,1.0,20.0,22.0,27.0,32.0,3.0,3.0,8.0,,,,75.0,76.0,7.1,14.0,0.0,0.0,0.230743,0,,,,,10.0,7.0,3.0,1.0,6.0,4.0,3.0,,2.0,,2.0,,1.0,,,5.0,,,,,,,,,,,,
10389871,home,Olympique Lyonnais,Karl Toko Ekambi,,,karl-toko-ekambi,K. Toko Ekambi,F,9,183,3852,M,842931,EUR,716428800,M,7,7,False,35.0,33.0,,,4.0,4.0,30.0,32.0,1.0,,3.0,,,,87.0,46.0,6.3,6.0,0.187,0.0824,0.135111,3,,karltokoekambi,1.0,1.0,7.0,1.0,2.0,,,,,,1.0,,1.0,,1.0,,,3.0,,1.0,,1.0,2.0,,,,,,,
10389871,home,Olympique Lyonnais,Moussa Dembélé,,,moussa-dembele,M. Dembélé,F,9,183,2654,M,318653,EUR,837129600,F,9,9,False,12.0,8.0,,,4.0,5.0,4.0,8.0,1.0,,,,,,90.0,20.0,6.7,6.0,0.4151,0.0,0.0201053,4,,,1.0,,3.0,,,,,,,,2.0,1.0,,1.0,1.0,,,,2.0,,,,2.0,,,,,,,
10389871,home,Olympique Lyonnais,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176,9530,M,50070,EUR,675388800,F,10,10,False,34.0,25.0,3.0,1.0,7.0,7.0,18.0,30.0,1.0,1.0,5.0,,,,90.0,58.0,7.1,18.0,0.368,0.0697,0.196018,3,,lacazettealex,3.0,,9.0,8.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,,4.0,1.0,1.0,,,3.0,1.0,1.0,,1.0,1.0,True,1.0,,,,,
10389871,home,Olympique Lyonnais,Johann Lepenant,,,johann-lepenant,J. Lepenant,M,8,176,892,M,963299,EUR,1035244800,M,24,24,True,23.0,20.0,2.0,2.0,8.0,9.0,12.0,15.0,,1.0,5.0,,,,45.0,37.0,6.9,7.0,0.0,0.0,0.010163,0,,,1.0,,4.0,5.0,1.0,,5.0,4.0,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,
10389871,home,Olympique Lyonnais,Jeff Reine-Adélaïde,,,jeff-reine-adelaide,J. Reine-Adélaïde,M,11,184,467,M,794269,EUR,884995200,M,22,22,True,15.0,14.0,,,1.0,2.0,13.0,14.0,,,2.0,,,,15.0,17.0,6.6,3.0,0.0,0.0,0.0469222,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389871,home,Olympique Lyonnais,Rayan Cherki,,,cherki-rayan,R. Cherki,M,10,176,76914,M,979128,EUR,1061078400,M,18,18,True,11.0,10.0,,,2.0,2.0,8.0,10.0,,,4.0,,,,15.0,14.0,6.5,3.0,0.0,0.0,0.0467815,0,,rayan_cherki,1.0,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
10389871,home,Olympique Lyonnais,Bradley Barcola,,,barcola-bradley,B. Barcola,F,29,182,37510,M,996952,EUR,1030924800,F,26,26,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,8.0,4.0,6.7,,0.0,0.0,0.00063609,0,,bradley_b,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10389871,home,Olympique Lyonnais,Rémy Riou,,,remy-riou,R. Riou,G,1,189,112,M,13906,EUR,555206400,G,35,35,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389871,home,Olympique Lyonnais,Damien Da Silva,,,damien-da-silva,D. D. Silva,D,3,184,102,M,74083,EUR,579830400,D,21,21,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389871,home,Olympique Lyonnais,Sinaly Diomandé,,,sinaly-diomande,S. Diomandé,D,20,184,714,M,996951,EUR,986774400,D,2,2,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389871,home,Olympique Lyonnais,Henrique,Henrique,,henrique,Henrique,D,3,173,390,M,336851,EUR,767232000,D,12,12,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389871,home,Olympique Lyonnais,Romain Faivre,,,romain-faivre,R. Faivre,M,28,180,1033,M,913942,EUR,900374400,M,15,15,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389871,away,Paris Saint-Germain,Gianluigi Donnarumma,,,gianluigi-donnarumma,G. Donnarumma,G,25,196,69953,M,824509,EUR,919900800,G,99,99,False,22.0,19.0,7.0,4.0,18.0,20.0,1.0,2.0,3.0,,8.0,3.0,3.0,2.0,90.0,35.0,7.7,3.0,0.0,0.0,0.00010787,0,0.4453,donnarumma,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,2.0,2.0,,
