match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalOffside,stat_expectedGoals,captain,stat_lastManTackle,stat_bigChanceCreated,stat_fouls,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_goals,stat_goodHighClaim,player_sofascoreId,stat_errorLeadToAShot,stat_hitWoodwork
12441760,home,Willem II Tilburg,Thomas Didillon,,,thomas-didillon,T. Didillon,G,1,193,124,M,339809,EUR,817516800,G,1,1,False,29.0,23.0,14.0,9.0,0.0,17.0,19.0,6.0,10.0,10.0,3.0,4.0,90.0,36.0,7.0,6.0,0.00391431,0,-0.3892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441760,home,Willem II Tilburg,Tommy St. Jago,,,tommy-st-jago,T. S. Jago,D,33,186,182,M,876232,EUR,946857600,D,33,33,False,52.0,32.0,12.0,3.0,0.0,13.0,24.0,21.0,31.0,5.0,,,90.0,98.0,6.9,31.0,0.101474,0,,3.0,2.0,2.0,6.0,7.0,14.0,1.0,4.0,1.0,1.0,4.0,2.0,6.0,4.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,
12441760,home,Willem II Tilburg,Boris Lambert,,,lambert-boris,B. Lambert,M,35,187,94,M,936240,EUR,955324800,D,6,6,False,50.0,36.0,10.0,3.0,0.0,25.0,31.0,11.0,20.0,7.0,,,90.0,61.0,6.6,15.0,0.00630008,1,,1.0,,3.0,2.0,4.0,4.0,1.0,,,,1.0,,2.0,2.0,,,,1.0,2.0,2.0,0.022,,,,,,,,,,,,,
12441760,home,Willem II Tilburg,Erik Schouten,,,erik-schouten,E. Schouten,D,,183,29,M,116945,EUR,682300800,D,4,4,False,48.0,40.0,9.0,2.0,0.0,31.0,32.0,9.0,16.0,3.0,,,90.0,59.0,6.7,8.0,0.00877633,0,,,,2.0,2.0,4.0,5.0,2.0,,,,5.0,2.0,2.0,2.0,,1.0,1.0,,,,,True,1.0,,,,,,,,,,,
12441760,home,Willem II Tilburg,Rob Nizet,,,rob-nizet,R. Nizet,D,,177,74,M,964758,EUR,1018742400,D,22,22,False,25.0,19.0,2.0,,0.0,9.0,9.0,10.0,18.0,7.0,,,90.0,52.0,6.9,13.0,0.0148165,0,,2.0,,,,3.0,6.0,,,1.0,,2.0,4.0,5.0,2.0,1.0,1.0,1.0,,,,,,,1.0,2.0,,,,,,,,,
12441760,home,Willem II Tilburg,Dennis Kaygın,,,kaygin-dennis,D. Kaygın,M,10,186,105,M,1410129,EUR,1080864000,M,77,77,False,19.0,15.0,3.0,2.0,0.0,7.0,9.0,8.0,10.0,1.0,,,82.0,31.0,6.5,7.0,0.00424197,0,,,,1.0,,3.0,4.0,,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12441760,home,Willem II Tilburg,Ringo Meerveld,,,ringo-meerveld,R. Meerveld,M,10,177,424,M,992018,EUR,1040428800,M,16,16,False,24.0,21.0,2.0,1.0,0.0,8.0,8.0,13.0,16.0,3.0,,,90.0,43.0,7.4,7.0,0.0127551,4,,,,,,1.0,6.0,,1.0,4.0,4.0,,1.0,,,3.0,2.0,,2.0,,,0.1929,,,,,1.0,2.0,0.4597,,,,,,
12441760,home,Willem II Tilburg,Jesse Bosch,,,jesse-bosch,J. Bosch,M,5,176,81,M,989859,EUR,949363200,M,8,8,False,33.0,26.0,3.0,1.0,0.0,13.0,14.0,13.0,20.0,4.0,,,90.0,44.0,7.3,10.0,0.0228432,3,,1.0,,1.0,1.0,8.0,4.0,2.0,1.0,,,1.0,1.0,3.0,3.0,1.0,,1.0,1.0,,,0.0735,,,,4.0,,1.0,0.3141,1.0,1.0,,,,
12441760,home,Willem II Tilburg,Nick Doodeman,,,nick-doodeman,N. Doodeman,M,7,173,115,M,822166,EUR,845942400,F,7,7,False,15.0,9.0,1.0,,0.0,3.0,6.0,7.0,13.0,4.0,,,63.0,31.0,7.1,13.0,0.139199,0,,4.0,1.0,1.0,,4.0,5.0,1.0,1.0,4.0,3.0,,2.0,2.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,
12441760,home,Willem II Tilburg,Kyan Vaesen,,,vaesen-kyan,K. Vaesen,F,17,190,139,M,997827,EUR,987120000,F,9,9,False,12.0,6.0,1.0,,0.0,2.0,6.0,4.0,6.0,1.0,,,62.0,26.0,6.3,12.0,0.00305158,2,,,,6.0,5.0,9.0,7.0,,1.0,1.0,,1.0,,,,4.0,2.0,,1.0,1.0,1.0,0.3772,,,,1.0,1.0,,,1.0,,,,,
