match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalContest,stat_wasFouled,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_keyPass,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,player_sofascoreId,stat_hitWoodwork,stat_totalOffside
13473362,home,Red Bull Bragantino,Cleiton,cleiton,Cleiton,G,1,190,551,M,844576,EUR,871948800,G,1,1,False,True,26.0,16.0,12.0,2.0,0.0,14.0,16.0,2.0,10.0,1.0,1.0,2.0,9.0,3.0,1.0,2.0,2.0,90.0,40.0,7.4,10.0,0.00023207,0,0.3002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473362,home,Red Bull Bragantino,José Andrés Hurtado,andres-hurtado,J. A. Hurtado,D,34,178,537,M,987589,EUR,1009065600,D,34,34,False,,23.0,20.0,3.0,2.0,0.0,7.0,8.0,13.0,15.0,,,1.0,3.0,,,,,77.0,36.0,6.6,7.0,0.0185464,0,,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13473362,home,Red Bull Bragantino,Pedro Henrique,pedro-henrique,P. Henrique,D,14,188,417,M,551774,EUR,812592000,D,14,14,False,,26.0,21.0,4.0,2.0,0.0,15.0,18.0,6.0,8.0,1.0,3.0,10.0,3.0,,,,,90.0,41.0,7.2,5.0,0.00178384,0,,,3.0,5.0,,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
13473362,home,Red Bull Bragantino,Guzmán Rodríguez,guzman-rodriguez,G. Rodríguez,D,2,185,481,M,997239,EUR,949968000,D,2,2,False,,40.0,32.0,8.0,3.0,0.0,26.0,29.0,6.0,11.0,,2.0,8.0,4.0,,,,,90.0,52.0,6.8,10.0,0.00385159,0,,,,3.0,,,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
13473362,home,Red Bull Bragantino,Juninho Capixaba,juninho-capixaba,J. Capixaba,D,29,176,909,M,870556,EUR,868147200,D,29,29,False,,46.0,35.0,8.0,4.0,0.0,12.0,16.0,23.0,30.0,3.0,10.0,6.0,2.0,,,,,90.0,76.0,7.6,17.0,0.0227343,1,,,,6.0,,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.06,1.0,,,,,,,,,,,,,,,
13473362,home,Red Bull Bragantino,Eric Ramires,eric-ramires,E. Ramires,M,7,172,386,M,950545,EUR,965865600,M,7,7,False,,21.0,18.0,1.0,1.0,0.0,6.0,7.0,12.0,14.0,,,,2.0,,,,,68.0,30.0,6.5,8.0,0.0147848,2,,2.0,1.0,3.0,,2.0,1.0,,2.0,,,1.0,,,,,0.2055,,2.0,,,,,,,,,,,,,,
13473362,home,Red Bull Bragantino,Gabriel Girotto,gabriel-girotto,Gabriel,M,6,171,540,M,242052,EUR,710726400,M,6,6,False,,27.0,24.0,1.0,1.0,0.0,12.0,13.0,12.0,14.0,,4.0,2.0,4.0,,,,,90.0,40.0,7.0,6.0,0.0212431,0,,,1.0,5.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
13473362,home,Red Bull Bragantino,Lucas Barbosa,lucas-barbosa,L. Barbosa,M,21,193,762,M,1067641,EUR,982800000,M,21,21,False,,18.0,9.0,4.0,,0.0,3.0,4.0,6.0,14.0,,1.0,,3.0,,,,,59.0,27.0,6.3,15.0,0.00565056,0,,,3.0,7.0,,6.0,5.0,,,1.0,1.0,,,,,,,,,Lucas Barbosa,,,,,,,,,,,,,
13473362,home,Red Bull Bragantino,Jhon Jhon,jhon-jhon,Jhon Jhon,M,10,178,2841,M,1167069,EUR,1031529600,M,10,10,False,,26.0,23.0,3.0,3.0,1.0,7.0,8.0,16.0,18.0,1.0,5.0,,1.0,,,,,77.0,38.0,7.6,9.0,1.10818,0,,2.0,,3.0,1.0,3.0,1.0,,,1.0,1.0,2.0,2.0,1.0,,,,3.0,,Jhon Jhon,,1.0,2.0,,,,,,,,,,
13473362,home,Red Bull Bragantino,Henry Mosquera,henry-mosquera,H. Mosquera,F,30,175,705,M,1170680,EUR,1005782400,M,30,30,False,,21.0,20.0,1.0,,0.0,5.0,6.0,15.0,15.0,1.0,5.0,,8.0,,,,,90.0,38.0,6.9,9.0,0.0801173,3,,,2.0,5.0,2.0,6.0,1.0,,,4.0,3.0,,,,,,0.5696,1.0,2.0,Henry Mosquera,,,,1.0,1.0,,,,,,,,
