match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork,stat_goodHighClaim,stat_punches,stat_errorLeadToAShot,stat_bigChanceMissed,stat_totalOffside
14053679,home,Heracles Almelo,Fabian de Keijzer,fabian-de-keijzer,F. d. Keijzer,G,1,193,108,M,856743,EUR,957916800,G,1,1,False,38.0,22.0,21.0,6.0,0.0,16.0,21.0,6.0,17.0,3.0,6.0,3.0,6.0,1.0,1.0,90.0,48.0,6.8,16.0,0.0078697,0.326,0,0.0929,0.03,-0.02,-0.18,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053679,home,Heracles Almelo,Mimeirhel Benita,mimeirhel-benita,M. Benita,D,2,176,217,M,1130308,EUR,1069027200,D,2,2,False,33.0,27.0,2.0,,0.0,11.0,14.0,16.0,19.0,,8.0,,,,,90.0,55.0,6.8,13.0,0.0239584,,0,,0.06,0.15,0.16,,Mimeirhel Benita,,4.0,1.0,1.0,8.0,7.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
14053679,home,Heracles Almelo,Damon Mirani,damon-mirani,D. Mirani,D,4,182,55,M,318575,EUR,831945600,D,4,4,False,57.0,50.0,8.0,4.0,0.0,31.0,32.0,19.0,25.0,8.0,4.0,,,,,90.0,71.0,7.8,7.0,0.0145224,,1,,0.21,0.1,0.15,,,,,,3.0,,3.0,,,,2.0,1.0,,,,,,,True,1.0,1.0,0.045,0.2143,0.51,,,,,,,,,,,
14053679,home,Heracles Almelo,Ivan Mesík,ivan-mesik,I. Mesík,D,24,187,164,M,918484,EUR,991353600,D,24,24,False,62.0,58.0,4.0,1.0,0.0,47.0,48.0,11.0,14.0,5.0,5.0,,,,,90.0,74.0,6.4,5.0,0.00762662,,2,,0.09,0.08,-0.05,,,,,1.0,1.0,3.0,1.0,,,,1.0,1.0,,,,,1.0,1.0,,,,0.0405,,-0.18,1.0,1.0,1.0,,,,,,,,
14053679,home,Heracles Almelo,Djevencio van der Kust,djevencio-van-der-kust,D. v. d. Kust,D,5,178,176,M,974530,EUR,988588800,D,5,5,False,23.0,20.0,2.0,1.0,0.0,12.0,14.0,8.0,9.0,5.0,4.0,,,,,84.0,45.0,6.2,7.0,0.0384751,,1,,0.18,-0.51,-0.28,,,,1.0,1.0,,4.0,3.0,1.0,,,,,3.0,1.0,2.0,,1.0,,,,,0.017,,-0.04,1.0,1.0,,1.0,,,,,,,
14053679,home,Heracles Almelo,Sem Scheperman,scheperman-sem,S. Scheperman,M,32,188,83,M,1189738,EUR,1024790400,M,32,32,False,44.0,39.0,,,0.0,17.0,21.0,22.0,23.0,,2.0,,,,,90.0,58.0,7.3,6.0,0.0358583,,0,,0.09,0.06,-0.07,,,,,1.0,2.0,4.0,11.0,2.0,1.0,1.0,2.0,1.0,5.0,4.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
14053679,home,Heracles Almelo,Thomas Bruns,thomas-bruns,T. Bruns,M,10,177,38,M,146401,EUR,694742400,M,10,10,False,16.0,13.0,3.0,2.0,0.0,4.0,4.0,9.0,12.0,,2.0,,,,,70.0,37.0,6.9,8.0,0.179645,,4,,0.35,0.3,-0.05,,,,3.0,1.0,2.0,4.0,7.0,1.0,,,,,4.0,1.0,2.0,1.0,1.0,2.0,,2.0,,0.1942,0.6076,-0.54,1.0,1.0,1.0,1.0,,,,,,,
14053679,home,Heracles Almelo,Ajdin Hrustić,ajdin-hrustic,A. Hrustić,M,70,183,347,M,788284,EUR,836524800,M,70,70,False,46.0,44.0,4.0,3.0,0.0,24.0,24.0,20.0,22.0,1.0,1.0,,,,,83.0,63.0,6.8,10.0,0.0377295,,2,,0.23,-0.2,-0.26,,,,7.0,,,5.0,4.0,2.0,,,,,3.0,1.0,,1.0,2.0,,,1.0,,0.093,0.1445,0.14,1.0,1.0,,,,,,,,,
14053679,home,Heracles Almelo,Bryan Limbombe,bryan-limbombe,B. Limbombe,M,7,172,160,M,996988,EUR,989798400,F,7,7,False,26.0,23.0,,,1.0,6.0,6.0,17.0,20.0,,2.0,,,,,83.0,51.0,6.6,16.0,0.313121,,3,,0.41,0.04,-0.07,,,,5.0,1.0,,9.0,2.0,2.0,3.0,1.0,,,,,5.0,1.0,1.0,3.0,,2.0,,0.138,0.0939,-0.02,3.0,1.0,,2.0,1.0,,,,,,
14053679,home,Heracles Almelo,Jizz Hornkamp,jizz-hornkamp,J. Hornkamp,F,19,180,680,M,914392,EUR,889228800,F,9,9,False,20.0,14.0,2.0,2.0,0.0,2.0,2.0,12.0,18.0,,1.0,,,,,90.0,30.0,7.0,7.0,0.0200749,,3,,-0.08,0.13,-0.01,,,,,3.0,5.0,4.0,7.0,,2.0,2.0,,,,,,,,2.0,,,,0.1677,,-0.56,1.0,2.0,1.0,,,,,,,,
14053679,home,Heracles Almelo,Yvandro Borges Sanches,yvandro-borges-sanches,Y. B. Sanches,M,21,175,445,M,1123613,EUR,1085356800,F,21,21,False,13.0,10.0,3.0,2.0,0.0,4.0,4.0,6.0,9.0,1.0,4.0,,,,,70.0,34.0,6.9,11.0,0.00184841,,1,,0.07,0.24,0.15,,Yvandro Borges Sanches,,2.0,,,5.0,6.0,1.0,6.0,4.0,,,1.0,1.0,2.0,1.0,,,,,,0.0246,,-0.09,2.0,1.0,,,,1.0,,,,,
14053679,home,Heracles Almelo,Mario Engels,mario-engels,M. Engels,M,8,183,75,M,132674,EUR,751248000,M,8,8,True,1.0,1.0,,,0.0,,,1.0,1.0,,1.0,,,,,20.0,3.0,6.5,1.0,0.00109337,,0,,-0.03,0.1,-0.05,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053679,home,Heracles Almelo,Tristan van Gilst,tristan-van-gilst,T. v. Gilst,M,17,178,89,M,1213453,EUR,1045526400,F,17,17,True,8.0,6.0,,,0.0,4.0,4.0,2.0,4.0,,1.0,,,,,20.0,12.0,6.4,4.0,0.00667824,,0,,-0.06,0.03,-0.01,,Tristan van Gilst,,,1.0,,3.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
