match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_outfielderBlock,stat_dispossessed,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_keyPass,stat_wonContest,stat_blockedScoringAttempt,player_sofascoreId,stat_punches,stat_goalAssist,stat_goals
11396415,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,27.0,18.0,12.0,3.0,15.0,18.0,3.0,9.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,90.0,39.0,6.5,11.0,0.00406648,0,-0.2992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396415,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,41.0,37.0,11.0,8.0,18.0,18.0,19.0,24.0,2.0,4.0,,,,,,90.0,59.0,7.4,6.0,0.0599495,1,,,,1.0,1.0,4.0,2.0,9.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,0.0285,,,,,,,,,,,,,,,,,,
11396415,home,1. FC Union Berlin,Robin Knoche,robin-knoche,R. Knoche,D,31,190,148,M,130433,EUR,706492800,D,31,31,False,49.0,43.0,5.0,2.0,28.0,28.0,15.0,21.0,,9.0,,,,,,81.0,59.0,7.0,6.0,0.00845899,0,,,,,,2.0,1.0,6.0,,,3.0,3.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
11396415,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,64.0,55.0,11.0,5.0,33.0,36.0,22.0,28.0,,8.0,,,,,,90.0,81.0,6.7,13.0,0.0250885,1,,,,,,5.0,5.0,7.0,,2.0,2.0,2.0,,,1.0,0.1061,2.0,,1.0,1.0,1.0,1.0,0.124,,,,,,,,,,,
11396415,home,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,M,28,28,False,38.0,26.0,5.0,3.0,14.0,19.0,15.0,36.0,2.0,7.0,,,,,,90.0,67.0,6.9,26.0,0.165552,0,,,,17.0,,4.0,1.0,4.0,,,,,,,,,1.0,,,,,,,True,3.0,1.0,1.0,2.0,,,,,,
11396415,home,1. FC Union Berlin,Lucas Tousart,tousart-lucas,L. Tousart,M,24,185,445,M,787889,EUR,862272000,M,29,29,False,14.0,7.0,2.0,,4.0,7.0,3.0,7.0,1.0,2.0,,,,,,45.0,21.0,6.5,8.0,0.00430668,1,,,,,,2.0,3.0,4.0,1.0,,1.0,1.0,1.0,1.0,2.0,0.0168,1.0,,,,,,,,,,,,,,,,,
11396415,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,26.0,15.0,1.0,1.0,10.0,14.0,5.0,12.0,1.0,3.0,,,,,,63.0,33.0,6.4,13.0,0.00594779,0,,,,,,2.0,2.0,3.0,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,
11396415,home,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,False,26.0,19.0,2.0,,11.0,13.0,8.0,13.0,,5.0,,,,,,45.0,34.0,6.3,9.0,0.00639056,0,,,,,1.0,1.0,4.0,3.0,,,,,1.0,2.0,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,
11396415,home,1. FC Union Berlin,Robin Gosens,robin-gosens,R. Gosens,D,21,183,3171,M,377118,EUR,773366400,M,6,6,False,43.0,31.0,4.0,1.0,14.0,15.0,19.0,32.0,4.0,12.0,,,,,,90.0,78.0,7.3,18.0,0.118298,1,,,,4.0,,,4.0,11.0,,,8.0,3.0,1.0,2.0,1.0,0.1116,2.0,1.0,,2.0,,,,,2.0,,1.0,1.0,1.0,1.0,,,,
11396415,home,1. FC Union Berlin,Kevin Volland,kevin-volland,K. Volland,F,31,179,1031,M,117373,EUR,712454400,F,10,10,False,5.0,2.0,,,1.0,1.0,1.0,4.0,,3.0,,,,,,45.0,9.0,6.4,5.0,0.00034138,0,,Kevin,Volland,,2.0,,3.0,2.0,,,1.0,1.0,2.0,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,
11396415,home,1. FC Union Berlin,Kevin Behrens,kevin-behrens,K. Behrens,F,91,184,493,M,164171,EUR,665539200,F,17,17,False,21.0,15.0,,,6.0,6.0,9.0,15.0,,4.0,,,,,,90.0,37.0,6.7,14.0,0.0289734,0,,,,,9.0,6.0,13.0,11.0,,,3.0,2.0,5.0,2.0,3.0,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,
11396415,home,1. FC Union Berlin,Alex Král,alex-kral,A. Král,M,33,185,619,M,825740,EUR,895536000,M,33,33,True,18.0,15.0,,,7.0,7.0,8.0,12.0,1.0,1.0,,,,,,45.0,26.0,6.6,5.0,0.0161094,1,,,,1.0,1.0,,2.0,2.0,1.0,,2.0,,,,,0.0359,1.0,1.0,,,,,,,,,,,,,,,,
11396415,home,1. FC Union Berlin,Sheraldo Becker,sheraldo-becker,S. Becker,F,23,180,1505,M,352544,EUR,792288000,F,27,27,True,11.0,9.0,1.0,,5.0,5.0,6.0,11.0,,2.0,,,,,,45.0,22.0,6.8,7.0,0.127729,1,,,,5.0,,,1.0,1.0,,,1.0,1.0,1.0,,,0.0135,,,1.0,,,,,,2.0,1.0,,1.0,,1.0,,,,
