match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_shotOffTarget,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalOffside,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_hitWoodwork,stat_bigChanceMissed,stat_outfielderBlock,stat_goals
13472736,home,Sport Recife,Gabriel Vasconcelos,gabriel-vasconcelos,G. Vasconcelos,G,1,193.0,501,M,147467,EUR,717552000,G,1,1,False,True,25.0,19.0,9.0,3.0,0.0,17.0,20.0,2.0,5.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,90.0,36.0,6.8,6.0,0.00426539,0,-0.0106,,,,,,,,,,,,,,,,,,,,,,,,,,
13472736,home,Sport Recife,Matheus Alexandre,matheus-alexandre,M. Alexandre,D,33,188.0,291,M,953736,EUR,923443200,D,33,33,False,,42.0,36.0,3.0,1.0,0.0,25.0,28.0,11.0,14.0,1.0,6.0,,2.0,5.0,1.0,,,,,,90.0,61.0,6.9,9.0,0.0763813,1,,,,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0451,,,,,,,,,,,,,,
13472736,home,Sport Recife,Lucas Kal,lucas-kal,Lucas Kal,M,21,186.0,179,M,840118,EUR,826934400,D,21,21,False,,66.0,58.0,7.0,4.0,0.0,44.0,49.0,14.0,17.0,3.0,2.0,,5.0,2.0,,,,,,,90.0,78.0,6.8,9.0,0.010251,0,,,,,,1.0,,3.0,1.0,1.0,,2.0,,1.0,,,,,,,,,,,,,
13472736,home,Sport Recife,Ramon Menezes,ramon,R. Menezes,D,40,186.0,242,M,839516,EUR,799459200,D,40,40,False,,71.0,66.0,6.0,4.0,0.0,53.0,55.0,13.0,16.0,,6.0,,4.0,2.0,1.0,,,,,,90.0,83.0,7.1,5.0,0.00775065,2,,,,,,6.0,1.0,4.0,,,,,0.125,,1.0,,,,,,,,,,,,
13472736,home,Sport Recife,Igor Cariús,igor-carius,I. Cariús,D,16,183.0,303,M,874195,EUR,736214400,D,16,16,False,,19.0,16.0,3.0,1.0,0.0,13.0,15.0,3.0,4.0,2.0,5.0,,1.0,2.0,1.0,,,,,,45.0,26.0,6.5,4.0,0.00541969,0,,,,,,3.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
13472736,home,Sport Recife,Matheusinho,matheusinho,Matheusinho,M,98,164.0,482,M,822523,EUR,887155200,M,45,45,False,,12.0,7.0,1.0,,0.0,3.0,4.0,4.0,8.0,4.0,5.0,,1.0,3.0,2.0,,,,,,45.0,25.0,6.5,10.0,0.0147229,0,,,,1.0,1.0,,,,2.0,1.0,3.0,2.0,,1.0,,1.0,2.0,1.0,1.0,,,,,,,,
13472736,home,Sport Recife,Sérgio Oliveira,sergio-oliveira,S. Oliveira,M,27,181.0,1610,M,991493,EUR,707443200,M,27,27,False,,34.0,28.0,5.0,3.0,0.0,15.0,15.0,13.0,19.0,4.0,9.0,1.0,,6.0,3.0,,,,,,68.0,54.0,7.5,8.0,0.0966978,3,,,,2.0,1.0,1.0,2.0,,4.0,4.0,,2.0,0.2087,1.0,,,1.0,1.0,,1.0,1.0,0.874,1.0,,,,
13472736,home,Sport Recife,Christian Rivera,christian-rivera,C. Rivera,M,16,184.0,617,M,832662,EUR,821577600,M,14,14,False,,46.0,42.0,4.0,3.0,0.0,27.0,29.0,15.0,17.0,6.0,2.0,,,4.0,,,,,,,80.0,54.0,6.1,8.0,0.0448788,0,,,,,,,,,2.0,1.0,1.0,4.0,,,,2.0,,,,,,,1.0,,,,
13472736,home,Sport Recife,Chrystian Barletta,chrystian-barletta,C. Barletta,M,30,178.0,1164,M,1035765,EUR,994291200,M,30,30,False,,12.0,6.0,,,0.0,4.0,6.0,2.0,6.0,4.0,5.0,,,1.0,1.0,,,,,,45.0,26.0,6.8,11.0,0.001007,1,,,,2.0,,1.0,,1.0,1.0,,2.0,2.0,0.0367,1.0,,,4.0,3.0,,,1.0,0.0499,,,,,
13472736,home,Sport Recife,Lucas Lima,lucas-lima,L. Lima,M,10,176.0,1742,M,244589,EUR,647481600,F,10,10,False,,40.0,33.0,1.0,,0.0,11.0,13.0,22.0,27.0,2.0,6.0,,2.0,3.0,1.0,,,,,,90.0,57.0,7.4,12.0,0.302539,1,,,,5.0,2.0,,,,4.0,1.0,,,0.0355,,1.0,1.0,2.0,1.0,1.0,,,,3.0,1.0,,,
13472736,home,Sport Recife,Derik Lacerda,derik-lacerda,D. Lacerda,F,18,190.0,839,M,994190,EUR,938390400,F,18,18,False,,10.0,8.0,1.0,1.0,0.0,3.0,3.0,5.0,7.0,5.0,10.0,,1.0,2.0,4.0,,,,,,90.0,24.0,7.1,5.0,0.0241585,2,,,,,,2.0,1.0,,1.0,,,1.0,0.0726,1.0,1.0,3.0,3.0,3.0,1.0,,,,1.0,,,,
13472736,home,Sport Recife,Luan Cândido,luan-candido,L. Cândido,D,36,187.0,716,M,905459,EUR,981072000,D,36,36,True,,12.0,8.0,1.0,1.0,0.0,4.0,4.0,4.0,8.0,4.0,3.0,,,2.0,1.0,,,,,,45.0,24.0,6.7,7.0,0.00247935,1,,,,,,1.0,,1.0,1.0,,,2.0,0.113,,1.0,2.0,,,,,,,,,,,
13472736,home,Sport Recife,Romarinho,romarinho,Romarinho,M,11,168.0,592,M,870578,EUR,762480000,F,11,11,True,,17.0,15.0,,,0.0,5.0,5.0,10.0,12.0,2.0,3.0,,1.0,2.0,1.0,,,,,,45.0,22.0,6.8,3.0,0.0214517,0,,,,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,,
