match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,stat_wasFouled,stat_goalAssist,stat_blockedScoringAttempt,stat_shotOffTarget,stat_hitWoodwork,stat_totalOffside,stat_bigChanceMissed
11369836,home,RWDM Brussels,Theo Defourny,,,theo-defourny,T. Defourny,G,33,194.0,37,M,156736,EUR,704160000,G,33,33,False,True,40.0,23.0,30.0,13.0,11.0,11.0,12.0,29.0,1.0,7.0,1.0,3.0,3.0,1.0,90.0,47.0,7.0,17.0,0.0,0.0,0.016273,0,0.3276,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369836,home,RWDM Brussels,William Klaus,,,william-klaus,W. Klaus,D,4,187.0,154,M,866721,EUR,758246400,D,4,4,False,,55.0,34.0,10.0,3.0,28.0,42.0,6.0,13.0,10.0,10.0,,,,,90.0,67.0,6.9,21.0,0.0,0.0,0.00095029,0,,2.0,10.0,4.0,10.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11369836,home,RWDM Brussels,Florian Le Joncour,,,florian-le-joncour,F. L. Joncour,D,3,192.0,51,M,787816,EUR,791769600,D,3,3,False,,45.0,25.0,12.0,2.0,20.0,33.0,5.0,12.0,8.0,5.0,,,,,90.0,66.0,7.0,22.0,0.0,0.0,0.00137268,0,,3.0,8.0,4.0,9.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11369836,home,RWDM Brussels,Luis Segovia,,,luis-segovia,Luis Segovia,D,4,182.0,357,M,827141,EUR,877824000,D,2,2,False,,37.0,26.0,12.0,7.0,24.0,30.0,2.0,7.0,6.0,10.0,,,,,90.0,51.0,7.8,11.0,0.3466,0.6897,0.00119808,2,,3.0,3.0,4.0,6.0,,,1.0,,,,1.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,
11369836,home,RWDM Brussels,Junior Marsoni Sambu Mansoni​,,,junior-marsoni-sambu-mansoni,J. M. S. Mansoni,D,70,185.0,79,M,874855,EUR,833760000,M,21,21,False,,37.0,18.0,4.0,1.0,13.0,24.0,6.0,16.0,5.0,12.0,,,,,90.0,72.0,7.2,28.0,0.0,0.0,0.447126,0,,1.0,3.0,6.0,9.0,1.0,,1.0,4.0,3.0,1.0,1.0,,,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,,,,
11369836,home,RWDM Brussels,Pierre Dwomoh,,,pierre-dwomoh,P. Dwomoh,M,14,185.0,434,M,996993,EUR,1087776000,M,6,6,False,,41.0,28.0,6.0,1.0,18.0,21.0,10.0,20.0,,13.0,,,,,89.0,53.0,7.0,15.0,0.0,0.0,0.00581867,0,,2.0,1.0,6.0,7.0,1.0,,2.0,2.0,2.0,2.0,3.0,,,3.0,3.0,,,,,1.0,1.0,,,,,,
11369836,home,RWDM Brussels,Shuto Abe,,,abe-shuto,S. Abe,M,13,171.0,137,M,986780,EUR,881280000,M,8,8,False,,27.0,19.0,2.0,1.0,9.0,13.0,10.0,15.0,,10.0,,,,,89.0,35.0,6.3,12.0,0.0,0.0,0.0102651,0,,,1.0,7.0,4.0,3.0,,,1.0,1.0,1.0,3.0,,,2.0,,1.0,,1.0,,,,,,,,,
11369836,home,RWDM Brussels,Abner,,,abner,Abner,D,30,177.0,87,M,330061,EUR,833414400,M,26,26,False,,28.0,19.0,8.0,4.0,8.0,10.0,11.0,19.0,1.0,9.0,,,,,90.0,52.0,6.8,16.0,0.0,0.0,0.0597557,0,,4.0,1.0,7.0,5.0,,,2.0,2.0,1.0,3.0,1.0,,,1.0,1.0,1.0,,1.0,,,2.0,,,,,,
11369836,home,RWDM Brussels,Xavier Mercier,,,xavier-mercier,X. Mercier,F,,171.0,74,M,102806,EUR,617328000,F,30,30,False,,29.0,19.0,4.0,1.0,7.0,10.0,17.0,26.0,,4.0,,,,,81.0,45.0,7.5,18.0,0.0438,0.0,0.182077,1,,1.0,,4.0,2.0,,,,2.0,1.0,4.0,2.0,,,,,7.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,,,,
11369836,home,RWDM Brussels,Mickaël Biron,,,mickael-biron,M. Biron,F,7,170.0,132,M,986817,EUR,872553600,F,7,7,False,,21.0,15.0,1.0,1.0,6.0,7.0,9.0,14.0,1.0,6.0,,,,,90.0,43.0,7.1,14.0,0.287,0.6006,0.0216491,3,,1.0,,5.0,8.0,,,,4.0,2.0,3.0,1.0,1.0,,2.0,2.0,,,1.0,,,4.0,,,2.0,1.0,1.0,
