match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_possessionLostCtrl,stat_keyPass,player_firstName,player_lastName,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,stat_challengeLost,stat_errorLeadToAGoal,stat_goodHighClaim
12530773,home,Eyüpspor,Muhammed Birkan Tetik,muhammed-birkan-tetik,M. B. Tetik,G,1,190.0,18,M,788087,EUR,814060800,G,71,71,False,12.0,12.0,1.0,1.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,90.0,19.0,7.2,0.00013557,0,0.3408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530773,home,Eyüpspor,Tayfur Bingöl,tayfur-bingol,T. Bingöl,M,75,180.0,459,M,255957,EUR,726710400,D,75,75,False,39.0,33.0,2.0,,0.0,15.0,17.0,18.0,24.0,2.0,4.0,7.0,,,,74.0,54.0,7.1,0.0424741,0,,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,10.0,2.0,,,,,,,,,,,,,,,,,,,
12530773,home,Eyüpspor,Robin Yalçın,robin-yalcin,R. Yalçın,D,2,183.0,91,M,138154,EUR,759456000,D,6,6,False,54.0,50.0,1.0,1.0,0.0,13.0,14.0,37.0,40.0,1.0,2.0,2.0,,,,90.0,59.0,7.4,0.130443,0,,,,1.0,,,,2.0,1.0,,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
12530773,home,Eyüpspor,Rúben Vezo,ruben-vezo,R. Vezo,D,21,183.0,435,M,233180,EUR,767232000,D,14,14,False,55.0,51.0,3.0,1.0,0.0,22.0,23.0,29.0,32.0,9.0,10.0,1.0,,,,90.0,71.0,7.5,0.0175842,0,,,3.0,5.0,,,,8.0,1.0,1.0,1.0,3.0,5.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,
12530773,home,Eyüpspor,Caner Erkin,caner-erkin,C. Erkin,D,88,181.0,260,M,15680,EUR,591926400,D,88,88,False,63.0,48.0,10.0,5.0,0.0,10.0,12.0,40.0,67.0,2.0,3.0,2.0,,,,90.0,100.0,7.7,0.217317,2,,16.0,1.0,3.0,,2.0,1.0,5.0,,,,1.0,30.0,,,,,1.0,,True,2.0,2.0,1.0,0.0681,0.1283,,,,,,,,
12530773,home,Eyüpspor,Melih Kabasakal,kabasakal-melih,M. Kabasakal,M,6,178.0,97,M,828872,EUR,824601600,M,57,57,False,65.0,63.0,2.0,2.0,0.0,17.0,19.0,47.0,49.0,,4.0,6.0,,,,90.0,90.0,7.5,0.0612245,0,,3.0,1.0,6.0,,2.0,1.0,4.0,3.0,2.0,2.0,4.0,7.0,,,,1.0,4.0,,,1.0,,,,,,,,,,,,
12530773,home,Eyüpspor,Emre Akbaba,emre-akbaba,E. Akbaba,M,8,180.0,414,M,343527,EUR,718156800,M,8,8,False,41.0,39.0,1.0,,0.0,8.0,8.0,32.0,37.0,1.0,5.0,3.0,1.0,,,90.0,62.0,7.5,0.0715682,2,,4.0,,1.0,1.0,,,2.0,3.0,1.0,2.0,,9.0,2.0,,,,1.0,,,1.0,1.0,1.0,0.1154,0.0584,1.0,,,,,,,
12530773,home,Eyüpspor,Halil Akbunar,halil-akbunar,H. Akbunar,M,77,170.0,140,M,217782,EUR,752803200,M,7,7,False,13.0,12.0,,,0.0,5.0,5.0,7.0,8.0,,3.0,2.0,1.0,,,45.0,27.0,7.0,0.0132616,1,,,2.0,6.0,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,5.0,,,,,1.0,,,,1.0,,0.0208,0.5258,,,,,,,,
12530773,home,Eyüpspor,Emre Mor,emre-mor,E. Mor,M,99,169.0,2594,M,826258,EUR,869702400,M,66,66,False,40.0,37.0,1.0,1.0,1.0,2.0,2.0,36.0,41.0,,5.0,5.0,,,,89.0,61.0,8.8,1.19132,4,,3.0,,4.0,1.0,8.0,5.0,,,,2.0,,11.0,4.0,,,,,,,1.0,4.0,,0.142,0.5262,,3.0,,,,,,
12530773,home,Eyüpspor,Prince Ampem,prince-ampem,P. Ampem,M,40,171.0,278,M,923888,EUR,892425600,M,40,40,False,25.0,21.0,,,0.0,2.0,2.0,20.0,27.0,,7.0,5.0,3.0,,,89.0,43.0,7.3,0.0877631,0,,4.0,2.0,5.0,1.0,5.0,4.0,1.0,,,2.0,1.0,11.0,2.0,,,,,,,1.0,,,,,,,,,,,,
