match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_keyPass,stat_totalTackle,stat_totalOffside,stat_outfielderBlock,stat_wonTackle,stat_totalContest,stat_wonContest,stat_ownGoals,stat_unsuccessfulTouch,stat_wasFouled,stat_dispossessed,stat_goalAssist,stat_blockedScoringAttempt,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_errorLeadToAShot,player_sofascoreId
11067372,home,América Mineiro,Matheus Cavichioli,,,matheus-cavichioli,M. Cavichioli,G,1,195,104,M,243097,EUR,522806400,G,1,1,False,23.0,19.0,11.0,7.0,16.0,16.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,89.0,41.0,6.8,4.0,0.0,0.0,0.00058648,0,0.5004,,,,,,,,,,,,,,,,,,,,,,,,,,
11067372,home,América Mineiro,Marcinho,,,marcinho,Marcinho,D,6,178,148,M,840148,EUR,832204800,D,25,25,False,28.0,21.0,3.0,1.0,7.0,8.0,15.0,24.0,3.0,6.0,3.0,2.0,4.0,2.0,3.0,,,,,,,62.0,44.0,6.9,10.0,0.0243,0.0,0.338662,1,,4.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11067372,home,América Mineiro,Iago Maidana,,,iago-maidana,I. Maidana,D,36,194,211,M,599686,EUR,823564800,D,3,3,False,32.0,27.0,2.0,,13.0,15.0,15.0,18.0,4.0,3.0,5.0,1.0,7.0,5.0,2.0,,,,,,,90.0,45.0,6.5,7.0,0.0,0.0,0.0370786,0,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11067372,home,América Mineiro,Danilo Avelar,,,danilo-avelar,Danilo Avelar,D,,184,107,M,121221,EUR,613353600,D,22,22,False,30.0,23.0,5.0,3.0,14.0,16.0,9.0,14.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,,,,,,,90.0,41.0,6.7,8.0,0.0704,0.0,0.00347758,1,,,,1.0,,1.0,3.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
11067372,home,América Mineiro,Marlon Lopes,,,marlon-lopes,Marlon,D,6,177,100,M,870933,EUR,761097600,D,6,6,False,40.0,30.0,5.0,2.0,15.0,19.0,15.0,21.0,3.0,2.0,5.0,1.0,3.0,9.0,1.0,,,,,,,90.0,63.0,6.4,12.0,0.0,0.0,0.0632424,0,,,,,,,2.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
11067372,home,América Mineiro,Alê,,,ale,Alê,M,16,184,96,M,869564,EUR,644630400,M,16,16,False,59.0,54.0,2.0,1.0,23.0,25.0,31.0,34.0,1.0,7.0,2.0,1.0,1.0,9.0,4.0,,,,,,,90.0,69.0,6.2,9.0,0.0,0.0,0.0255457,0,,,,,,,1.0,,,,,,1.0,,,2.0,1.0,1.0,,,,,,,,,
11067372,home,América Mineiro,Everaldo,,,everaldo,Everaldo,M,,172,208,M,923951,EUR,770083200,M,37,37,False,23.0,20.0,1.0,1.0,8.0,9.0,13.0,16.0,,10.0,2.0,4.0,,2.0,1.0,,,,,,,72.0,36.0,6.5,9.0,0.0542,0.0,0.327477,1,,2.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,3.0,,,2.0,1.0,,1.0,1.0,,,,,,,
11067372,home,América Mineiro,Juninho,,,juninho,Juninho,M,28,173,218,M,330691,EUR,561945600,M,8,8,False,34.0,27.0,2.0,,9.0,14.0,19.0,22.0,,10.0,6.0,2.0,1.0,11.0,1.0,,,,,,,90.0,50.0,6.6,13.0,0.0,0.0,0.340422,0,,2.0,1.0,5.0,,,,2.0,1.0,,,1.0,3.0,1.0,,1.0,4.0,,,,True,,,,,,
11067372,home,América Mineiro,Martín Benítez,,,martin-benitez,M. Benítez,M,7,173,425,M,155715,EUR,771811200,M,10,10,False,41.0,28.0,7.0,3.0,5.0,5.0,25.0,40.0,1.0,11.0,12.0,,,4.0,3.0,,,,,,,82.0,73.0,7.2,23.0,0.1253,0.1498,0.144831,3,,4.0,2.0,,,2.0,1.0,3.0,,1.0,,,15.0,9.0,,,2.0,2.0,,,,1.0,1.0,1.0,,,
11067372,home,América Mineiro,Felipe Azevedo,,,felipe-azevedo,Felipe Azevedo,M,11,175,88,M,166471,EUR,537235200,M,11,11,False,19.0,15.0,,,3.0,4.0,12.0,15.0,,3.0,4.0,,,5.0,,,,,,,,62.0,27.0,6.9,5.0,0.0421,0.0428,0.0609415,1,,,,2.0,,,,1.0,,1.0,,,4.0,3.0,,,1.0,,,,,,1.0,,,,
