match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,captain,stat_wonContest,stat_fouls,stat_totalOffside,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_totalCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_dispossessed,player_sofascoreId,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_penaltyFaced,stat_penaltyConceded,stat_bigChanceMissed,stat_bigChanceCreated
12624436,home,Damac FC,Florin Niță,florin-nita,F. Niță,G,185.0,1579,M,83551,EUR,552268800,G,1,1,False,31.0,17.0,22.0,8.0,0.0,12.0,15.0,5.0,16.0,1.0,10.0,2.0,4.0,1.0,1.0,90.0,43.0,7.5,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624436,home,Damac FC,Mohammed Alkhaibari,mohammed-alkhaibari,M. Alkhaibari,D,184.0,21,M,1048753,EUR,1019088000,D,87,87,False,35.0,28.0,9.0,3.0,0.0,25.0,26.0,3.0,9.0,5.0,2.0,,,,,90.0,51.0,7.2,8.0,0,Mohammed Alkhaibari,,23,2.0,2.0,3.0,7.0,1.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
12624436,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,185.0,1163,M,906407,EUR,702172800,D,3,3,False,63.0,53.0,13.0,6.0,0.0,42.0,46.0,11.0,17.0,18.0,4.0,,,,,90.0,86.0,7.8,10.0,0,,,3,,1.0,1.0,4.0,1.0,1.0,2.0,2.0,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12624436,home,Damac FC,Noor Al-Rashidi,noor-al-rashidi,N. Al-Rashidi,D,179.0,18,M,1065328,EUR,794966400,D,4,4,False,51.0,40.0,6.0,2.0,0.0,33.0,35.0,7.0,16.0,10.0,6.0,,,,,90.0,75.0,7.9,12.0,0,Noor Al-Rashidi,,4,,1.0,1.0,10.0,1.0,,7.0,4.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,
12624436,home,Damac FC,Ramzi Sawlan,sawlan-ramzi,R. Sawlan,D,,23,M,965309,EUR,892857600,M,51,51,False,22.0,18.0,3.0,2.0,0.0,14.0,17.0,4.0,6.0,1.0,4.0,,,,,90.0,39.0,7.4,5.0,1,,,15,1.0,,3.0,7.0,1.0,1.0,5.0,5.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,
12624436,home,Damac FC,Ayman Fallatah,ayman-fallatah,A. Fallatah,M,190.0,80,M,1517641,EUR,1065052800,M,95,95,False,12.0,8.0,1.0,,0.0,3.0,6.0,5.0,6.0,,3.0,,,,,68.0,22.0,6.5,8.0,1,,,95,4.0,,5.0,1.0,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,1.0,4.0,,,,,,,,,
12624436,home,Damac FC,Tariq Mohammed,tariq-mohammed,T. Mohammed,M,170.0,26,M,871619,EUR,810345600,M,5,5,False,45.0,41.0,5.0,2.0,0.0,31.0,32.0,10.0,13.0,,11.0,,,,,90.0,53.0,6.9,5.0,0,,,6,,,3.0,4.0,1.0,,,,3.0,,1.0,1.0,,,2.0,2.0,,,,1.0,,,,,,,,,
12624436,home,Damac FC,Nicolae Stanciu,nicolae-stanciu,N. Stanciu,M,171.0,4005,M,108673,EUR,736732800,M,32,32,False,50.0,43.0,6.0,5.0,0.0,29.0,31.0,14.0,20.0,,5.0,,,,,90.0,67.0,6.9,15.0,2,,,8,,,4.0,6.0,3.0,,2.0,2.0,3.0,,1.0,,,,1.0,,1.0,,2.0,,1.0,,,,,,,,
12624436,home,Damac FC,Dhari Al-Enezi,dhari-al-enezi,D. Al-Enezi,D,170.0,42,M,1214301,EUR,957571200,M,20,20,False,24.0,14.0,3.0,1.0,0.0,12.0,14.0,2.0,10.0,1.0,2.0,,,,,89.0,49.0,6.7,16.0,0,Dhari Al-Enezi,,20,,1.0,5.0,6.0,3.0,2.0,3.0,2.0,2.0,,1.0,1.0,,,2.0,,,,,3.0,,,,,,,,,
12624436,home,Damac FC,François Kamano,francois-kamano,F. Kamano,M,182.0,1456,M,580800,EUR,830995200,F,11,11,False,17.0,10.0,2.0,1.0,0.0,6.0,6.0,4.0,11.0,,2.0,,,,,72.0,27.0,6.5,13.0,0,,,45,,1.0,2.0,3.0,2.0,,,,1.0,,1.0,,2.0,,1.0,,,,,4.0,,,,,,,,,
12624436,home,Damac FC,Habib Diallo,habib-diallo,H. Diallo,F,186.0,7474,M,802159,EUR,803433600,F,80,80,False,13.0,8.0,,,0.0,3.0,3.0,6.0,11.0,2.0,2.0,,,,,89.0,36.0,7.4,12.0,1,,,30,5.0,3.0,7.0,6.0,3.0,2.0,,,1.0,,2.0,1.0,2.0,,,1.0,1.0,,,5.0,,habibdiallo28,1.0,1.0,1.0,,,,
12624436,home,Damac FC,Faisal Al-Sibyani,faisal-al-sibyani,F. Al-Sibyani,M,172.0,54,M,1217924,EUR,1057536000,M,6,6,True,4.0,2.0,2.0,1.0,0.0,2.0,3.0,,1.0,,2.0,,,,,22.0,5.0,6.6,2.0,0,,,6,,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
