match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_unsuccessfulTouch,stat_outfielderBlock,stat_wonTackle,stat_wasFouled,stat_shotOffTarget,stat_fouls,stat_expectedGoals,captain,stat_totalCross,stat_accurateCross,stat_interceptionWon,stat_keyPass,player_sofascoreId,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_hitWoodwork
11451056,home,Fatih Karagümrük,Emre Bilgin,Emre Bilgin,,emre-bilgin,E. Bilgin,G,99,188,495,M,1050730,EUR,1077753600,G,23,23,False,26.0,17.0,10.0,2.0,17.0,19.0,7.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,90.0,33.0,7.0,9.0,3.857e-05,0,0.2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451056,home,Fatih Karagümrük,Davide Biraschi,,,davide-biraschi,D. Biraschi,D,4,182,102,M,233252,EUR,773107200,D,4,4,False,43.0,33.0,3.0,,17.0,22.0,21.0,7.0,9.0,,,,,,90.0,61.0,7.0,11.0,0.011437,0,,16.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11451056,home,Fatih Karagümrük,Ibrahim Drešević,,,ibrahim-dresevic,I. Drešević,D,5,186,210,M,817987,EUR,854064000,D,5,5,False,60.0,56.0,1.0,,49.0,51.0,9.0,2.0,5.0,,,,,,90.0,70.0,7.2,4.0,0.00242569,0,,7.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11451056,home,Fatih Karagümrük,Federico Ceccherini,,,federico-ceccherini,F. Ceccherini,D,23,187,130,M,139410,EUR,705542400,D,26,26,False,56.0,48.0,8.0,2.0,40.0,44.0,12.0,1.0,5.0,,,,,,56.0,58.0,6.4,8.0,0.00281863,1,,8.0,2.0,1.0,6.0,1.0,1.0,,,,,,,,1.0,3.0,0.0769,,,,,,,,,,,,,,,,
11451056,home,Fatih Karagümrük,Levent Mercan,,,munir-levent-mercan,L. Mercan,D,22,176,1693,M,1085938,EUR,976406400,D,18,18,False,33.0,23.0,4.0,1.0,15.0,18.0,16.0,,8.0,,,,,,90.0,60.0,7.2,12.0,0.343775,0,,9.0,,,2.0,6.0,,2.0,1.0,5.0,,,2.0,,,1.0,,True,1.0,1.0,1.0,2.0,,,,,,,,,,,
11451056,home,Fatih Karagümrük,Sofiane Feghouli,,,sofiane-feghouli,S. Feghouli,M,,178,3304,M,37240,EUR,630633600,M,8,8,False,39.0,33.0,7.0,3.0,18.0,19.0,20.0,1.0,3.0,,,,,,74.0,43.0,6.4,8.0,0.00520857,0,,15.0,1.0,,4.0,,1.0,,,,1.0,,,,,1.0,,,,,,,sffeghouli,1.0,,,,,,,,,
11451056,home,Fatih Karagümrük,Marcus Rohdén,,,marcus-rohden,M. Rohdén,M,8,182,77,M,209082,EUR,673920000,M,6,6,False,45.0,34.0,5.0,2.0,15.0,16.0,30.0,2.0,5.0,,,,,,90.0,58.0,6.6,17.0,0.00985164,1,,19.0,2.0,,7.0,2.0,1.0,,,1.0,4.0,,1.0,1.0,,3.0,0.0301,,1.0,,,,,1.0,1.0,0.0652,,,,,,,
11451056,home,Fatih Karagümrük,Nazım Sangaré,,,nazim-sangare,N. Sangaré,M,30,180,168,M,169425,EUR,770256000,M,30,30,False,26.0,21.0,,,9.0,10.0,18.0,1.0,5.0,,,,,,74.0,39.0,6.7,8.0,0.038696,2,,13.0,,2.0,2.0,3.0,1.0,,,1.0,2.0,,,,,1.0,0.5538,,2.0,1.0,,1.0,,,1.0,0.4294,1.0,1.0,,,,,
11451056,home,Fatih Karagümrük,Can Keleş,,,can-keles,C. Keleş,F,70,180,519,M,918408,EUR,999388800,M,7,7,False,11.0,6.0,1.0,1.0,3.0,4.0,8.0,,5.0,,,,,,90.0,21.0,7.7,7.0,0.0343905,4,,3.0,1.0,,2.0,2.0,,2.0,2.0,,1.0,,,,,1.0,0.2365,,1.0,,,2.0,,,2.0,0.2517,,2.0,1.0,1.0,,,
11451056,home,Fatih Karagümrük,Valentin Eysseric,,,valentin-eysseric,V. Eysseric,M,,181,141,M,139798,EUR,701481600,F,9,9,False,37.0,32.0,2.0,2.0,8.0,10.0,32.0,,3.0,,,,,,84.0,52.0,7.8,15.0,0.14611,1,,26.0,1.0,,5.0,2.0,1.0,2.0,,2.0,4.0,,2.0,,,,0.1637,,5.0,2.0,,4.0,,1.0,1.0,0.1985,,,,1.0,1.0,1.0,
11451056,home,Fatih Karagümrük,Güven Yalçın,,,guven-yalcin,G. Yalçın,F,10,184,385,M,826162,EUR,916617600,F,10,10,False,23.0,14.0,,,4.0,6.0,18.0,,3.0,,,,,,84.0,41.0,7.4,19.0,0.0991326,2,,10.0,1.0,1.0,10.0,5.0,1.0,2.0,1.0,1.0,4.0,,1.0,2.0,1.0,4.0,0.168,,1.0,,,1.0,,4.0,1.0,0.119,,,,,1.0,,1.0
11451056,home,Fatih Karagümrük,Frédéric Veseli,,,frederic-veseli,F. Veseli,D,34,183,158,M,137775,EUR,722217600,D,3,3,True,9.0,6.0,3.0,,4.0,4.0,5.0,,1.0,,,,,,34.0,11.0,6.5,3.0,0.00540355,0,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
11451056,home,Fatih Karagümrük,Otabek Shukurov,,,otabek-shukurov,O. Shukurov,M,63,182,2967,M,358890,EUR,835401600,M,29,29,True,20.0,16.0,,,9.0,11.0,9.0,,4.0,,,,,,16.0,22.0,6.9,5.0,0.00551483,0,,7.0,,,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,
11451056,home,Fatih Karagümrük,Ryan Mendes,,,ryan-mendes,R. Mendes,M,20,175,536,M,52797,EUR,631756800,F,20,20,True,8.0,6.0,1.0,,2.0,2.0,6.0,1.0,1.0,,,,,,16.0,18.0,6.6,6.0,0.00491402,0,,4.0,,,2.0,2.0,,1.0,,2.0,2.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,
11451056,home,Fatih Karagümrük,Adnan Uğur,,,adnan-ugur,A. Uğur,M,77,174,53,M,987539,EUR,993686400,M,77,77,True,8.0,6.0,,,4.0,5.0,3.0,,,,,,,,10.0,9.0,6.6,3.0,0.00871255,0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11451056,home,Fatih Karagümrük,Serdar Dursun,,,serdar-dursun,S. Dursun,F,19,190,1064,M,123917,EUR,687830400,F,19,19,True,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,10.0,6.0,7.3,1.0,0.00153851,2,,1.0,,,2.0,,,,,,,,,,,1.0,0.6822,,,,,,,1.0,1.0,0.971,,1.0,,,1.0,,
11451056,home,Fatih Karagümrük,Matías Dituro,,,matias-dituro,M. Dituro,G,1,191,646,M,556884,EUR,547430400,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451056,home,Fatih Karagümrük,Salih Dursun,,,salih-dursun,S. Dursun,D,24,188,33,M,179189,EUR,679276800,D,54,54,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451056,home,Fatih Karagümrük,Flavio Paoletti,,,paoletti-flavio,F. Paoletti,M,36,178,72,M,1069011,EUR,1042675200,M,97,97,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451056,home,Fatih Karagümrük,Stefano Sturaro,,,stefano-sturaro,S. Sturaro,M,,181,209,M,148191,EUR,731635200,M,27,27,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451056,home,Fatih Karagümrük,Kevin Lasagna,,,kevin-lasagna,K. Lasagna,F,15,181,319,M,587962,EUR,713404800,F,15,15,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451056,away,Sivasspor,Ali Şaşal Vural,,,ali-sasal-vural,A. Ş. Vural,G,,187,62,M,94540,EUR,647568000,G,35,35,False,25.0,19.0,8.0,3.0,19.0,22.0,3.0,1.0,5.0,,3.0,5.0,,,90.0,35.0,6.8,7.0,8.051e-05,0,-0.9652,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11451056,away,Sivasspor,Alaaddin Okumuş,,,alaaddin-okumus,A. Okumuş,D,22,175,23,M,844640,EUR,809136000,D,23,23,False,57.0,41.0,9.0,3.0,20.0,24.0,34.0,1.0,3.0,,,,,,90.0,79.0,6.7,20.0,0.00778385,1,,21.0,,2.0,3.0,5.0,3.0,,,2.0,1.0,2.0,1.0,1.0,1.0,,0.0146,,1.0,,,,,,,,,,,,,,
11451056,away,Sivasspor,Aaron Appindangoyé,,,aaron-appindangoye,A. Appindangoyé,D,2,185,334,M,785850,EUR,698544000,D,4,4,False,60.0,53.0,8.0,4.0,46.0,49.0,11.0,,4.0,,,,,,90.0,62.0,6.2,7.0,0.00290713,1,,7.0,,,,,,,,,,,,,1.0,,0.0723,,,,,,,,,,,,,,,,
11451056,away,Sivasspor,Caner Osmanpaşa,,,caner-osmanpasa,C. Osmanpaşa,D,20,182,35,M,135941,EUR,569203200,D,88,88,False,36.0,34.0,4.0,2.0,31.0,32.0,4.0,1.0,5.0,,,,,,58.0,47.0,7.0,4.0,0.00081588,1,,3.0,,,,4.0,,2.0,2.0,1.0,2.0,,,1.0,1.0,,0.0487,,,,,,,,,,,,,,,,
11451056,away,Sivasspor,Uğur Çiftçi,,,ugur-ciftci,U. Çiftçi,D,58,180,65,M,142850,EUR,704937600,D,3,3,False,45.0,32.0,1.0,1.0,24.0,29.0,19.0,1.0,7.0,,,,,,90.0,66.0,6.1,20.0,0.147186,1,,9.0,1.0,,6.0,,1.0,1.0,,,1.0,1.0,,,,2.0,0.0155,True,3.0,1.0,,1.0,,1.0,,,,1.0,,,,,
11451056,away,Sivasspor,Yunus Konak,Yunus Konak,,yunus-konak,Y. Konak,M,5,181,1116,M,1518589,EUR,1136851200,M,72,72,False,45.0,40.0,6.0,5.0,28.0,31.0,14.0,,8.0,,,,,,77.0,58.0,7.5,6.0,0.132684,0,,12.0,2.0,2.0,3.0,5.0,,,,3.0,1.0,,2.0,,,1.0,,,,,4.0,2.0,,,,,,,,1.0,,,
11451056,away,Sivasspor,Emrah Başsan,,,emrah-bassan,E. Başsan,M,14,177,60,M,174141,EUR,703468800,M,17,17,False,36.0,32.0,4.0,4.0,17.0,17.0,24.0,,4.0,,,,,,90.0,56.0,7.0,12.0,0.0957465,1,,16.0,,,3.0,7.0,,4.0,2.0,2.0,,,,3.0,,,0.0273,,5.0,1.0,,1.0,,1.0,1.0,0.0273,,,,,,,
11451056,away,Sivasspor,Charis Charisis,,,charis-charisis,C. Charisis,M,8,177,130,M,317297,EUR,789868800,M,8,8,False,46.0,37.0,1.0,1.0,22.0,23.0,24.0,2.0,9.0,,,,,,90.0,63.0,7.1,11.0,0.0506105,1,,16.0,,,1.0,5.0,,2.0,1.0,3.0,1.0,,1.0,1.0,,,0.0275,,1.0,1.0,1.0,1.0,,,1.0,0.0572,,,,,,,
11451056,away,Sivasspor,Samu Sáiz,,,samu-saiz,S. Sáiz,M,,174,123,M,99527,EUR,664502400,M,24,24,False,39.0,33.0,2.0,1.0,14.0,14.0,25.0,,3.0,,,,,,77.0,56.0,6.9,13.0,0.0769049,2,,19.0,,1.0,3.0,6.0,,3.0,2.0,,2.0,,,3.0,2.0,,0.1905,,,,,3.0,,2.0,,,1.0,,,,,,
11451056,away,Sivasspor,Gerson Rodrigues,,,gerson-rodrigues,G. Rodrigues,F,9,188,560,M,842565,EUR,803606400,M,11,11,False,20.0,13.0,3.0,,7.0,9.0,11.0,,2.0,,,,,,57.0,32.0,6.5,13.0,0.0178088,1,,6.0,,2.0,4.0,4.0,2.0,2.0,1.0,1.0,4.0,,1.0,,1.0,,0.1936,,,,,1.0,,1.0,,,1.0,,,1.0,,,
11451056,away,Sivasspor,Bengali-Fodé Koita,,,bengali-fode-koita,B. Koita,M,55,186,217,M,51407,EUR,656467200,F,55,55,False,12.0,7.0,,,2.0,3.0,9.0,,,,,,,,45.0,18.0,6.6,6.0,0.00567741,2,,5.0,1.0,4.0,1.0,7.0,,,,,1.0,,,3.0,1.0,,0.0926,,,,,,,,1.0,0.1224,1.0,,,,,1.0,
11451056,away,Sivasspor,Rey Manaj,,,rey-manaj,R. Manaj,F,9,182,2059,M,587882,EUR,856742400,F,9,9,True,5.0,4.0,,,3.0,3.0,2.0,,3.0,,,,,,45.0,13.0,6.5,3.0,0.00082854,2,,1.0,1.0,,2.0,2.0,,1.0,,,1.0,,,2.0,1.0,,0.0473,,,,,,,,,,,1.0,,,,1.0,
11451056,away,Sivasspor,Clinton N'Jie,,,clinton-njie,C. N'Jie,F,,175,913,M,291665,EUR,745372800,F,10,10,True,18.0,11.0,,,4.0,4.0,14.0,,1.0,,,,,,33.0,28.0,6.5,11.0,0.00603799,0,,7.0,,,4.0,3.0,,3.0,1.0,2.0,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,
11451056,away,Sivasspor,Samba Camara,,,samba-camara,S. Camara,D,14,190,68,M,837301,EUR,721699200,D,14,14,True,35.0,33.0,,,27.0,28.0,7.0,1.0,4.0,,,,,,32.0,39.0,6.4,3.0,0.00195661,0,,6.0,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11451056,away,Sivasspor,Roman Kvet,,,roman-kvet,R. Kvet,M,16,187,93,M,858926,EUR,882316800,M,19,19,True,6.0,6.0,,,3.0,3.0,3.0,,1.0,,,,,,13.0,6.0,6.2,,0.00037334,0,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
