match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_interceptionWon,stat_dispossessed,stat_lastManTackle,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_fouls,stat_blockedScoringAttempt,stat_wasFouled,stat_totalOffside,stat_shotOffTarget,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_goalAssist,stat_hitWoodwork
10390076,home,Lille,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5877,M,leocjardim,595598,EUR,795657600,G,1,1,False,32.0,25.0,9.0,2.0,25.0,28.0,4.0,2.0,1.0,2.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,90.0,41.0,4.9,7.0,0.0,0.0,5.732e-05,0,-2.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390076,home,Lille,Bafodé Diakité,bafode-diakite,B. Diakité,D,18,182,1863,M,,962408,EUR,978739200,D,18,18,False,52.0,49.0,3.0,3.0,28.0,29.0,24.0,1.0,2.0,4.0,,2.0,7.0,,,,,90.0,72.0,6.0,5.0,0.1355,0.0,0.0125841,1,,,,21.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10390076,home,Lille,José Fonte,jose-fonte,J. Fonte,D,6,191,691,M,,27622,EUR,440899200,D,6,6,False,54.0,54.0,3.0,3.0,42.0,42.0,12.0,1.0,1.0,2.0,,2.0,1.0,,,,,90.0,60.0,5.9,,0.0,0.0,0.00395047,0,,,,12.0,,1.0,,,,,1.0,1.0,,,True,1.0,,,,,,,,,,,,,,,,
10390076,home,Lille,Alexsandro Ribeiro,alexsandro-ribeiro,A. Ribeiro,D,4,192,4572,M,,1049775,EUR,934156800,D,4,4,False,47.0,44.0,2.0,,37.0,39.0,8.0,,4.0,3.0,1.0,1.0,3.0,,,,,71.0,57.0,5.6,7.0,0.0,0.0,0.00269305,0,,Alexsandro Ribeiro,,7.0,,,2.0,1.0,,,,2.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,
10390076,home,Lille,Ismaily,ismaily,Ismaily,D,,177,339,M,,78352,EUR,632016000,D,31,31,False,50.0,44.0,,,18.0,22.0,29.0,1.0,,3.0,,,4.0,,,,,90.0,59.0,6.4,8.0,0.0492,0.0311,0.241208,1,,,,27.0,1.0,,,,,1.0,,2.0,1.0,1.0,,1.0,,,1.0,1.0,3.0,,,,,,,,,,,
10390076,home,Lille,Benjamin André,benjamin-andre,B. André,M,21,180,759,M,,51665,EUR,649641600,M,21,21,False,45.0,41.0,2.0,,17.0,17.0,28.0,,8.0,1.0,4.0,,4.0,,,,,58.0,55.0,6.0,6.0,0.0,0.0,0.0581437,0,,,,24.0,,1.0,,,,,,1.0,,1.0,,3.0,1.0,,,,2.0,2.0,,,,,,,,,,
10390076,home,Lille,Angel Gomes,angel-gomes,A. Gomes,M,47,168,3430,M,,867441,EUR,967680000,M,20,20,False,82.0,75.0,7.0,2.0,43.0,45.0,39.0,,5.0,6.0,1.0,,5.0,,,,,90.0,100.0,6.7,12.0,0.023,0.0,0.0679682,1,,,,33.0,2.0,,6.0,4.0,,,,1.0,,1.0,,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10390076,home,Lille,Gabriel Gudmundsson,gabriel-gudmundsson,G. Gudmundsson,D,3,181,1194,M,,834308,EUR,925344000,M,5,5,False,11.0,9.0,1.0,,3.0,3.0,9.0,,1.0,1.0,,,1.0,,,,,58.0,16.0,6.3,2.0,0.0016,0.0,0.0444395,1,,,,7.0,1.0,,1.0,1.0,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,
10390076,home,Lille,Yusuf Yazıcı,yusuf-yazici,Y. Yazıcı,M,97,183,2263,M,,827804,EUR,854496000,M,11,11,False,32.0,29.0,1.0,1.0,13.0,15.0,18.0,,6.0,1.0,,,3.0,,,,,58.0,40.0,6.1,9.0,0.044,0.0,0.06877,1,,,,16.0,1.0,,4.0,,,,,,,,,,1.0,,,,4.0,1.0,,1.0,,1.0,,,,,,
10390076,home,Lille,Jonathan Bamba,jonathan-bamba,J. Bamba,F,19,175,1936,M,,595576,EUR,827798400,M,7,7,False,34.0,29.0,,,14.0,15.0,20.0,1.0,8.0,3.0,,,,,,,,90.0,49.0,6.9,9.0,1.0626,1.1606,0.10005,6,,,,15.0,1.0,2.0,1.0,,1.0,5.0,,,,,,1.0,2.0,,,,,3.0,,2.0,1.0,1.0,1.0,,,,,
