match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_bigChanceCreated,stat_aerialLost,stat_totalContest,stat_wonContest,stat_errorLeadToAGoal,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_clearanceOffLine,stat_goalAssist,stat_goals
11406806,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,33.0,29.0,11.0,7.0,26.0,26.0,3.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,3.0,1.0,1.0,90.0,42.0,6.3,4.0,0.00058107,0,-0.8171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406806,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,85.0,76.0,4.0,4.0,34.0,37.0,43.0,51.0,2.0,8.0,,1.0,4.0,4.0,,,,,90.0,114.0,7.4,12.0,0.375265,2,,dilorenzo22,True,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0494,1.0,,,,,,,,,,,,,,,
11406806,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,77.0,73.0,6.0,4.0,50.0,50.0,24.0,29.0,3.0,5.0,1.0,1.0,5.0,3.0,,,,,90.0,88.0,6.8,7.0,0.15336,0,,,,2.0,1.0,2.0,,,,1.0,1.0,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,
11406806,home,Napoli,Juan Jesus,juan-jesus,Juan Jesus,D,5,185,2485,M,108484,EUR,676512000,D,5,5,False,73.0,65.0,4.0,1.0,50.0,53.0,15.0,20.0,1.0,3.0,,4.0,3.0,1.0,,,,,90.0,83.0,6.1,10.0,0.00699411,1,,,,,,1.0,1.0,,1.0,,1.0,2.0,,,,0.0374,,,,1.0,1.0,1.0,1.0,,,,,,,,,
11406806,home,Napoli,Mário Rui,mario-rui,M. Rui,D,,168,1034,M,99546,EUR,675302400,D,6,6,False,73.0,59.0,13.0,5.0,27.0,29.0,33.0,50.0,1.0,7.0,,,2.0,1.0,,,,,90.0,102.0,7.2,20.0,0.259734,0,,,,6.0,1.0,1.0,,,,1.0,1.0,,5.0,,,,3.0,1.0,,,,,,,,,,,,,,
11406806,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,43.0,37.0,1.0,1.0,16.0,18.0,21.0,25.0,4.0,3.0,2.0,1.0,7.0,3.0,,,,,75.0,53.0,7.0,11.0,0.119305,0,,anguiss_29,,,,,,,,,1.0,4.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11406806,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,59.0,55.0,6.0,3.0,22.0,22.0,33.0,37.0,3.0,3.0,1.0,,3.0,2.0,,,,,90.0,69.0,6.8,5.0,0.0234168,2,,StanLobotka,,,,,1.0,1.0,,3.0,1.0,,1.0,1.0,,0.0464,1.0,,,,1.0,,,,,,,,,,,
11406806,home,Napoli,Hamed Junior Traorè,hamed-junior-traore,H. J. Traorè,M,20,177,3127,M,892924,EUR,950659200,M,8,8,False,17.0,14.0,2.0,1.0,5.0,5.0,9.0,12.0,4.0,,,,2.0,,,,,,45.0,22.0,6.2,6.0,0.0129821,0,,,,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,
11406806,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,F,21,21,False,37.0,30.0,5.0,2.0,7.0,8.0,24.0,32.0,2.0,2.0,,,1.0,,,,,,67.0,58.0,7.0,16.0,0.0625388,2,,,,3.0,1.0,,1.0,,,,,2.0,1.0,,,0.2182,1.0,2.0,,,1.0,1.0,,,,1.0,,,,,,
11406806,home,Napoli,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186,227771,M,822471,EUR,914889600,F,9,9,False,20.0,12.0,,,3.0,3.0,9.0,18.0,10.0,8.0,,,2.0,1.0,,,,,90.0,46.0,7.3,17.0,0.00780822,6,,Osimhen9,,1.0,,3.0,,1.0,,,1.0,5.0,1.0,2.0,2.0,0.9925,1.0,3.0,,6.0,3.0,3.0,,,,5.0,1.0,1.0,1.1266,,,
