match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_fouls,stat_challengeLost,stat_wonTackle,stat_totalContest,stat_wonContest,stat_wasFouled,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,player_sofascoreId,stat_dispossessed,stat_goals,captain,stat_hitWoodwork,stat_blockedScoringAttempt
12117100,home,São Paulo,Jandrei,,,jandrei,Jandrei,G,93,186,1016,M,874979,EUR,730944000,G,93,93,False,25.0,17.0,13.0,5.0,0.0,14.0,15.0,3.0,10.0,8.0,1.0,4.0,5.0,90.0,35.0,7.3,8.0,0.00208156,0,0.1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117100,home,São Paulo,Igor Vinícius,,,igor-vinicius,I. Vinícius,D,18,173,1630,M,840119,EUR,859939200,D,2,2,False,47.0,40.0,3.0,1.0,1.0,23.0,27.0,19.0,23.0,2.0,,,,89.0,67.0,7.2,11.0,0.093107,0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
12117100,home,São Paulo,Robert Arboleda,,,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,40.0,36.0,6.0,3.0,0.0,29.0,31.0,7.0,9.0,2.0,,,,90.0,46.0,6.6,4.0,0.00135622,0,,,,3.0,4.0,1.0,,,,,,,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,
12117100,home,São Paulo,Alan Franco,,,alan-franco,A. Franco,D,28,183,2959,M,875402,EUR,844992000,D,28,28,False,50.0,44.0,8.0,5.0,0.0,37.0,39.0,7.0,11.0,6.0,,,,90.0,53.0,6.5,6.0,0.00143472,0,,,,2.0,4.0,2.0,,,1.0,,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,
12117100,home,São Paulo,Welington,,,welington,Welington,M,34,170,939,M,1009920,EUR,982540800,D,6,6,False,23.0,22.0,,,0.0,13.0,13.0,10.0,12.0,2.0,,,,84.0,37.0,6.6,6.0,0.0102121,0,,2.0,1.0,3.0,3.0,1.0,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12117100,home,São Paulo,Alisson,,,alisson,Alisson,M,25,174,2789,M,291723,EUR,740966400,M,25,25,False,66.0,61.0,12.0,11.0,0.0,44.0,45.0,18.0,22.0,7.0,,,,90.0,73.0,7.3,5.0,0.0640064,0,,1.0,1.0,,4.0,4.0,,1.0,2.0,,,1.0,,,,4.0,,2.0,1.0,1.0,1.0,,,,,,,,,,
12117100,home,São Paulo,Luiz Gustavo,,,luiz-gustavo,L. Gustavo,M,14,187,2128,M,29735,EUR,553996800,M,16,16,False,35.0,32.0,5.0,3.0,0.0,26.0,26.0,6.0,10.0,5.0,,,,90.0,44.0,6.7,5.0,0.00261341,2,,1.0,,,3.0,4.0,,2.0,2.0,1.0,,,1.0,,,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0.1272,,,,,,
12117100,home,São Paulo,Lucas Moura,,,lucas-moura,L. Moura,M,7,172,12542,M,149710,EUR,713664000,M,7,7,False,36.0,26.0,3.0,2.0,0.0,9.0,12.0,17.0,26.0,3.0,,,,89.0,51.0,6.7,17.0,0.0179021,1,,2.0,,1.0,4.0,3.0,,1.0,2.0,1.0,,,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,0.0595,lucasmoura7,2.0,,,,
12117100,home,São Paulo,Luciano,,,luciano,Luciano,M,10,181,8486,M,282557,EUR,737683200,M,10,10,False,24.0,21.0,3.0,3.0,1.0,11.0,12.0,10.0,12.0,4.0,,,,84.0,34.0,8.5,5.0,0.340615,2,,,,,4.0,5.0,1.0,,1.0,1.0,,1.0,,,,3.0,,1.0,,,4.0,,1.0,1.0,0.089,luciano10,1.0,1.0,,,
12117100,home,São Paulo,Ferreirinha,,,ferreira,Ferreira,M,11,176,8644,M,998499,EUR,883526400,M,47,47,False,27.0,23.0,3.0,3.0,1.0,14.0,14.0,11.0,18.0,4.0,,,,84.0,47.0,8.1,11.0,0.168,1,,5.0,2.0,,7.0,7.0,,,3.0,,,2.0,,,,2.0,1.0,2.0,8.0,4.0,,,,1.0,0.2593,,,1.0,,,
