match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_wonContest,stat_blockedScoringAttempt,captain,stat_goalAssist,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_totalOffside,stat_goals,stat_ownGoals,player_sofascoreId,stat_hitWoodwork
10390039,home,Angers,Paul Bernardoni,,,paul-bernardoni,P. Bernardoni,G,40,190,166,M,361314,EUR,861321600,G,1,1,False,9.0,5.0,5.0,1.0,5.0,6.0,3.0,8.0,2.0,4.0,90.0,22.0,6.8,4.0,0.0,0.0,6.72e-05,0,-0.8349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390039,home,Angers,Yan Valery,,,yan-valery,Y. Valery,D,22,186,2305,M,826202,EUR,919641600,D,94,94,False,26.0,21.0,4.0,3.0,11.0,13.0,17.0,6.0,,,90.0,66.0,6.9,18.0,0.0,0.0,0.361123,0,,12.0,4.0,2.0,2.0,1.0,7.0,6.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
10390039,home,Angers,Cédric Hountondji,,,cedric-hountondji,C. Hountondji,D,4,195,551,M,342911,EUR,758937600,D,22,22,False,38.0,31.0,8.0,3.0,22.0,23.0,15.0,6.0,,,90.0,47.0,6.7,7.0,0.0,0.0,0.227425,0,,9.0,,,,1.0,1.0,2.0,,,,,2.0,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,
10390039,home,Angers,Miha Blažič,,,miha-blazic,M. Blažič,D,16,185,178,M,96552,EUR,736819200,D,5,5,False,46.0,34.0,15.0,7.0,22.0,28.0,19.0,8.0,,,90.0,56.0,6.4,14.0,0.0,0.0,0.00971738,0,,12.0,1.0,,2.0,1.0,2.0,1.0,,,,,6.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,
10390039,home,Angers,Souleyman Doumbia,,,souleyman-doumbia,S. Doumbia,D,15,175,136,M,366760,EUR,843523200,D,3,3,False,29.0,24.0,4.0,3.0,16.0,19.0,12.0,6.0,,,58.0,44.0,7.2,8.0,0.0,0.0,0.0863413,0,,9.0,2.0,1.0,1.0,1.0,2.0,6.0,,,2.0,,1.0,1.0,3.0,3.0,,1.0,,,,1.0,,,,,,,,,,,
10390039,home,Angers,Batista Mendy,,,batista-mendy,B. Mendy,M,19,191,1300,M,859021,EUR,947635200,M,2,2,False,36.0,30.0,4.0,2.0,15.0,16.0,20.0,4.0,,,90.0,43.0,6.6,7.0,0.1154,0.0,0.0287352,1,,15.0,,,,1.0,3.0,4.0,,1.0,2.0,,,,,,,1.0,2.0,1.0,,2.0,1.0,,,,,,,,,,
10390039,home,Angers,Pierrick Capelle,,,pierrick-capelle,P. Capelle,M,15,181,58,M,209768,EUR,545443200,M,15,15,False,36.0,32.0,4.0,2.0,21.0,25.0,19.0,10.0,,,90.0,52.0,7.2,8.0,0.2568,0.5618,0.415751,1,,16.0,8.0,5.0,1.0,,6.0,2.0,2.0,1.0,,1.0,1.0,,1.0,,,1.0,2.0,5.0,1.0,,,True,1.0,1.0,1.0,,,,,,
10390039,home,Angers,Farid El Melali,,,farid-el-melali,F. El Melali,M,28,173,1171,M,930584,EUR,862790400,M,28,28,False,19.0,11.0,2.0,,4.0,5.0,14.0,8.0,,,70.0,45.0,6.0,18.0,0.0,0.0,0.00488988,0,,7.0,,,3.0,,13.0,6.0,1.0,3.0,6.0,,,,4.0,3.0,1.0,1.0,3.0,,,1.0,,,,,,,,,,,
10390039,home,Angers,Adrien Hunou,,,adrien-hunou,A. Hunou,M,23,176,98,M,283083,EUR,758937600,M,23,23,False,26.0,18.0,1.0,,5.0,5.0,22.0,2.0,,,90.0,53.0,5.6,20.0,1.4527,0.9665,0.0350854,6,,13.0,1.0,,2.0,2.0,11.0,5.0,1.0,5.0,2.0,,,1.0,,,4.0,3.0,2.0,,,,,,,2.0,3.0,3.0,1.0,,,,
10390039,home,Angers,Himad Abdelli,,,himad-abdelli,H. Abdelli,M,8,185,7344,M,945830,EUR,942796800,M,10,10,False,26.0,23.0,6.0,5.0,13.0,14.0,14.0,7.0,,,76.0,47.0,7.1,7.0,0.0,0.0,0.149101,0,,11.0,2.0,1.0,1.0,,7.0,5.0,2.0,,5.0,,2.0,1.0,2.0,1.0,,,2.0,1.0,,3.0,,,,,,,,,,,
