match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_interceptionWon,stat_fouls,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_hitWoodwork,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_ownGoals
12441761,home,FC Groningen,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187,465,M,809408,EUR,806716800,G,1,1,False,33.0,24.0,20.0,12.0,0.0,17.0,19.0,7.0,14.0,11.0,1.0,1.0,2.0,90.0,42.0,7.1,10.0,0.00382129,0,0.1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441761,home,FC Groningen,Marco Rente,marco-rente,M. Rente,D,5,185,163,M,827103,EUR,856828800,D,5,5,False,33.0,20.0,7.0,3.0,0.0,14.0,16.0,8.0,21.0,5.0,,,,90.0,73.0,8.0,29.0,0.0882259,1,,,,4.0,2.0,4.0,3.0,4.0,7.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,5.0,1.0,0.4143,0.6871,2.0,,,,,,,,,,,,,
12441761,home,FC Groningen,Hjalmar Ekdal,hjalmar-ekdal,H. Ekdal,D,18,187,547,M,875360,EUR,908928000,D,4,4,False,47.0,37.0,9.0,3.0,0.0,28.0,28.0,9.0,19.0,3.0,,,,90.0,60.0,6.9,12.0,0.00369275,0,,,,,,1.0,3.0,4.0,6.0,2.0,,,,3.0,,1.0,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,,
12441761,home,FC Groningen,Thijmen Blokzijl,thijmen-blokzijl,T. Blokzijl,D,3,181,296,M,1121401,EUR,1109289600,D,3,3,False,33.0,29.0,3.0,1.0,0.0,26.0,28.0,3.0,5.0,2.0,,,,90.0,45.0,6.8,4.0,0.00112945,0,,Thijmen Blokzijl,,,,1.0,,1.0,3.0,,,,,4.0,,3.0,1.0,,,,,,3.0,,,,,,,,,,,,
12441761,home,FC Groningen,Marvin Peersman,marvin-peersman,M. Peersman,D,43,185,131,M,76160,EUR,666144000,D,43,43,False,21.0,16.0,1.0,1.0,0.0,6.0,7.0,10.0,16.0,2.0,,,,90.0,41.0,6.9,10.0,0.00962798,0,,,,2.0,,1.0,2.0,4.0,7.0,,,,,1.0,,2.0,2.0,1.0,4.0,,,,,,1.0,2.0,,,,,,,,,
12441761,home,FC Groningen,Jorg Schreuders,jorg-schreuders,J. Schreuders,M,14,177,234,M,1424404,EUR,1094688000,M,14,14,False,15.0,14.0,,,0.0,6.0,6.0,8.0,9.0,4.0,,,,89.0,29.0,7.1,6.0,0.166906,1,,Jorg Schreuders,,,,1.0,,10.0,3.0,1.0,,1.0,1.0,,,2.0,2.0,,1.0,0.0652,0.1612,2.0,,2.0,3.0,3.0,,,,,,,,,
12441761,home,FC Groningen,Tika de Jonge,tika-de-jonge,T. d. Jonge,M,8,182,103,M,1121402,EUR,1047340800,M,18,18,False,32.0,26.0,2.0,1.0,1.0,11.0,14.0,15.0,18.0,1.0,,,,90.0,52.0,7.2,11.0,0.0949209,1,,Tika de Jonge,,,,1.0,1.0,6.0,7.0,3.0,1.0,,,2.0,,3.0,1.0,2.0,2.0,0.0057,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,
12441761,home,FC Groningen,Leandro Bacuna,leandro-bacuna,L. Bacuna,D,8,187,435,M,74545,EUR,682732800,M,7,7,False,35.0,30.0,,,0.0,19.0,21.0,11.0,20.0,4.0,,,,90.0,54.0,7.4,13.0,0.0152466,4,,,,6.0,,1.0,1.0,2.0,1.0,,,3.0,1.0,,,,,1.0,,0.9115,1.0128,,,,1.0,,1.0,,True,,,,,,
12441761,home,FC Groningen,Dave Kwakman,dave-kwakman,D. Kwakman,M,23,186,255,M,1146002,EUR,1091836800,M,16,16,False,15.0,11.0,1.0,1.0,0.0,3.0,3.0,8.0,12.0,6.0,,,,79.0,26.0,6.6,8.0,0.0166955,0,,,,,,,,4.0,3.0,2.0,,,,,,2.0,2.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,
12441761,home,FC Groningen,Luciano Valente,luciano-valente,L. Valente,M,10,189,1455,M,1121400,EUR,1065225600,F,10,10,False,24.0,20.0,,,1.0,6.0,6.0,14.0,18.0,8.0,,,,89.0,42.0,8.2,10.0,0.376359,1,,Luciano Valente,,,,,,6.0,8.0,6.0,5.0,,,,,1.0,1.0,3.0,2.0,0.1088,,2.0,,4.0,,2.0,1.0,1.0,,1.0,,,,,
