match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelWon,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,captain,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_wonTackle,stat_errorLeadToAGoal,stat_ownGoals,stat_keyPass,stat_accurateCross,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,player_lastName,stat_dispossessed,stat_outfielderBlock,stat_wasFouled,player_sofascoreId,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_goals,stat_hitWoodwork
12625046,home,Al-Fayha,Orlando Mosquera,orlando-mosquera,O. Mosquera,G,52,191.0,495,M,886041,EUR,788313600,G,52,52,False,24.0,17.0,13.0,6.0,0.0,17.0,17.0,7.0,1.0,1.0,7.0,2.0,4.0,90.0,33.0,6.0,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625046,home,Al-Fayha,Mohammed Al Dowaish,mohammed-al-dowaish,M. A. Dowaish,D,47,,12,M,1542652,EUR,1085702400,D,47,47,False,17.0,13.0,,,0.0,5.0,7.0,11.0,4.0,2.0,2.0,,,45.0,28.0,6.0,6.0,0,Mohammed Al Dowaish,8.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12625046,home,Al-Fayha,Sami Al-Khaibary,sami-al-khaibary,S. Al-Khaibary,D,4,185.0,15,M,893198,EUR,622080000,D,4,4,False,69.0,63.0,6.0,6.0,0.0,38.0,42.0,27.0,5.0,1.0,7.0,,,90.0,75.0,5.5,7.0,1,,25.0,,2.0,1.0,1.0,1.0,1.0,,True,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12625046,home,Al-Fayha,Chris Smalling,chris-smalling,C. Smalling,D,5,192.0,1654,M,47741,EUR,627696000,D,5,5,False,58.0,55.0,4.0,2.0,0.0,29.0,31.0,27.0,1.0,,2.0,,,55.0,62.0,5.6,3.0,0,,26.0,,3.0,,2.0,,1.0,1.0,,,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
12625046,home,Al-Fayha,Faris Abdi,abdi-faris,A. Faris,D,25,180.0,62,M,983833,EUR,926208000,D,25,25,False,64.0,61.0,4.0,4.0,0.0,20.0,21.0,48.0,4.0,2.0,2.0,,,90.0,86.0,6.6,10.0,1,,42.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,,1.0,,,1.0,,,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,
12625046,home,Al-Fayha,Gojko Cimirot,gojko-cimirot,G. Cimirot,M,59,178.0,253,M,116604,EUR,724723200,M,13,13,False,75.0,68.0,6.0,5.0,0.0,23.0,24.0,52.0,4.0,,4.0,,,90.0,82.0,6.7,11.0,0,,45.0,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,,,1.0,,1.0,2.0,,,,,,,,
12625046,home,Al-Fayha,Rakan Kaabi,rakan-kaabi,R. Kaabi,M,6,170.0,25,M,1171233,EUR,1038787200,M,66,66,False,36.0,33.0,2.0,2.0,0.0,13.0,14.0,22.0,2.0,1.0,7.0,,,45.0,44.0,6.6,5.0,1,Rakan Kaabi,20.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,,1.0,,2.0,,,,,,,,,,,
12625046,home,Al-Fayha,Nawwaf Al Harthi,nawwaf-al-harthi,N. A. Harthi,M,7,169.0,18,M,948046,EUR,908150400,M,29,29,False,15.0,13.0,1.0,1.0,0.0,6.0,6.0,11.0,4.0,1.0,4.0,,,45.0,28.0,6.7,6.0,0,,8.0,2.0,6.0,,,,3.0,,,1.0,1.0,,2.0,,,1.0,1.0,,,1.0,,2.0,,2.0,,,,,,,
12625046,home,Al-Fayha,Alejandro Pozuelo,alejandro-pozuelo,A. Pozuelo,F,10,170.0,264,M,153964,EUR,685238400,F,8,8,False,39.0,34.0,2.0,2.0,0.0,9.0,9.0,32.0,6.0,,4.0,,,72.0,54.0,7.0,14.0,0,Alejandro,25.0,2.0,4.0,1.0,,2.0,1.0,2.0,,,,,1.0,,,1.0,,1.0,,3.0,Pozuelo,4.0,,2.0,,,,,,,
12625046,home,Al-Fayha,Renzo López,renzo-lopez,R. López,F,31,190.0,440,M,926513,EUR,766454400,F,9,9,False,13.0,9.0,,,0.0,6.0,7.0,6.0,3.0,,1.0,,,72.0,17.0,6.4,6.0,1,,3.0,,2.0,,1.0,,,,,1.0,2.0,1.0,,,,,,,,,,2.0,,,,,,,,,
12625046,home,Al-Fayha,Fashion Sakala,fashion-sakala,F. Sakala,F,10,178.0,8842,M,876626,EUR,858297600,F,10,10,False,28.0,23.0,,,0.0,5.0,5.0,24.0,8.0,2.0,4.0,,,90.0,46.0,6.6,12.0,3,,18.0,1.0,6.0,7.0,,,,2.0,,,1.0,2.0,,,,,,4.0,1.0,1.0,,1.0,,1.0,fashionjr10,,,,,,
