match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,player_sofascoreId,stat_fouls,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_aerialLost,stat_shotOffTarget,stat_interceptionWon,captain,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside
12501516,home,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189,4489,M,793986,EUR,935712000,G,99,99,False,40.0,31.0,20.0,11.0,0.0,29.0,29.0,2.0,11.0,1.0,2.0,10.0,1.0,4.0,5.0,1.0,2.0,2.0,90.0,54.0,8.3,9.0,0.00039781,0,1.2288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501516,home,Roma,Zeki Çelik,zeki-celik,Z. Çelik,D,19,180,2880,M,893008,EUR,856137600,D,19,19,False,53.0,48.0,6.0,5.0,0.0,22.0,26.0,26.0,29.0,3.0,6.0,1.0,,,,,,,77.0,72.0,7.5,10.0,0.0146992,1,,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0269,0.16,1.0,,,,,,,,,,,,,,,
12501516,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190,4038,M,611210,EUR,829699200,D,23,23,False,42.0,37.0,4.0,3.0,0.0,27.0,28.0,10.0,14.0,6.0,4.0,4.0,1.0,,,,,,90.0,53.0,7.1,5.0,0.00437744,0,,,,,,,,,,2.0,,,,,,3.0,,,,,,,,,,,,,,
12501516,home,Roma,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9220,M,848287,EUR,935107200,D,5,5,False,55.0,53.0,3.0,1.0,0.0,35.0,35.0,18.0,20.0,1.0,2.0,2.0,,,,,,,90.0,61.0,7.0,3.0,0.00386685,0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,evanndicka,1.0,,,,,,,,,,,,
12501516,home,Roma,Matías Soulé,matias-soule,M. Soulé,F,18,182,12526,M,1082406,EUR,1050364800,M,18,18,False,28.0,24.0,2.0,1.0,0.0,9.0,10.0,17.0,21.0,5.0,3.0,2.0,,,,,,,90.0,56.0,6.9,18.0,0.107136,1,,,,3.0,11.0,2.0,3.0,1.0,,4.0,3.0,3.0,0.0115,,3.0,,matiassoule11,1.0,2.0,6.0,1.0,1.0,,,,,,,,
12501516,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,4,186,2731,M,186855,EUR,794188800,M,4,4,False,30.0,23.0,6.0,4.0,0.0,8.0,10.0,15.0,21.0,6.0,1.0,,,,,,,,65.0,40.0,7.0,11.0,0.0789028,1,,,,1.0,5.0,,1.0,1.0,,2.0,1.0,1.0,0.0256,,1.0,3.0,,1.0,,2.0,,,2.0,1.0,,,,,,
12501516,home,Roma,Manu Koné,manu-kone,M. Koné,M,17,186,6943,M,974087,EUR,990057600,M,17,17,False,44.0,41.0,,,0.0,16.0,16.0,25.0,28.0,5.0,4.0,7.0,1.0,,,,,,90.0,62.0,7.0,8.0,0.0225037,1,,,,,6.0,1.0,5.0,3.0,1.0,1.0,,,0.0193,0.1648,,,,,,3.0,,1.0,,,1.0,,,,,
12501516,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,7,186,5687,M,555540,EUR,835142400,M,7,7,False,26.0,22.0,,,0.0,13.0,15.0,10.0,14.0,2.0,,2.0,,,,,,,45.0,36.0,6.8,7.0,0.0106953,2,,,,3.0,3.0,1.0,2.0,1.0,,1.0,1.0,,0.0411,,,,lorepelle7,1.0,1.0,,1.0,,,1.0,1.0,True,,,,
12501516,home,Roma,Angeliño,angelino,Angeliño,M,3,171,3336,M,848355,EUR,852336000,M,3,3,False,44.0,35.0,7.0,3.0,0.0,19.0,19.0,16.0,27.0,4.0,3.0,3.0,3.0,,,,,,90.0,60.0,7.0,15.0,0.243087,0,,,,2.0,,,,,,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,
12501516,home,Roma,Artem Dovbyk,artem-dovbyk,A. Dovbyk,F,9,189,13962,M,798820,EUR,866851200,F,11,11,False,9.0,5.0,,,0.0,3.0,3.0,2.0,7.0,2.0,,1.0,2.0,,,,,,77.0,17.0,7.4,8.0,0.00755992,1,,,,1.0,1.0,,,,1.0,,,2.0,0.2405,0.943,1.0,,tema_dovbyk,,,1.0,,,,,,,1.0,,,
