match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_ownGoals,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goodHighClaim,stat_lastManTackle
12421164,home,FCV Dender,Michael Verrips,,,michael-verrips,M. Verrips,G,34,195.0,102,M,583506,EUR,849571200,G,34,34,False,23.0,18.0,7.0,2.0,0.0,17.0,18.0,1.0,5.0,4.0,1.0,2.0,3.0,90.0,28.0,5.6,5.0,7.677e-05,0,-2.7452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421164,home,FCV Dender,Gilles Ruyssen,,,gilles-ruyssen,G. Ruyssen,D,22,186.0,38,M,329415,EUR,771897600,D,22,22,False,69.0,55.0,15.0,5.0,0.0,39.0,44.0,16.0,25.0,9.0,,,,90.0,79.0,5.9,17.0,0.0112307,0,,True,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12421164,home,FCV Dender,Kobe Cools,,,kobe-cools,K. Cools,D,21,192.0,41,M,793987,EUR,869788800,D,21,21,False,62.0,55.0,8.0,5.0,0.0,45.0,47.0,10.0,15.0,3.0,,,,90.0,83.0,6.9,10.0,0.00684014,0,,,2.0,1.0,8.0,3.0,,1.0,,1.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
12421164,home,FCV Dender,Bryan Goncalves,,,bryan-goncalves,B. Goncalves,D,7,190.0,42,M,775019,EUR,837734400,D,4,4,False,72.0,58.0,14.0,7.0,1.0,36.0,38.0,25.0,40.0,5.0,,,,90.0,101.0,8.2,18.0,0.370182,0,,,,,4.0,1.0,,1.0,,,,9.0,2.0,1.0,6.0,3.0,2.0,8.0,5.0,1.0,2.0,,,,,,,,,,,,,,
12421164,home,FCV Dender,David Hrnčár,,,david-hrncar,D. Hrnčár,M,20,186.0,104,M,924664,EUR,881712000,M,20,20,False,20.0,15.0,2.0,1.0,0.0,9.0,11.0,6.0,10.0,3.0,,,,45.0,37.0,6.7,10.0,0.00561309,0,,,3.0,1.0,1.0,3.0,,1.0,1.0,,,2.0,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
12421164,home,FCV Dender,Roman Kvet,,,roman-kvet,R. Kvet,M,16,187.0,92,M,858926,EUR,882316800,M,16,16,False,36.0,28.0,2.0,1.0,0.0,19.0,21.0,9.0,15.0,4.0,,,,80.0,44.0,6.4,10.0,0.00630289,1,,,3.0,1.0,1.0,,,1.0,,,,2.0,,,,,,1.0,1.0,,,2.0,1.0,1.0,1.0,0.0597,,,,,,,,,
12421164,home,FCV Dender,Nathan Rodes,,,rodes-nathan,N. Rodes,M,18,191.0,34,M,882003,EUR,881798400,M,18,18,False,39.0,33.0,1.0,,0.0,22.0,26.0,11.0,14.0,3.0,,,,90.0,52.0,6.3,8.0,0.0053737,0,,,5.0,,,2.0,,1.0,,1.0,1.0,5.0,,,1.0,,,4.0,,,,4.0,,,,,,,,,,,,,
12421164,home,FCV Dender,Ragnar Oratmangoen,,,ragnar-oratmangoen,R. Oratmangoen,M,11,181.0,5722,M,899651,EUR,885340800,M,26,26,False,43.0,39.0,,,0.0,19.0,21.0,21.0,23.0,12.0,,,,80.0,56.0,6.5,9.0,0.0489708,0,,,3.0,1.0,3.0,,,3.0,1.0,,1.0,3.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,0ratmangoen,,,,,,,,
12421164,home,FCV Dender,Fabio Ferraro,Fabio Ferraro,,fabio-ferraro,F. Ferraro,M,88,180.0,86,M,1145225,EUR,1031011200,M,88,88,False,35.0,24.0,1.0,1.0,0.0,11.0,15.0,13.0,25.0,5.0,,,,90.0,78.0,6.8,27.0,0.0167482,0,,,5.0,1.0,6.0,1.0,,4.0,1.0,,1.0,8.0,,,5.0,,,4.0,2.0,,,,6.0,3.0,,,,,,,,,,,
12421164,home,FCV Dender,Mohamed Berte,Mohamed Berte,,mohamed-berte,M. Berte,F,90,175.0,98,M,1122525,EUR,1017014400,F,90,90,False,17.0,15.0,,,0.0,3.0,4.0,12.0,13.0,1.0,,,,45.0,23.0,6.4,6.0,0.00408655,0,,,6.0,2.0,,,,2.0,1.0,2.0,1.0,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,
12421164,home,FCV Dender,Aurélien Scheidler,,,aurelien-scheidler,A. Scheidler,F,21,192.0,170,M,915567,EUR,896918400,F,11,11,False,26.0,21.0,2.0,2.0,0.0,5.0,7.0,16.0,19.0,5.0,,,,90.0,40.0,7.1,10.0,0.0287382,2,,,8.0,2.0,1.0,,,1.0,1.0,4.0,1.0,5.0,,,,,,,,3.0,1.0,,2.0,1.0,1.0,0.5075,,1.0,1.0,1.0,1.0,0.2079,,,
12421164,home,FCV Dender,Dembo Sylla,Dembo Sylla,,dembo-sylla,D. Sylla,M,22,175.0,1057,M,1397569,EUR,1036886400,D,53,53,True,18.0,15.0,,,0.0,5.0,6.0,10.0,12.0,2.0,1.0,,,45.0,29.0,5.6,6.0,0.407457,0,,,5.0,2.0,1.0,,,,2.0,1.0,,3.0,,,,,,3.0,1.0,,,,1.0,,,,,,,,,,,,
12421164,home,FCV Dender,Bruny Nsimba,,,nsimba-bruny,B. Nsimba,F,77,181.0,280,M,1047536,EUR,954892800,F,77,77,True,8.0,5.0,,,0.0,2.0,3.0,3.0,5.0,2.0,,,,45.0,20.0,6.6,9.0,0.003459,1,,,3.0,1.0,,,,4.0,,1.0,,3.0,,,,,,1.0,1.0,1.0,,,2.0,1.0,,0.0779,,,,,,,1.0,,
12421164,home,FCV Dender,Desmond Acquah,Desmond Acquah,,desmond-acquah,D. Acquah,M,23,173.0,47,M,1388443,EUR,1027382400,M,23,23,True,8.0,7.0,2.0,1.0,0.0,2.0,2.0,5.0,6.0,,,,,10.0,18.0,6.0,8.0,0.0504108,0,,,5.0,2.0,,1.0,,2.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
12421164,home,FCV Dender,Jasper Van Oudenhove,,,jasper-van-oudenhove,J. Oudenhove,M,5,178.0,23,M,1137081,EUR,910051200,M,8,8,True,9.0,8.0,,,0.0,3.0,4.0,5.0,5.0,2.0,,,,10.0,9.0,6.6,1.0,0.00621382,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421164,home,FCV Dender,Julien Devriendt,,,julien-devriendt,J. Devriendt,G,16,189.0,17,M,857141,EUR,911952000,G,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421164,home,FCV Dender,Ridwane M'Barki,,,ridwane-mbarki,R. M'Barki,D,10,173.0,39,M,842287,EUR,773107200,F,7,7,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421164,home,FCV Dender,Kéres Masangu,,,keres-masangu,K. Masangu,M,6,185.0,37,M,867253,EUR,952387200,M,6,6,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421164,home,FCV Dender,Abdoulaye Yahaya,,,abdoulaye-yahaya,A. Yahaya,M,88,170.0,59,M,1021251,EUR,1002412800,M,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421164,home,FCV Dender,Ali Akman,Ali,Akman,akman-ali,A. Akman,F,9,174.0,408,M,958227,EUR,1019088000,F,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421164,away,Royal Antwerp FC,Senne Lammens,,,senne-lammens,S. Lammens,G,31,193.0,27447,M,964753,EUR,1026000000,G,91,91,False,27.0,21.0,12.0,6.0,0.0,18.0,19.0,3.0,8.0,6.0,,,,90.0,35.0,6.6,6.0,0.00099079,0,-0.7921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
12421164,away,Royal Antwerp FC,Zeno Van Den Bosch,,,van-den-bosch-zeno,Z. V. D. Bosch,D,33,191.0,594,M,1103765,EUR,1057449600,D,33,33,False,84.0,67.0,18.0,6.0,0.0,42.0,48.0,25.0,36.0,7.0,,,,90.0,97.0,7.1,17.0,0.0116556,0,,,,,2.0,2.0,,,,,,4.0,1.0,,,,,4.0,3.0,,,,,,,,,,,,,,,,
12421164,away,Royal Antwerp FC,Toby Alderweireld,,,toby-alderweireld,T. Alderweireld,D,,186.0,1445,M,44575,EUR,604800000,D,23,23,False,94.0,79.0,16.0,8.0,0.0,52.0,55.0,27.0,39.0,8.0,,,,90.0,106.0,7.3,15.0,0.00988998,1,,True,1.0,,6.0,1.0,,,,,2.0,4.0,,,,,,2.0,2.0,,,1.0,,,,0.0308,,,1.0,,,0.0218,,,1.0
12421164,away,Royal Antwerp FC,Jaïro Riedewald,,,jairo-riedewald,J. Riedewald,M,44,186.0,1207,M,285989,EUR,842227200,D,4,4,False,65.0,59.0,2.0,2.0,0.0,30.0,32.0,29.0,33.0,3.0,,,,75.0,76.0,7.1,6.0,0.0332067,0,,,1.0,,2.0,2.0,,,,1.0,1.0,5.0,,,,,,2.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,
