match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_interceptionWon,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_goals,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_outfielderBlock,stat_punches
11402001,home,Vitesse,Eloy Room,eloy-room,E. Room,G,188.0,180,M,40859,EUR,602726400,G,1,1,False,True,20.0,19.0,3.0,2.0,19.0,19.0,1.0,1.0,8.0,1.0,3.0,3.0,1.0,1.0,90.0,31.0,7.1,1.0,0.00019906,0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11402001,home,Vitesse,Carlens Arcus,carlens-arcus,C. Arcus,D,180.0,5896,M,794373,EUR,835920000,D,2,2,False,,79.0,67.0,8.0,5.0,19.0,19.0,61.0,3.0,9.0,,,,,,90.0,101.0,8.3,12.0,0.611205,1,,2,1.0,49.0,1.0,1.0,2.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0238,6.0,,,,,,,,,,,,,,
11402001,home,Vitesse,Dominik Oroz,dominik-oroz,D. Oroz,D,190.0,131,M,874936,EUR,972777600,D,6,6,False,,89.0,73.0,12.0,4.0,29.0,34.0,56.0,2.0,4.0,,,,,,90.0,102.0,7.4,20.0,0.206806,1,,5,,44.0,1.0,,3.0,1.0,4.0,4.0,,1.0,,,1.0,,1.0,,,0.0361,2.0,,,3.0,2.0,1.0,,,,,,,,,
11402001,home,Vitesse,Ramon Hendriks,ramon-hendriks,R. Hendriks,D,189.0,435,M,916943,EUR,995414400,D,15,15,False,,79.0,73.0,5.0,1.0,44.0,45.0,34.0,4.0,6.0,,,,,,90.0,89.0,6.8,6.0,0.0130713,0,,3,,29.0,,,1.0,5.0,2.0,7.0,,,,,,,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,
11402001,home,Vitesse,Mica Pinto,mica-pinto,Mica,D,176.0,157,M,785815,EUR,739152000,D,5,5,False,,59.0,54.0,5.0,2.0,24.0,26.0,36.0,,6.0,,,,,,74.0,77.0,7.3,11.0,0.0351196,1,,5,,30.0,3.0,,1.0,,3.0,1.0,2.0,,,,1.0,,,,,0.019,1.0,,,1.0,1.0,2.0,,1.0,,,,,,,
11402001,home,Vitesse,Paxten Aaronson,paxten-aaronson,P. Aaronson,M,175.0,898,M,1035515,EUR,1061856000,M,14,14,False,,31.0,23.0,2.0,,3.0,4.0,29.0,,4.0,,,,,,90.0,49.0,6.6,14.0,0.0362549,5,,31,,20.0,2.0,,2.0,,6.0,5.0,,3.0,1.0,,,,1.0,,,0.6263,,Paxten Aaronson,,2.0,2.0,,2.0,,2.0,1.0,1.0,4.0,,,
11402001,home,Vitesse,Melle Meulensteen,melle-meulensteen,M. Meulensteen,M,185.0,201,M,891795,EUR,931046400,M,20,20,False,,57.0,50.0,6.0,6.0,25.0,27.0,31.0,1.0,6.0,,,,,,90.0,68.0,7.3,10.0,0.142009,3,,21,,26.0,1.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,0.3051,2.0,,,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,
11402001,home,Vitesse,Anis Hadj Moussa,anis-hadj-moussa,A. H. Moussa,F,176.0,22233,M,1218066,EUR,1013385600,M,28,28,False,,41.0,35.0,5.0,4.0,7.0,9.0,46.0,,2.0,,,,,,90.0,91.0,7.5,31.0,0.97039,7,,23,,33.0,14.0,5.0,1.0,,11.0,8.0,1.0,12.0,6.0,1.0,2.0,1.0,,1.0,1.0,0.4805,4.0,,,,,5.0,2.0,,2.0,1.0,3.0,2.0,hadj.a20,,
11402001,home,Vitesse,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,182.0,3151,M,984602,EUR,1066262400,M,17,17,False,,26.0,23.0,1.0,1.0,3.0,4.0,25.0,,3.0,,,,,,74.0,42.0,6.9,11.0,0.0518127,3,,10,,20.0,3.0,,2.0,3.0,5.0,5.0,,2.0,,,1.0,,,,1.0,0.2094,,,,,,2.0,2.0,,1.0,,,2.0,,,
11402001,home,Vitesse,Amine Boutrah,amine-boutrah,A. Boutrah,M,173.0,300,M,975307,EUR,972518400,M,7,7,False,,47.0,39.0,4.0,4.0,10.0,11.0,36.0,,2.0,,,,,,82.0,61.0,7.4,12.0,0.242967,2,,10,,29.0,,,1.0,,2.0,4.0,1.0,,,,,,,,1.0,0.1583,1.0,,,4.0,2.0,3.0,,,,,1.0,1.0,,1.0,
