match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,captain,stat_aerialLost,stat_shotOffTarget,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_penaltyConceded,player_firstName,player_lastName,stat_dispossessed,stat_bigChanceCreated,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_totalOffside,stat_accurateCross,stat_bigChanceMissed,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_punches,stat_errorLeadToAShot,stat_penaltyWon
14773689,home,Al-Qadsiah,Koen Casteels,koen-casteels,K. Casteels,G,1,197.0,1420,M,70987,EUR,709430400,G,1,1,False,34.0,22.0,18.0,6.0,0.0,17.0,20.0,5.0,14.0,8.0,1.0,1.0,4.0,90.0,44.0,7.4,12.0,0.00158847,24.153986266404,5.0,10.92,4.305,0.5807,0,0.4468,0.08,-0.01,-0.05,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773689,home,Al-Qadsiah,Jehad Thakri,thakri-jehad,J. Thakri,D,4,184.0,259,M,1845169,EUR,995673600,D,4,4,False,53.0,49.0,4.0,3.0,0.0,23.0,26.0,26.0,27.0,6.0,,,,90.0,66.0,7.0,7.0,0.479156,80.162678079473,15.0,25.41,8.505,,0,,0.27,0.06,-0.04,,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773689,home,Al-Qadsiah,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180.0,14931,M,69404,EUR,632620800,D,6,6,False,57.0,54.0,1.0,,0.0,36.0,38.0,18.0,19.0,7.0,,,,90.0,70.0,7.3,3.0,0.0108955,177.93226154922,21.0,114.87,14.595,,1,,0.09,0.2,0.23,,,3.0,1.0,8.0,,,4.0,,2.0,2.0,,,nachofdez90,True,1.0,1.0,2.0,3.0,0.0463,-0.42,,,,,,,,,,,,,,,,,,,,,
14773689,home,Al-Qadsiah,Gastón Álvarez,gaston-alvarez,G. Álvarez,D,17,184.0,492,M,980578,EUR,953856000,D,17,17,False,56.0,52.0,2.0,1.0,0.0,27.0,27.0,25.0,29.0,3.0,,,,90.0,68.0,5.7,7.0,0.00739265,51.51651274012,9.0,-1.575,8.715,,0,,-0.11,0.01,-0.59,,,,3.0,2.0,,,2.0,,,2.0,1.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
14773689,home,Al-Qadsiah,Julian Weigl,julian-weigl,J. Weigl,M,5,186.0,1193,M,237068,EUR,810518400,M,5,5,False,85.0,77.0,5.0,3.0,0.0,35.0,37.0,42.0,48.0,4.0,,,,90.0,96.0,7.0,9.0,0.0264195,137.05086790696,21.0,30.87,13.23,,1,,0.17,0.07,-0.12,,,,3.0,5.0,,,,,3.0,4.0,1.0,1.0,,,,1.0,3.0,1.0,0.052,0.0,2.0,,,,,,,,,,,,,,,,,,,,
14773689,home,Al-Qadsiah,Mohammed Abu Al-Shamat,mohammed-waheeb-abu-al-shamat,M. A. Al-Shamat,M,2,170.0,199,M,1804369,EUR,1029024000,M,2,2,False,41.0,35.0,4.0,1.0,1.0,8.0,9.0,27.0,32.0,2.0,,,,90.0,67.0,8.0,14.0,0.711666,236.73961328558,27.0,131.565,20.79,,0,,0.81,0.32,-0.01,,1.0,1.0,6.0,5.0,6.0,2.0,2.0,,2.0,2.0,2.0,,,,1.0,,2.0,,,,,,Mohammed Waheeb Abu Al-Shamat,,1.0,2.0,80.464923815032,5.0,3.0,,,,,,,,,,,,
14773689,home,Al-Qadsiah,Nahitan Nández,nahitan-nandez,N. Nandez,M,8,175.0,1910,M,589620,EUR,820108800,M,8,8,False,47.0,40.0,1.0,,0.0,15.0,18.0,25.0,29.0,6.0,,,,90.0,77.0,6.5,19.0,0.0538804,273.80131269784,27.0,210.84,31.08,,1,,0.0,0.31,-0.15,,7.0,,12.0,9.0,3.0,1.0,,,1.0,6.0,2.0,4.0,,,3.0,1.0,5.0,2.0,0.0686,-0.2,3.0,,,,1.0,,80.287374382704,3.0,,1.0,,,,,,,,,,,
14773689,home,Al-Qadsiah,Musab Al Juwayr,musab-fahd-aljuwayr,M. A. Juwayr,M,10,175.0,850,M,1106234,EUR,1056067200,M,10,10,False,61.0,52.0,5.0,4.0,0.0,13.0,15.0,39.0,46.0,4.0,,,,89.0,81.0,7.4,15.0,0.134252,157.99647135219,25.0,50.19,18.9,,0,,0.3,0.14,-0.06,,5.0,1.0,2.0,6.0,1.0,1.0,,,1.0,3.0,1.0,1.0,,,,,3.0,1.0,,,1.0,,Musab Fahz Aljuwayr,,,,33.438339951258,2.0,1.0,1.0,1.0,,,,,,,,,,
14773689,home,Al-Qadsiah,Christopher Baah,christopher-baah,C. Baah,M,22,172.0,2658,M,1477662,EUR,1102982400,M,22,22,False,45.0,39.0,2.0,1.0,1.0,9.0,11.0,30.0,34.0,3.0,,,,89.0,64.0,7.6,11.0,0.628344,124.55819249281,15.0,85.575,19.635,,2,,0.55,0.24,0.13,,1.0,2.0,3.0,6.0,2.0,,,,,3.0,1.0,1.0,,,,2.0,2.0,1.0,0.2095,-0.26,,,Christopher Baah,,,1.0,71.720676655717,5.0,1.0,,,1.0,,,,,,,,,
14773689,home,Al-Qadsiah,Mateo Retegui,mateo-retegui,M. Retegui,F,32,186.0,15780,M,914501,EUR,925344000,F,32,32,False,18.0,12.0,1.0,1.0,0.0,7.0,9.0,5.0,9.0,3.0,,,,90.0,29.0,6.5,10.0,0.102652,40.905382514799,7.0,4.41,9.03,,1,,0.01,0.1,0.13,,1.0,,4.0,3.0,,,,,,2.0,3.0,3.0,mateoretegui,,1.0,1.0,1.0,1.0,0.0843,-0.1,,,,,,,,,1.0,,,,1.0,,,,,,,,
