match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOwnHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_outfielderBlock,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_dispossessed,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11453215,home,Al Raed,Ahmad Al Harbi,ahmad-al-harbi,A. A. Harbi,G,22,183.0,197,M,828527,EUR,781401600,G,23,23,False,24.0,5.0,24.0,5.0,0.0,1.0,5.0,23.0,4.0,90.0,27.0,6.4,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453215,home,Al Raed,Mohammed Al-Dosari,mohammed-al-dosari,M. Al-Dosari,D,32,,12,M,970908,EUR,931651200,D,32,32,False,27.0,21.0,,,0.0,13.0,11.0,16.0,6.0,90.0,52.0,7.4,9.0,0,11.0,2.0,1.0,3.0,6.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,
11453215,home,Al Raed,Abdullah Al-Fahad,al-fahad-abdullah,A. Al-Fahad,D,19,177.0,20,M,817947,EUR,771638400,D,19,19,False,19.0,16.0,3.0,1.0,0.0,15.0,3.0,4.0,1.0,75.0,33.0,6.8,5.0,0,13.0,,,,2.0,3.0,,,,,4.0,,2.0,2.0,1.0,1.0,2.0,,True,,,,,,,,,,,,
11453215,home,Al Raed,Oumar Gonzalez,oumar-gonzalez,O. Gonzalez,D,21,186.0,312,M,842744,EUR,888364800,D,21,21,False,22.0,14.0,9.0,3.0,0.0,13.0,3.0,9.0,1.0,90.0,33.0,7.1,8.0,0,11.0,,,2.0,2.0,3.0,,,,,9.0,,,,,1.0,,,,3.0,1.0,,,,,,,,,,
11453215,home,Al Raed,Mamadou Loum,mamadou-loum,M. Loum,M,21,193.0,526,M,796059,EUR,851904000,D,5,5,False,31.0,17.0,11.0,2.0,0.0,17.0,5.0,14.0,4.0,90.0,46.0,7.0,15.0,1,12.0,,,,1.0,2.0,,,,,9.0,,,,1.0,1.0,1.0,,,1.0,2.0,,,1.0,,,,,,,
11453215,home,Al Raed,Hamad Al-Jayzani,hamad-al-jayzani,H. Al-Jayzani,D,28,176.0,11,M,802975,EUR,731203200,D,28,28,False,20.0,16.0,2.0,,0.0,12.0,7.0,9.0,5.0,90.0,33.0,7.0,8.0,0,9.0,1.0,,,4.0,7.0,3.0,2.0,2.0,,1.0,,3.0,2.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,
11453215,home,Al Raed,Mohamed Fouzair,mohamed-fouzair,M. Fouzair,M,,168.0,271,M,893191,EUR,693532800,M,10,10,False,23.0,17.0,2.0,1.0,0.0,12.0,6.0,12.0,5.0,88.0,42.0,7.0,15.0,1,11.0,1.0,,,4.0,5.0,1.0,2.0,1.0,,,3.0,3.0,3.0,4.0,1.0,,,,,,,,,2.0,1.0,1.0,,,,
11453215,home,Al Raed,Khalid Alsubaie,khalid-alsubaie,K. Alsubaie,M,27,176.0,8,M,893373,EUR,940896000,M,24,24,False,26.0,19.0,3.0,2.0,0.0,15.0,7.0,12.0,3.0,90.0,40.0,6.8,13.0,1,12.0,1.0,,,3.0,5.0,1.0,1.0,,,2.0,,2.0,1.0,3.0,1.0,1.0,,,2.0,1.0,,,,,1.0,,,,,
11453215,home,Al Raed,Mansour Al Bishi,mansour-al-bishi,M. A. Bishi,M,14,168.0,20,M,982351,EUR,956534400,M,14,14,False,16.0,13.0,,,0.0,11.0,3.0,5.0,5.0,90.0,32.0,6.6,8.0,0,10.0,,,,3.0,3.0,1.0,2.0,,,2.0,,1.0,1.0,3.0,1.0,,,,1.0,,,,,,,,,,,
11453215,home,Al Raed,Amir Saâyoud,amir-saayoud,A. Saâyoud,F,11,170.0,2347,M,309154,EUR,654652800,F,7,7,False,25.0,19.0,4.0,2.0,0.0,8.0,11.0,17.0,5.0,88.0,32.0,6.7,9.0,0,8.0,,,,1.0,1.0,,1.0,1.0,,,,,,2.0,,,,,,,,,,1.0,,1.0,,,,
11453215,home,Al Raed,Karim El Berkaoui,el-berkaoui-karim,K. El Berkaoui,F,33,175.0,2625,M,919719,EUR,818812800,F,11,11,False,10.0,6.0,1.0,,0.0,5.0,2.0,5.0,1.0,64.0,18.0,6.4,5.0,1,4.0,,,3.0,4.0,2.0,,2.0,1.0,,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,1.0,,,
11453215,home,Al Raed,Naif Hazzazi,naif-hazzazi,N. Hazzazi,M,88,176.0,9,M,818734,EUR,717811200,M,18,18,True,7.0,4.0,1.0,,0.0,6.0,1.0,1.0,1.0,26.0,8.0,6.6,3.0,0,3.0,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11453215,home,Al Raed,Abdullah Al Yousif,abdullah-al-yousif,A. A. Yousif,D,13,175.0,9,M,892897,EUR,878083200,D,43,43,True,1.0,1.0,,,0.0,1.0,,,1.0,15.0,4.0,6.6,1.0,0,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
11453215,home,Al Raed,Firas Al-Ghamdi,firas-al-ghamdi,F. Al-Ghamdi,M,14,168.0,31,M,963214,EUR,944179200,F,49,49,True,1.0,1.0,,,0.0,1.0,,,2.0,8.0,7.0,6.7,1.0,0,1.0,,,,2.0,2.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,
11453215,home,Al Raed,Raed Al-Ghamdi,raed-al-ghamdi,R. Al-Ghamdi,F,,176.0,15,M,795468,EUR,768182400,F,9,9,True,1.0,,,,0.0,,,2.0,1.0,8.0,4.0,6.6,2.0,0,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11453215,home,Al Raed,Mshari Sanyoor,mshari-sanyoor,M. Sanyoor,G,50,181.0,64,M,972698,EUR,1007510400,G,50,50,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453215,home,Al Raed,Bander Whaeshi,bander-whaeshi,B. Whaeshi,D,66,,6,M,1522210,EUR,1018915200,D,2,2,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Bander Whaeshi,,,,,,,,,
11453215,home,Al Raed,Nasser Hadhood,nasser-hadhood,N. Hadhood,M,55,170.0,12,M,1385927,EUR,1022803200,M,55,55,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Nasser Maje Hadhood,,,,,,,,,
11453215,home,Al Raed,Omar Shami,omar-shami,O. Shami,M,15,,5,M,1835249,EUR,1080000000,M,13,13,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Omar Shami,,,,,,,,,
11453215,home,Al Raed,Rakan Al-Dosari,rakan-al-dosari,R. Aldosari,F,99,172.0,8,M,1194407,EUR,1012089600,F,20,20,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Rakan Aldosari,,,,,,,,,
11453215,away,Al-Ahli,Edouard Mendy,edouard-mendy,E. Mendy,G,16,195.0,19839,M,845074,EUR,699408000,G,16,16,False,19.0,15.0,6.0,2.0,0.0,16.0,,3.0,5.0,90.0,22.0,6.7,4.0,0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,edou_mendy,1.0,1.0
