match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_totalClearance,stat_wasFouled,stat_aerialWon,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_lastManTackle,stat_expectedGoals,stat_errorLeadToAGoal,captain,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,stat_outfielderBlock,stat_errorLeadToAShot,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11352391,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183.0,26174,M,d_raya1,581310,EUR,811123200,G,22,22,False,23.0,15.0,10.0,2.0,13.0,14.0,2.0,9.0,8.0,1.0,2.0,2.0,90.0,34.0,6.7,9.0,0.00527748,0,-0.0574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352391,home,Arsenal,Takehiro Tomiyasu,tomiyasu-takehiro,T. Tomiyasu,D,32,188.0,10753,M,tomiyasu_t,804434,EUR,910224000,D,18,18,False,67.0,61.0,3.0,1.0,19.0,19.0,43.0,50.0,4.0,,,,79.0,86.0,7.4,13.0,0.119011,0,,,,1.0,2.0,1.0,4.0,6.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11352391,home,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193.0,43258,M,WSaliba4,941168,EUR,985392000,D,2,2,False,67.0,63.0,4.0,4.0,41.0,43.0,22.0,24.0,1.0,,,,90.0,69.0,6.6,4.0,0.0132284,0,,,,,,,2.0,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11352391,home,Arsenal,Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,190.0,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,61.0,52.0,4.0,3.0,27.0,31.0,25.0,30.0,2.0,,,,90.0,72.0,7.5,9.0,0.0112752,2,,,,,,,1.0,6.0,,,,,1.0,1.0,,,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.3522,,,,,,,,,,,,,,
11352391,home,Arsenal,Oleksandr Zinchenko,oleksandr-zinchenko,O. Zinchenko,D,47,175.0,18055,M,OZinchenko,287643,EUR,850608000,D,35,35,False,78.0,74.0,3.0,2.0,30.0,31.0,44.0,47.0,8.0,,,,90.0,93.0,6.9,8.0,0.122969,0,,,,1.0,,,4.0,4.0,3.0,,,1.0,3.0,3.0,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,
11352391,home,Arsenal,Martin Ødegaard,martin-odegaard,M. Ødegaard,M,8,178.0,78911,M,Ødegaard,547410,EUR,913852800,M,8,8,False,88.0,78.0,2.0,2.0,16.0,16.0,63.0,75.0,5.0,,,,89.0,98.0,9.2,14.0,0.77776,1,,,,,3.0,1.0,4.0,,,,,,,,1.0,2.0,6.0,,,,,3.0,,,,0.1722,,True,2.0,1.0,1.0,0.2695,,,,,,,,
11352391,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188.0,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,83.0,76.0,7.0,4.0,26.0,27.0,50.0,57.0,5.0,,,,90.0,99.0,7.3,9.0,0.0377484,3,,,,,1.0,,2.0,3.0,,,,5.0,2.0,,1.0,,,,3.0,1.0,,,1.0,2.0,,0.158,,,2.0,,,,,,,,,,,
11352391,home,Arsenal,Leandro Trossard,leandro-trossard,L. Trossard,F,19,172.0,31477,M,leandrotrossard,135666,EUR,786499200,M,19,19,False,44.0,35.0,3.0,3.0,19.0,23.0,16.0,23.0,10.0,,,,90.0,68.0,6.7,15.0,0.0284722,5,,,,,2.0,,6.0,5.0,,2.0,,3.0,3.0,2.0,2.0,2.0,1.0,,,1.0,1.0,,2.0,1.0,,0.75,,,2.0,2.0,,1.0407,2.0,,,,,,,
11352391,home,Arsenal,Bukayo Saka,bukayo-saka,B. Saka,F,7,178.0,182271,M,BSaka7,934235,EUR,999648000,F,7,7,False,50.0,42.0,4.0,3.0,4.0,5.0,41.0,51.0,2.0,,,,89.0,84.0,8.2,21.0,0.686663,3,,,,,6.0,3.0,8.0,8.0,2.0,7.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,,1.0,,,0.3202,,,,2.0,1.0,0.2455,,1.0,,,,,,
11352391,home,Arsenal,Gabriel Jesus,gabriel-jesus,G. Jesus,F,9,175.0,74471,M,GabrielJesus,794839,EUR,860025600,F,9,9,False,11.0,10.0,,,2.0,2.0,8.0,9.0,4.0,,,,67.0,18.0,6.5,5.0,0.0380817,2,,,,,,,5.0,1.0,,1.0,,,,,3.0,,1.0,3.0,,,1.0,,1.0,,,0.5216,,,1.0,1.0,,0.1293,1.0,2.0,,,,,,
