match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_interceptionWon,player_sofascoreId,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,player_firstName,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,player_lastName,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt,stat_goals
12437774,home,Celta Vigo,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190,509,M,32023,EUR,537235200,G,13,13,False,21.0,20.0,3.0,2.0,0.0,19.0,19.0,1.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,90.0,29.0,6.8,1.0,0.00075958,0,0.0261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437774,home,Celta Vigo,Javier Manquillo,javier-manquillo,J. Manquillo,D,2,180,210,M,210082,EUR,768096000,D,22,22,False,72.0,63.0,4.0,1.0,0.0,35.0,39.0,28.0,34.0,1.0,2.0,5.0,,,,70.0,81.0,7.2,10.0,0.0502816,0,,1.0,1.0,4.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
12437774,home,Celta Vigo,Carl Starfelt,carl-starfelt,C. Starfelt,D,2,185,781,M,360718,EUR,801964800,D,2,2,False,104.0,100.0,5.0,4.0,0.0,67.0,68.0,33.0,36.0,3.0,2.0,3.0,,,,90.0,115.0,7.4,4.0,0.0171081,0,,,3.0,4.0,2.0,,,1.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,
12437774,home,Celta Vigo,Marcos Alonso,marcos-alonso,M. Alonso,D,20,188,7636,M,69408,EUR,662342400,D,20,20,False,105.0,94.0,9.0,4.0,0.0,55.0,58.0,39.0,47.0,2.0,4.0,8.0,1.0,,,90.0,116.0,7.3,12.0,0.0418414,0,,,,1.0,,,,1.0,1.0,3.0,marcosalonso28,1.0,1.0,,,,,,,,,,,,,,,,,,,
12437774,home,Celta Vigo,Sergio Carreira,sergio-carreira,S. Carreira,M,5,170,466,M,1002764,EUR,971395200,M,5,5,False,30.0,28.0,,,0.0,7.0,7.0,23.0,26.0,3.0,2.0,2.0,1.0,,,90.0,47.0,7.3,6.0,0.876434,0,,3.0,,2.0,,1.0,1.0,,,,,1.0,3.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
12437774,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170,770,M,835484,EUR,918000000,M,8,8,False,88.0,80.0,6.0,3.0,0.0,44.0,48.0,36.0,40.0,5.0,2.0,5.0,,,,90.0,97.0,7.4,8.0,0.170451,0,,,2.0,3.0,,3.0,3.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
12437774,home,Celta Vigo,Hugo Sotelo,hugo-sotelo,H. Sotelo,M,22,180,632,M,1120669,EUR,1071792000,M,33,33,False,82.0,77.0,4.0,3.0,0.0,41.0,41.0,36.0,43.0,,1.0,5.0,,,,84.0,87.0,6.9,8.0,0.0399075,1,,2.0,1.0,2.0,,,,,,,,1.0,,,,,,,Hugo Sotelo,1.0,1.0,0.0831,,,,,,,,,,
12437774,home,Celta Vigo,Hugo Álvarez,hugo-alvarez,H. Álvarez,M,23,176,698,M,1154935,EUR,1057104000,M,30,30,False,56.0,44.0,2.0,,0.0,22.0,26.0,22.0,32.0,3.0,1.0,4.0,,,,90.0,88.0,6.5,22.0,0.0236407,0,,2.0,,5.0,1.0,2.0,2.0,,,,,3.0,,,1.0,5.0,1.0,,Hugo Álvarez,,,,,,,,,,,,,
12437774,home,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176,5000,M,19356,EUR,554774400,F,10,10,False,30.0,19.0,3.0,3.0,0.0,7.0,12.0,12.0,18.0,4.0,,3.0,2.0,,,84.0,45.0,7.2,15.0,0.0728118,4,,,,3.0,,,,1.0,,1.0,i.aspas10,1.0,,,1.0,3.0,2.0,,,,2.0,0.2169,True,2.0,0.4088,,,,,,,
12437774,home,Celta Vigo,Borja Iglesias,borja-iglesias,B. Iglesias,F,7,187,4084,M,785989,EUR,727228800,F,7,7,False,17.0,11.0,,,0.0,6.0,9.0,5.0,9.0,4.0,1.0,4.0,2.0,,,76.0,34.0,6.8,11.0,0.0275063,2,,1.0,,5.0,,1.0,1.0,2.0,,3.0,,1.0,1.0,,2.0,2.0,1.0,,,,,0.4846,,2.0,0.6827,1.0,,,,,,
