match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_goalAssist,stat_aerialWon,stat_bigChanceCreated,stat_hitWoodwork,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_penaltyConceded,stat_fouls,player_firstName,stat_totalClearance,stat_totalCross,stat_accurateCross,stat_totalContest,stat_dispossessed,stat_wasFouled,stat_wonContest,stat_goals,stat_totalOffside,stat_lastManTackle,player_lastName,stat_goodHighClaim,stat_punches,stat_bigChanceMissed,stat_penaltyWon,stat_errorLeadToAShot
12264377,home,Barcelona,Marc-André Ter Stegen,marc-andre-ter-stegen,M. ter Stegen,G,22,187,119658,M,terStegen,88625,EUR,704592000,G,1,1,False,True,25.0,25.0,6.0,6.0,24.0,24.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,32.0,6.2,1.0,0.0002809,0,-0.5288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12264377,home,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,23,180,147044,M,JKoundé,827212,EUR,910828800,D,23,23,False,,122.0,114.0,12.0,6.0,28.0,30.0,86.0,92.0,3.0,,,,,,,,90.0,137.0,7.3,9.0,0.100887,3,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1098,0.015,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12264377,home,Barcelona,Ronald Araújo,ronald-araujo,R. Araújo,D,4,191,137257,M,RAraújo,925097,EUR,920764800,D,4,4,False,,92.0,87.0,4.0,1.0,45.0,46.0,42.0,46.0,10.0,,,,,,,,90.0,104.0,8.0,5.0,0.0456946,6,,,1.0,6.0,,1.0,3.0,2.0,1.0,0.6012,0.1843,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12264377,home,Barcelona,Pau Cubarsí,pau-cubarsi,P. Cubarsí,D,5,184,156448,M,PauCubarsí,1402913,EUR,1169424000,D,33,33,False,,58.0,52.0,8.0,6.0,21.0,21.0,31.0,37.0,2.0,,,,,,,,45.0,60.0,6.5,6.0,0.00947375,0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,1.0,Pau Cubarsí,1.0,,,,,,,,,,,,,,,
12264377,home,Barcelona,João Cancelo,joao-cancelo,J. Cancelo,D,2,182,90478,M,JCancelo,138892,EUR,769996800,D,2,2,False,,54.0,47.0,3.0,1.0,18.0,19.0,31.0,40.0,6.0,,2.0,,,,,,80.0,79.0,7.0,15.0,0.109517,1,,,5.0,3.0,1.0,,1.0,,2.0,0.0225,0.1896,1.0,,1.0,,,,2.0,2.0,,3.0,,,5.0,2.0,1.0,,,,,,,,,,,,
12264377,home,Barcelona,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180,51151,M,IGunny,45853,EUR,656726400,M,22,22,False,,87.0,83.0,6.0,5.0,40.0,42.0,49.0,56.0,6.0,,,,,,,,90.0,107.0,7.4,12.0,0.517203,1,,,4.0,1.0,1.0,,,1.0,,0.1165,,5.0,1.0,,,,,1.0,,,,,,11.0,6.0,,3.0,1.0,,,,,,,,,,
12264377,home,Barcelona,Andreas Christensen,andreas-christensen,A. Christensen,D,15,188,56340,M,andreaschristensen3,186795,EUR,829094400,M,15,15,False,,29.0,22.0,,,7.0,8.0,15.0,21.0,1.0,,,,,,,,45.0,32.0,6.5,7.0,0.0272219,0,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12264377,home,Barcelona,Fermín López,fermin-lopez,F. López,M,16,176,179218,M,FermínLópez,1153270,EUR,1052611200,M,16,16,False,,27.0,23.0,3.0,2.0,7.0,8.0,16.0,22.0,2.0,,4.0,,,,,,73.0,47.0,7.1,13.0,0.0142157,2,,,5.0,4.0,1.0,,1.0,1.0,2.0,0.3221,0.7767,,,,,,,,,,2.0,Fermín López,,3.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,
12264377,home,Barcelona,Lamine Yamal,lamine-yamal,L. Yamal,M,10,180,1693852,M,Lamiyamal,1402912,EUR,1184284800,F,27,27,False,,72.0,64.0,,,8.0,9.0,57.0,67.0,3.0,,4.0,,,,,,90.0,98.0,7.3,22.0,0.305174,3,,,6.0,4.0,,2.0,,1.0,,0.2026,,2.0,,,,,,,,,1.0,,,4.0,1.0,8.0,1.0,,4.0,,,,,,,,,
12264377,home,Barcelona,Robert Lewandowski,robert-lewandowski,R. Lewandowski,F,9,186,575097,M,Lewa,41789,EUR,588124800,F,9,9,False,,10.0,8.0,,,4.0,4.0,5.0,7.0,,,4.0,,,,,,90.0,27.0,9.3,8.0,0.110414,5,,2.0,5.0,2.0,,,5.0,,,0.5505,0.8909,,,2.0,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,3.0,2.0,,,,,,,
12264377,home,Barcelona,Raphinha,raphinha,Raphinha,M,11,176,878494,M,Raphinha,831005,EUR,850521600,F,11,11,False,,22.0,20.0,,,9.0,9.0,12.0,18.0,2.0,,2.0,,,,,,66.0,36.0,7.2,8.0,0.116229,1,,,1.0,,,,1.0,,,0.0622,0.3408,2.0,1.0,,1.0,,,1.0,,,1.0,,2.0,5.0,1.0,,,,,,,,,,,,,
12264377,home,Barcelona,Iñigo Martínez,inigo-martinez,I. Martínez,D,26,181,62317,M,IñigoMartínez,173883,EUR,674438400,D,5,5,True,,56.0,50.0,8.0,4.0,17.0,17.0,33.0,39.0,4.0,,1.0,,,,,,45.0,60.0,7.2,7.0,0.0638774,0,,1.0,2.0,4.0,,,,,1.0,,,,,2.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,
