match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_goalAssist,stat_totalContest,stat_bigChanceCreated,stat_aerialWon,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goodHighClaim
11369971,home,Cercle Brugge,Warleson,,,warleson,Warleson,G,1,191,144,M,861071,EUR,841449600,G,1,1,False,23.0,7.0,21.0,5.0,2.0,3.0,5.0,20.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,90.0,29.0,6.9,16.0,0.00418115,0,0.1633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369971,home,Cercle Brugge,Thibo Somers,,,somers-thibo,T. Somers,F,24,183,225,M,1002804,EUR,921542400,D,34,34,False,25.0,19.0,5.0,3.0,3.0,5.0,16.0,20.0,2.0,4.0,,,,,,90.0,49.0,7.1,13.0,0.0130353,0,,True,1.0,6.0,6.0,2.0,2.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
11369971,home,Cercle Brugge,Edgaras Utkus,,,edgaras-utkus,E. Utkus,D,3,190,321,M,921180,EUR,961632000,D,3,3,False,21.0,17.0,7.0,3.0,9.0,10.0,8.0,11.0,3.0,3.0,,,,,,45.0,32.0,7.3,6.0,0.356991,0,,,2.0,4.0,3.0,,1.0,3.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11369971,home,Cercle Brugge,Jesper Daland,,,jesper-daland,J. Daland,D,2,188,224,M,958915,EUR,947116800,D,4,4,False,37.0,28.0,11.0,4.0,15.0,16.0,13.0,21.0,2.0,5.0,,,,,,90.0,53.0,6.8,12.0,0.0708436,1,,,,2.0,6.0,,2.0,2.0,1.0,2.0,1.0,1.0,,,,2.0,,2.0,1.0,1.0,1.0,0.006,,,,,,,,,
11369971,home,Cercle Brugge,Flávio Nazinho,,,nazinho-flavio,F. Nazinho,D,20,180,637,M,1006113,EUR,1058659200,D,20,20,False,14.0,7.0,2.0,1.0,1.0,2.0,10.0,22.0,,4.0,,,,,,69.0,41.0,7.0,16.0,0.10997,0,,,1.0,6.0,6.0,3.0,1.0,4.0,1.0,1.0,,2.0,,1.0,,1.0,,1.0,1.0,,,,10.0,4.0,,,,,,,
11369971,home,Cercle Brugge,Leonardo Lopes,,,leonardo-lopes,L. Lopes,M,22,168,202,M,783478,EUR,912384000,M,22,22,False,23.0,18.0,1.0,1.0,7.0,7.0,11.0,16.0,3.0,,,,,,,90.0,42.0,6.5,9.0,0.0110189,1,,,1.0,7.0,4.0,,1.0,,,1.0,2.0,3.0,,,,3.0,,2.0,,1.0,1.0,0.0577,,,,,,,,,
11369971,home,Cercle Brugge,Hannes Van Der Bruggen,,,hannes-van-der-bruggen,H. V. D. Bruggen,M,28,180,73,M,94290,EUR,733622400,M,28,28,False,25.0,23.0,3.0,1.0,6.0,6.0,17.0,20.0,7.0,5.0,,,,,,77.0,42.0,6.9,6.0,0.0264847,2,,,,5.0,3.0,4.0,,3.0,1.0,1.0,,,,1.0,,,,,,2.0,,0.1445,1.0,,1.0,,,,,,
11369971,home,Cercle Brugge,Alan Minda,,,minda-alan,A. Minda,F,27,171,2590,M,1122552,EUR,1052870400,M,11,11,False,13.0,12.0,1.0,1.0,2.0,2.0,10.0,11.0,,1.0,,,,,,69.0,26.0,8.5,8.0,0.66683,1,,,,8.0,3.0,2.0,,1.0,1.0,2.0,,2.0,,3.0,2.0,4.0,1.0,1.0,1.0,,,0.2725,,,1.0,1.0,1.0,0.97,,,
11369971,home,Cercle Brugge,Félix Lemaréchal,,,felix-lemarechal,F. Lemaréchal,M,80,181,808,M,1130942,EUR,1060214400,M,6,6,False,34.0,30.0,1.0,,9.0,9.0,21.0,28.0,,11.0,,,,,,90.0,57.0,8.3,8.0,0.0352733,3,,,2.0,5.0,10.0,1.0,1.0,6.0,5.0,,,1.0,,3.0,1.0,4.0,1.0,1.0,3.0,3.0,,0.1279,3.0,,,,,,,,
11369971,home,Cercle Brugge,Kazeem Olaigbe,,,kazeem-olaigbe,K. Olaigbe,F,70,178,763,M,1004346,EUR,1041465600,M,19,19,False,16.0,14.0,,,2.0,2.0,12.0,15.0,2.0,4.0,,,,,,69.0,31.0,7.7,6.0,0.109467,1,,,,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,0.0999,1.0,,1.0,1.0,1.0,0.1011,,,
