match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,captain,stat_shotOffTarget,stat_interceptionWon,player_firstName,player_lastName,stat_outfielderBlock,stat_fouls,player_sofascoreId,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_punches,stat_lastManTackle,stat_errorLeadToAShot
14572808,home,Panathinaikos FC,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2919,M,826201,EUR,917049600,G,40,40,False,24.0,18.0,10.0,4.0,0.0,17.0,19.0,1.0,5.0,1.0,8.0,1.0,1.0,1.0,2.0,90.0,33.0,7.0,7.0,0.00063057,40.7675846381,9.0,11.025,4.83,0.2139,0,0.2405,0.04,-0.01,0.23,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572808,home,Panathinaikos FC,Davide Calabria,davide-calabria,D. Calabria,D,2,177,2434,M,318607,EUR,849830400,D,2,2,False,57.0,47.0,3.0,1.0,0.0,13.0,16.0,34.0,41.0,5.0,2.0,,,,,90.0,83.0,7.4,16.0,0.213643,208.62526149082,27.0,78.435,19.32,,2,,0.58,0.16,-0.02,,4.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,0.1348,2.0,0.01,,,,,,,,,,,,,,,,
14572808,home,Panathinaikos FC,Sverrir Ingi Ingason,sverrir-ingi-ingason,S. I. Ingason,D,15,188,492,M,120970,EUR,744508800,D,15,15,False,88.0,78.0,7.0,3.0,0.0,41.0,44.0,37.0,44.0,9.0,6.0,,,,,90.0,106.0,7.5,11.0,0.0345579,404.387523665,51.0,184.38,24.255,,1,,0.32,0.17,0.37,,1.0,,4.0,7.0,4.0,,,1.0,1.0,,5.0,1.0,1.0,,0.0603,,-0.18,True,1.0,1.0,,,,,,,,,,,,,
14572808,home,Panathinaikos FC,Erik Palmer-Brown,erik-palmer-brown,E. Palmer-Brown,D,14,190,561,M,540112,EUR,861840000,D,14,14,False,71.0,67.0,3.0,2.0,0.0,35.0,36.0,32.0,35.0,6.0,4.0,,,,,90.0,87.0,7.6,4.0,0.0469454,222.00984107302,31.0,135.975,34.545,,1,,0.28,0.31,0.29,,,,1.0,3.0,3.0,,,,,,8.0,3.0,2.0,,0.0616,1.0,-0.35,,1.0,2.0,,,1.0,2.0,,,,,,,,,
14572808,home,Panathinaikos FC,Ahmed Touba,ahmed-touba,A. Touba,D,5,190,4977,M,856216,EUR,889747200,D,5,5,False,31.0,23.0,4.0,,0.0,12.0,15.0,11.0,16.0,1.0,4.0,,,,,58.0,43.0,6.3,10.0,0.0091278,104.05812789352,12.0,57.645,26.46,,0,,-0.03,0.09,0.13,,,,2.0,1.0,5.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,2.0,Toubaahmed59,1.0,,,,,,,
14572808,home,Panathinaikos FC,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,559,M,799216,EUR,864345600,M,4,4,False,67.0,63.0,5.0,3.0,0.0,15.0,15.0,48.0,52.0,6.0,4.0,,,,,90.0,79.0,7.4,6.0,0.0564955,225.43766071914,34.0,66.57,19.425,,1,,0.31,0.1,0.21,,1.0,,,,,,,1.0,1.0,,1.0,5.0,3.0,1.0,0.0612,,-0.18,,1.0,1.0,,,,,,,,,,,,,
14572808,home,Panathinaikos FC,Manolis Siopis,manolis-siopis,M. Siopis,M,6,168,971,M,136675,EUR,768873600,M,6,6,False,23.0,17.0,3.0,1.0,0.0,9.0,11.0,8.0,12.0,2.0,1.0,1.0,,,,58.0,30.0,6.1,7.0,0.0122842,54.009094418907,8.0,14.91,9.45,,0,,-0.1,0.02,-0.18,,,,2.0,,8.0,3.0,1.0,,,,,1.0,,,,1.0,,,,1.0,,,,2.0,,,,,,,,,
14572808,home,Panathinaikos FC,Tetê,tete,Tetê,F,21,175,4004,M,980327,EUR,950572800,M,10,10,False,56.0,43.0,2.0,2.0,0.0,9.0,13.0,34.0,43.0,8.0,3.0,2.0,,,,90.0,83.0,7.2,25.0,0.0782728,245.59644369611,33.0,155.82,16.275,,5,,0.18,0.46,-0.03,,6.0,,2.0,1.0,5.0,,1.0,7.0,5.0,1.0,,,,1.0,0.432,,-0.52,,2.0,,,,,,Tete,,1.0,2.0,0.0521,,,,
14572808,home,Panathinaikos FC,Filip Đuričić,filip-duricic,F. Đuričić,M,31,181,1071,M,69367,EUR,696729600,M,31,31,False,23.0,20.0,,,0.0,4.0,4.0,16.0,19.0,6.0,3.0,2.0,,,,90.0,48.0,6.5,14.0,0.0195439,100.28025240581,12.0,68.775,21.0,,1,,-0.4,0.33,0.0,,6.0,1.0,1.0,,7.0,,4.0,3.0,3.0,,,1.0,1.0,2.0,0.0233,1.0,-0.19,,,,,,,2.0,,,,1.0,0.0884,,,,
14572808,home,Panathinaikos FC,Anass Zaroury,anass-zaroury,A. Zaroury,F,9,176,4225,M,877036,EUR,973555200,M,9,9,False,48.0,41.0,,,0.0,12.0,14.0,29.0,34.0,8.0,4.0,1.0,,,,90.0,79.0,7.8,19.0,0.218551,347.86242117791,38.0,211.26,23.625,,3,,0.44,0.42,-0.05,,12.0,3.0,,1.0,4.0,1.0,1.0,7.0,6.0,2.0,1.0,,,,0.0559,4.0,-0.16,,1.0,,,,,1.0,zaroury,,,,,1.0,,,
