match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,captain,stat_outfielderBlock,stat_shotOffTarget,stat_expectedGoals,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_bigChanceMissed,stat_dispossessed,stat_bigChanceCreated,stat_errorLeadToAShot,player_sofascoreId,stat_lastManTackle,stat_hitWoodwork
13472699,home,Vitória,Lucas Arcanjo,lucas-arcanjo,L. Arcanjo,G,1,190,811,M,982558,EUR,902534400,G,1,1,False,30.0,13.0,25.0,8.0,0.0,5.0,6.0,8.0,24.0,2.0,9.0,1.0,5.0,1.0,1.0,1.0,90.0,37.0,7.7,17.0,0.00347184,19.44473659728,3.0,2.0932351189455,0.0,0,0.3235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472699,home,Vitória,Paulo Roberto,paulo-roberto-dos-santos-almeida,P. Roberto,D,50,177,58,M,2112480,EUR,1131840000,D,50,50,False,9.0,7.0,2.0,1.0,0.0,5.0,6.0,2.0,3.0,3.0,1.0,,,,,,52.0,26.0,6.7,6.0,0.0217074,32.490090101284,5.0,5.79594281117,0.0,0,,Paulo Roberto,dos Santos Almeida,3.0,2.0,2.0,9.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,
13472699,home,Vitória,Camutanga,camutanga,Camutanga,D,4,189,505,M,931759,EUR,749088000,D,4,4,False,16.0,13.0,3.0,,0.0,8.0,8.0,5.0,8.0,9.0,3.0,,,,,,90.0,30.0,6.9,4.0,0.0016751,34.948638651089,6.0,15.238572284948,0.0,0,,,,,,2.0,2.0,2.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
13472699,home,Vitória,Lucas Halter,lucas-halter,L. Halter,D,5,187,777,M,905450,EUR,957225600,D,5,5,False,20.0,16.0,4.0,2.0,0.0,10.0,10.0,6.0,10.0,4.0,1.0,,,,,,90.0,30.0,7.5,4.0,0.00280642,45.827349162667,7.0,18.502714428358,0.0,0,,,,,,,,1.0,,,,1.0,,,,,,,,True,4.0,,,,,,,,,,,,,,,,
13472699,home,Vitória,Ramon,ramon,Ramon,D,13,176,862,M,980761,EUR,984441600,D,13,13,False,18.0,11.0,6.0,1.0,0.0,7.0,9.0,4.0,9.0,5.0,2.0,,,,,,90.0,41.0,6.7,13.0,0.00613772,88.393219030315,13.0,5.5316239092778,0.0,1,,,,1.0,,2.0,7.0,2.0,2.0,,1.0,1.0,1.0,3.0,,1.0,2.0,,,,,1.0,0.0176,,,,,,,,,,,,,,
13472699,home,Vitória,Gabriel Baralhas,gabriel-baralhas,G. Baralhas,M,44,178,849,M,922575,EUR,907977600,M,44,44,False,28.0,26.0,3.0,1.0,0.0,17.0,18.0,9.0,10.0,1.0,5.0,,,,,,90.0,45.0,7.2,3.0,0.00992697,83.300437973087,13.0,-1.3060701127053,0.0,2,,,,,,,3.0,8.0,1.0,2.0,2.0,5.0,3.0,1.0,,,,2.0,,,,2.0,0.0469,1.0,,,,,,,,,,,,,
13472699,home,Vitória,Willian Oliveira,willian-oliveira,W. Oliveira,M,29,179,410,M,295167,EUR,737510400,M,29,29,False,10.0,10.0,,,0.0,5.0,5.0,5.0,5.0,1.0,2.0,,,,,,90.0,19.0,6.8,1.0,0.00286255,32.849239486312,4.0,-1.3990768666984,0.0,1,,,,,,,3.0,3.0,,,1.0,1.0,,3.0,,,1.0,2.0,,,,1.0,0.0147,,,,,,,,,,,,,,
13472699,home,Vitória,Erick,erick,Erick,F,33,173,1390,M,895650,EUR,881712000,M,33,33,False,26.0,16.0,7.0,1.0,0.0,6.0,9.0,10.0,17.0,1.0,6.0,,,,,,75.0,40.0,7.6,13.0,0.0133742,163.98310640392,13.0,69.830694664029,5.0,2,,,,1.0,,,2.0,4.0,,1.0,,2.0,2.0,2.0,2.0,,,1.0,,,,,0.0678,1.0,1.0,1.0,1.0,0.6026,26.128090177539,88.912144583504,,,,,,,
13472699,home,Vitória,Aitor Cantalapiedra,aitor-cantalapiedra,A. Cantalapiedra,F,17,178,882,M,823831,EUR,823910400,M,17,17,False,21.0,15.0,4.0,2.0,0.0,8.0,11.0,7.0,10.0,1.0,9.0,,,,,,67.0,32.0,7.1,7.0,0.0631102,107.0161265023,13.0,40.207176753733,3.0,3,,,,2.0,1.0,,1.0,3.0,1.0,1.0,,,,,4.0,,,2.0,,,,1.0,0.195,1.0,1.0,1.0,,0.2208,18.929347653349,44.323163626192,1.0,,,,,,
13472699,home,Vitória,Osvaldo,osvaldo,Osvaldo,M,11,170,559,M,90468,EUR,545097600,M,11,11,False,14.0,11.0,1.0,1.0,1.0,3.0,3.0,8.0,11.0,,6.0,,,,,,75.0,34.0,7.1,13.0,0.0357823,139.63317984434,15.0,-7.9518810059316,0.0,1,,,,4.0,,1.0,3.0,4.0,,4.0,3.0,,,,1.0,1.0,3.0,1.0,,,,,0.071,2.0,,1.0,,,,,,,,,,,
