match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_dispossessed,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_challengeLost,stat_onTargetScoringAttempt,stat_wonTackle,stat_keyPass,stat_totalOffside,player_height,stat_bigChanceCreated,stat_bigChanceMissed,stat_goalAssist,stat_goals
11886356,home,RKVV DEM,Thom De Vries,,,thom-de-vries,T. D. Vries,F,,2,M,920222,EUR,641606400,F,10,10,False,12.0,7.0,1.0,,1.0,1.0,6.0,11.0,,1.0,,,,,,90.0,22.0,6.7,10.0,1,,,1.0,,3.0,2.0,2.0,1.0,,,4.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,
11886356,home,RKVV DEM,Fons Trieling,Fons Trieling,,fons-trieling,F. Trieling,D,31,2,M,1423725,EUR,1056585600,D,13,13,True,23.0,18.0,4.0,2.0,17.0,18.0,1.0,6.0,1.0,3.0,,,,,,48.0,34.0,6.4,9.0,0,1.0,,,,3.0,4.0,3.0,1.0,,3.0,,,,,1.0,,,,,,,,1.0,,,,,,,
11886356,home,RKVV DEM,Nigel Daniels,Nigel Daniels,,nigel-daniels,N. Daniels,F,,0,M,1423712,EUR,900201600,F,20,20,True,2.0,1.0,,,,,1.0,2.0,,,,,,,,13.0,6.0,6.3,5.0,0,,,,,2.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
11886356,home,RKVV DEM,Kick de Goede,Kick de Goede,,kick-de-goede,K. d. Goede,F,7,0,M,1423719,EUR,917136000,F,21,21,True,1.0,1.0,,,,,1.0,1.0,,,,,,,,13.0,4.0,6.4,2.0,0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
11886356,home,RKVV DEM,Michael Obioha,Michael Obioha,,michael-obioha,M. Obioha,D,,2,M,1423708,EUR,848534400,D,15,15,True,2.0,1.0,,,,,1.0,2.0,,,,,,,,1.0,2.0,,1.0,0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11886356,home,RKVV DEM,Ivan Aragones Gomez,Ivan Gomez,,ivan-gomez,I. Gomez,G,22,0,M,1423727,EUR,1047254400,G,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11886356,home,RKVV DEM,Julen Calle Solbes,Julen,Calle Solbes,julen-calle-solbes,J. C. Solbes,D,39,1,M,1594357,EUR,1008806400,D,14,14,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11886356,home,RKVV DEM,Daan Koster,Daan Koster,,daan-koster,D. Koster,M,17,0,M,1423739,EUR,981417600,M,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11886356,home,RKVV DEM,Bas Arp,Bas Arp,,bas-arp,B. Arp,M,8,1,M,1627574,EUR,1023580800,M,18,18,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11886356,home,RKVV DEM,Ogur Kaya,,,ogur-kaya,O. Kaya,F,,0,M,866489,EUR,710467200,M,8,8,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11886356,away,Excelsior Maassluis,Tobias Van der Kleij,Tobias Van der Kleij,,tobias-van-der-kleij,T. V. d. Kleij,G,1,10,M,1145402,EUR,1018742400,G,16,16,False,30.0,14.0,21.0,5.0,10.0,13.0,4.0,17.0,,14.0,,1.0,3.0,1.0,1.0,90.0,41.0,7.3,16.0,0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11886356,away,Excelsior Maassluis,Vincent Schippers,Vincent,Schippers,vincent-schippers,V. Schippers,D,10,6,M,916948,EUR,983664000,D,5,5,False,32.0,22.0,8.0,3.0,14.0,17.0,9.0,18.0,1.0,6.0,,,,,,90.0,63.0,6.9,18.0,1,3.0,1.0,,,7.0,4.0,1.0,,2.0,4.0,1.0,,1.0,,2.0,1.0,,,,,3.0,,2.0,1.0,,182.0,,,,
11886356,away,Excelsior Maassluis,Kevin Ringeling,Kevin,Ringeling,kevin-ringeling,K. Ringeling,D,3,3,M,866676,EUR,893203200,D,3,3,False,31.0,21.0,5.0,1.0,18.0,23.0,3.0,8.0,4.0,6.0,,,,,,90.0,47.0,7.0,11.0,0,,,,2.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,1.0,,,,,187.0,,,,
11886356,away,Excelsior Maassluis,Gabri Urbanus,Gabri Urbanus,,gabri-urbanus,G. Urbanus,D,,3,M,1084557,EUR,960595200,D,4,4,False,38.0,29.0,14.0,8.0,22.0,23.0,7.0,15.0,3.0,6.0,,,,,,90.0,47.0,7.2,11.0,1,,,2.0,1.0,3.0,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,1.0,,,
11886356,away,Excelsior Maassluis,Yael Eisden,Yael,Eisden,yael-eisden,Y. Eisden,D,15,5,M,806290,EUR,758246400,D,15,15,False,40.0,25.0,9.0,2.0,12.0,16.0,13.0,24.0,5.0,9.0,,,,,,90.0,61.0,7.3,17.0,0,,,3.0,1.0,6.0,5.0,2.0,2.0,5.0,2.0,,,,,1.0,,,,,,2.0,,,2.0,,185.0,,,,
11886356,away,Excelsior Maassluis,Gaultiér Overman,,,gaultier-overman,G. Overman,D,5,9,M,973725,EUR,974246400,D,21,21,False,26.0,18.0,5.0,1.0,4.0,7.0,14.0,22.0,1.0,6.0,,,,,,90.0,59.0,7.3,16.0,0,3.0,,,,1.0,6.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,
11886356,away,Excelsior Maassluis,Nino van den Beemt,,,nico-van-den-beemt,N. v. d. Beemt,M,,1,M,946508,EUR,803088000,M,6,6,False,9.0,5.0,3.0,1.0,2.0,4.0,3.0,7.0,2.0,,,,,,,45.0,16.0,6.3,7.0,0,2.0,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,184.0,,,,
11886356,away,Excelsior Maassluis,Kevin Dercks,,,kevin-dercks,K. Dercks,M,,2,M,866675,EUR,758592000,M,17,17,False,29.0,18.0,5.0,1.0,10.0,11.0,8.0,18.0,3.0,2.0,,,,,,90.0,42.0,6.5,13.0,2,,,1.0,,7.0,4.0,,,2.0,3.0,1.0,1.0,4.0,True,1.0,2.0,,,,,1.0,,2.0,,,,,1.0,,
11886356,away,Excelsior Maassluis,Devin Plank,Devin Plank,,devin-plank,D. Plank,M,27,12,M,1084552,EUR,993254400,M,27,27,False,6.0,4.0,,,1.0,2.0,3.0,4.0,,1.0,,,,,,45.0,13.0,6.5,4.0,0,,,3.0,,5.0,2.0,,,,2.0,,,1.0,,,,,,,,1.0,,1.0,,,,,,,
11886356,away,Excelsior Maassluis,Bram Wennekers,Bram Wennekers,,bram-wennekers,B. Wennekers,F,9,1,M,1145329,EUR,971222400,F,9,9,False,19.0,13.0,5.0,4.0,2.0,3.0,11.0,16.0,4.0,4.0,,,,,,90.0,37.0,7.7,13.0,0,,,,2.0,7.0,5.0,1.0,1.0,1.0,2.0,3.0,,4.0,,3.0,,,,,,,,2.0,2.0,1.0,185.0,1.0,,1.0,
11886356,away,Excelsior Maassluis,Giovanni Fonseca,Giovanni,Fonseca,giovanni-fonseca,G. Fonseca,M,15,5,M,948718,EUR,909792000,F,14,14,False,27.0,23.0,3.0,2.0,9.0,10.0,14.0,17.0,,1.0,,,,,,88.0,38.0,7.5,6.0,2,,,,,3.0,3.0,1.0,1.0,1.0,2.0,,,1.0,,2.0,,,,,,,2.0,2.0,2.0,1.0,,,1.0,,1.0
11886356,away,Excelsior Maassluis,Pieter Langedijk,Pieter,Langedijk,pieter-langedijk,P. Langedijk,M,11,3,M,345255,EUR,760838400,F,11,11,True,6.0,5.0,1.0,1.0,2.0,2.0,3.0,4.0,,1.0,,,,,,45.0,12.0,7.0,2.0,2,,,,1.0,3.0,3.0,,,,1.0,,1.0,2.0,,1.0,,,,,,,2.0,1.0,,,180.0,,,,
11886356,away,Excelsior Maassluis,Redouan Omar Ouali,Redouan,Omar Ouali,redouan-omar-ouali,R. O. Ouali,M,24,4,M,948722,EUR,911001600,F,7,7,True,21.0,14.0,3.0,1.0,1.0,1.0,13.0,21.0,1.0,5.0,,,,,,45.0,36.0,6.9,14.0,3,1.0,,,,3.0,2.0,1.0,,,,4.0,2.0,2.0,,,,,,1.0,,1.0,2.0,,,,,,,,
11886356,away,Excelsior Maassluis,Darwin Heuvelman,Darwin Heuvelman,,darwin-heuvelman,D. Heuvelman,D,4,4,M,1085725,EUR,968889600,D,26,26,True,,,,,,,,,1.0,,,,,,,8.0,3.0,6.8,,0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,190.0,,,,
11886356,away,Excelsior Maassluis,Tom Boks,,,tom-boks,T. Boks,G,,4,M,113391,EUR,668390400,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,199.0,,,,
11886356,away,Excelsior Maassluis,Jeroen Haars,Jeroen Haars,,jeroen-haars,J. Haars,M,28,2,M,1548799,EUR,1079568000,M,23,23,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11886356,away,Excelsior Maassluis,Baset Moshtaq,Baset Moshtaq,,baset-moshtaq,B. Moshtaq,M,,18,M,1145323,EUR,998092800,D,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11886356,away,Excelsior Maassluis,Jorn Ringelberg,Jorn Ringelberg,,jorn-ringelberg,J. Ringelberg,F,25,1,M,1548803,EUR,1028505600,F,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
