match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_keyPass,stat_wonTackle,stat_wasFouled,captain,stat_shotOffTarget,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,player_sofascoreId,stat_bigChanceMissed,stat_punches,stat_errorLeadToAShot,stat_bigChanceCreated,stat_totalOffside
10385378,home,Fulham,Aleksandar Mitrović,aleksandar-mitrovic,A. Mitrović,F,9,189,24281,M,192144,EUR,779673600,F,9,9,False,30.0,21.0,4.0,3.0,4.0,5.0,17.0,25.0,2.0,,,,,90.0,53.0,6.9,18.0,0.4992,0.3035,0.111562,10,,,,,,3.0,5.0,13.0,6.0,1.0,4.0,1.0,1.0,4.0,,,,4.0,2.0,,1.0,,5.0,,,4.0,AleksMitrović,,,,,
10385378,home,Fulham,Harry Wilson,harry-wilson,H. Wilson,M,8,173,4932,M,355528,EUR,858988800,M,8,8,True,8.0,7.0,,,1.0,1.0,6.0,10.0,,,,,,23.0,14.0,6.6,5.0,0.0455,0.0,0.0198297,1,,,,3.0,,,1.0,2.0,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,
10385378,home,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180,1146,M,190877,EUR,813196800,D,2,2,True,7.0,6.0,,,4.0,4.0,3.0,5.0,,,,,,14.0,11.0,6.8,2.0,0.0,0.0,0.0498128,0,,,,2.0,1.0,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,
10385378,home,Fulham,Tom Cairney,tom-cairney,T. Cairney,M,10,185,581,M,82566,EUR,664329600,M,10,10,True,10.0,9.0,,,2.0,2.0,7.0,10.0,1.0,,,,,14.0,15.0,6.8,3.0,0.0726,0.0,0.0239962,1,,,,2.0,,,,,1.0,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,
10385378,home,Fulham,Marek Rodák,marek-rodak,M. Rodák,G,1,188,517,M,358694,EUR,850435200,G,1,1,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385378,home,Fulham,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196,10523,M,352668,EUR,875059200,D,4,4,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,tosinadarabioyo,,,,,
10385378,home,Fulham,Shane Duffy,shane-duffy,S. Duffy,D,4,193,483,M,55570,EUR,694224000,D,5,5,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385378,home,Fulham,Luke Harris,luke-harris,L. Harris,M,28,177,240,M,1134729,EUR,1112486400,M,38,38,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385378,home,Fulham,Daniel James,daniel-james,D. James,M,7,172,4111,M,828639,EUR,879120000,M,21,21,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel_James97,,,,,
10385378,home,Fulham,Carlos Vinícius,carlos-vinicius,C. Vinícius,F,95,190,7091,M,891920,EUR,796089600,F,30,30,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385378,away,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,138530,EUR,762998400,G,1,1,False,39.0,23.0,26.0,10.0,17.0,20.0,6.0,19.0,6.0,5.0,6.0,1.0,1.0,90.0,54.0,8.6,16.0,0.0,0.0,0.0182796,0,1.6407,,,,,,,,,,,,,,4.0,,,,1.0,,,,,,,,jpickford1,,1.0,,,
10385378,away,Everton,Séamus Coleman,seamus-coleman,S. Coleman,D,23,177,893,M,76632,EUR,592531200,D,23,23,False,21.0,18.0,3.0,1.0,11.0,13.0,7.0,8.0,3.0,,,,,64.0,32.0,6.7,4.0,0.0,0.0,0.00588113,0,,,,,,,1.0,,1.0,,,,,,,,,,,,,True,,,1.0,1.0,,,,,,
10385378,away,Everton,Conor Coady,conor-coady,C. Coady,D,15,184,629,M,98449,EUR,730598400,D,30,30,False,53.0,48.0,7.0,5.0,42.0,43.0,6.0,10.0,4.0,,,,,90.0,65.0,7.0,5.0,0.054,0.1517,0.00418395,2,,,,,,2.0,2.0,3.0,2.0,,,,1.0,1.0,8.0,,,1.0,,,,,,,,,,,,1.0,,
10385378,away,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,145188,EUR,722131200,D,2,2,False,56.0,50.0,8.0,3.0,38.0,39.0,12.0,17.0,4.0,,,,,90.0,71.0,7.8,7.0,0.137,0.0212,0.0381005,1,,,,,,,1.0,2.0,3.0,1.0,,,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,5.0,,,1.0,,,,
10385378,away,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,876643,EUR,927936000,D,19,19,False,25.0,17.0,4.0,1.0,10.0,13.0,9.0,17.0,1.0,,,,,90.0,60.0,7.7,13.0,0.0,0.0,0.0204348,0,,,,5.0,2.0,2.0,2.0,2.0,7.0,,,1.0,,,5.0,2.0,2.0,,1.0,1.0,2.0,,,1.0,1.0,,mikola_16,,,,,
10385378,away,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174,21481,M,106337,EUR,622771200,M,27,27,False,28.0,27.0,1.0,1.0,19.0,19.0,8.0,9.0,7.0,,,,,65.0,40.0,7.2,2.0,0.0,0.0,0.00640223,0,,,,,,1.0,,2.0,7.0,,,2.0,,,,1.0,2.0,,,2.0,4.0,,,1.0,1.0,,iganagueye,,,,,
10385378,away,Everton,Amadou Onana,amadou-onana,A. Onana,M,24,195,7180,M,923973,EUR,997920000,M,8,8,False,39.0,35.0,3.0,3.0,20.0,23.0,15.0,16.0,5.0,,,,,90.0,54.0,6.9,7.0,0.0524,0.0,0.0232501,1,,,,,,2.0,,8.0,6.0,,1.0,3.0,,,2.0,,3.0,4.0,,1.0,1.0,,1.0,2.0,,1.0,its_onana,,,,,
10385378,away,Everton,Anthony Gordon,gordon-anthony,A. Gordon,F,10,183,15696,M,914902,EUR,982972800,M,10,10,False,17.0,10.0,1.0,,6.0,7.0,5.0,12.0,6.0,,,,,86.0,34.0,6.7,15.0,0.0774,0.0,0.0192267,2,,,,2.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,,1.0,2.0,,1.0,,,1.0,1.0,,1.0,,,5.0,AGordon,,,,,
10385378,away,Everton,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,352770,EUR,831081600,M,17,17,False,35.0,28.0,4.0,2.0,10.0,12.0,18.0,24.0,5.0,,,,,90.0,47.0,6.6,14.0,0.0,0.0,0.0229705,0,,,,1.0,,1.0,,4.0,2.0,,3.0,1.0,,,,,1.0,,1.0,,,,,1.0,,,alexanderiwobi,,,,,
10385378,away,Everton,Demarai Gray,demarai-gray,D. Gray,M,10,184,1780,M,355152,EUR,835920000,M,11,11,False,18.0,14.0,3.0,1.0,4.0,5.0,13.0,20.0,8.0,,,,,75.0,38.0,7.7,11.0,0.1135,0.1848,0.609812,2,,,,7.0,3.0,1.0,,4.0,3.0,1.0,2.0,,2.0,,3.0,,2.0,,3.0,1.0,1.0,,,,,1.0,,,,,2.0,1.0
10385378,away,Everton,Dominic Calvert-Lewin,dominic-calvert-lewin,D. Calvert-Lewin,F,9,187,5857,M,372344,EUR,858470400,F,9,9,False,20.0,11.0,2.0,1.0,5.0,6.0,6.0,14.0,5.0,,,,,90.0,30.0,6.4,10.0,0.5032,0.0,0.00656202,1,,,,,,10.0,4.0,11.0,5.0,,,1.0,,,3.0,,,1.0,,,,,1.0,1.0,,1.0,CalvertLewin14,1.0,,,,3.0
10385378,away,Everton,Nathan Patterson,patterson-nathan,N. Patterson,D,2,189,661,M,1020141,EUR,1003190400,D,3,3,True,9.0,7.0,1.0,1.0,5.0,6.0,2.0,3.0,1.0,,,,,26.0,14.0,6.3,3.0,0.0,0.0,0.00080361,0,,Nathan,Patterson,,,1.0,,3.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,
10385378,away,Everton,James Garner,james-garner,J. Garner,M,37,182,3008,M,927361,EUR,984441600,M,37,37,True,6.0,4.0,1.0,,2.0,3.0,2.0,3.0,1.0,,,,,25.0,11.0,7.0,2.0,0.0,0.0,0.0012266,0,,,,,,,,,3.0,,,,,,,2.0,3.0,,,2.0,,,,,,,,,,,,1.0
10385378,away,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183,1973,M,935543,EUR,943228800,M,7,7,True,3.0,2.0,,,1.0,1.0,1.0,2.0,,,,,,15.0,7.0,6.4,2.0,0.0,0.0,0.00024266,0,,Dwight,McNeil,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
10385378,away,Everton,Neal Maupay,neal-maupay,N. Maupay,F,17,171,2370,M,268903,EUR,839980800,F,20,20,True,1.0,1.0,,,1.0,1.0,,,1.0,,,,,8.0,2.0,6.4,1.0,0.0,0.0,1.206e-05,0,,,,,,,,2.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
10385378,away,Everton,Asmir Begović,asmir-begovic,A. Begović,G,31,198,823,M,13918,EUR,551145600,G,15,15,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385378,away,Everton,Michael Keane,michael-keane,M. Keane,D,5,188,1573,M,110846,EUR,726710400,D,5,5,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385378,away,Everton,Mason Holgate,mason-holgate,M. Holgate,D,3,187,413,M,781544,EUR,845942400,D,4,4,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385378,away,Everton,Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,182,1269,M,96535,EUR,725846400,M,16,16,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385378,away,Everton,Tom Davies,tom-davies,T. Davies,M,22,179,349,M,795058,EUR,899164800,M,26,26,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
