match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_wasFouled,captain,stat_aerialLost,stat_aerialWon,stat_errorLeadToAGoal,stat_fouls,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_lastManTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalContest,stat_challengeLost,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_hitWoodwork,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_totalOffside,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_bigChanceCreated
14429556,home,Al-Najma SC,Lázaro,lazaro,Lázaro,F,7,181.0,1899,M,1002556,EUR,1015891200,F,7,7,False,34.0,28.0,2.0,1.0,0.0,10.0,10.0,18.0,24.0,1.0,,,,,90.0,45.0,6.7,11.0,0.0351833,,1,,-0.05,0.19,-0.01,,,5.0,4.0,1.0,1.0,1.0,1.0,,3.0,1.0,,,,1.0,,,0.0299,0.0312,-0.06,1.0,1.0,1.0,,,,,,,2.0,3.0,,,,,,,
14429556,home,Al-Najma SC,Nawaf Al-Hawsawi,nawaf-al-hawsawi,N. Al-Hawsawi,D,50,170.0,18,M,1048000,EUR,975801600,D,50,50,True,19.0,15.0,1.0,,0.0,11.0,12.0,4.0,7.0,,3.0,,,,48.0,29.0,6.1,8.0,0.00093133,,1,,-0.1,0.02,-0.38,,Nawaf Al-Hawsawi,,3.0,,2.0,,,,,,,,,,,,0.0227,,-0.06,1.0,,1.0,,,3.0,,,,,,,1.0,1.0,,,,
14429556,home,Al-Najma SC,Rakan Al-Tulayhi,rakan-al-tulayhi,R. Al-Tulayhi,M,23,173.0,75,,1862895,EUR,1037750400,M,23,23,True,14.0,11.0,2.0,1.0,1.0,1.0,1.0,10.0,13.0,,1.0,,,,31.0,21.0,6.6,8.0,0.0762839,,0,,0.02,0.03,-0.17,,Rakan Al-Tulayhi,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,5.0,1.0,,,,2.0,,,,,,,
14429556,home,Al-Najma SC,Romell Quioto,romell-quioto,R. Quioto,F,66,180.0,785,M,238974,EUR,681696000,F,9,9,True,10.0,9.0,,,0.0,3.0,3.0,6.0,7.0,,,,,,31.0,17.0,6.8,4.0,0.0114276,,2,,0.09,0.26,0.13,,,1.0,2.0,1.0,1.0,,,,,1.0,,,,,,,0.0792,,-0.44,,,,,,2.0,,,,,,,1.0,2.0,,,,
14429556,home,Al-Najma SC,Abdulaziz Al Harabi,abdulaziz-al-harabi,A. A. Harabi,M,18,176.0,18,M,1127117,EUR,864777600,M,18,18,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,14.0,8.0,6.3,,0.00016996,,1,,0.0,-0.04,-0.05,,Abdulaziz Al Harabi,2.0,,,,,,,2.0,,,,,,,,0.0226,,-0.14,,,,,1.0,,,,,,,,,1.0,,,,
14429556,home,Al-Najma SC,Khalid Al Muqiatyb,khalid-al-muqiatyb,K. A. Muqiatyb,G,22,191.0,11,M,818747,EUR,707529600,G,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429556,home,Al-Najma SC,Nasser Al Haleel,nasser-al-haleel,N. A. Haleel,D,4,170.0,17,M,1549093,EUR,949795200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,Nasser Al Haleel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429556,home,Al-Najma SC,Faisal Al Mutairi,faisal-al-mutairi,F. A. Mutairi,M,18,168.0,13,M,1549100,EUR,832723200,F,10,10,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,Faisal Al Mutairi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429556,home,Al-Najma SC,Hisham Al-Dubais,al-dubais-hisham,H. Al-Dubais,F,77,175.0,35,M,1653046,EUR,1001462400,F,77,77,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429556,home,Al-Najma SC,Ammar Al Najjar,ammar-al-najjar,A. A. Najjar,F,90,166.0,17,M,869269,EUR,856742400,M,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429556,away,Al-Fayha,Orlando Mosquera,orlando-mosquera,O. Mosquera,G,52,191.0,495,M,886041,EUR,788313600,G,52,52,False,17.0,13.0,9.0,5.0,0.0,10.0,11.0,3.0,6.0,1.0,4.0,,1.0,,90.0,20.0,6.6,4.0,0.00098019,-0.0007,0,-0.3255,0.06,-0.04,-0.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
14429556,away,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200,D,22,22,False,19.0,19.0,1.0,1.0,0.0,15.0,15.0,4.0,4.0,,4.0,,,,89.0,33.0,6.6,4.0,0.00140424,,0,,0.03,-0.11,-0.14,,,2.0,3.0,,,,2.0,True,1.0,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,3.0,,,,,,,,
14429556,away,Al-Fayha,Chris Smalling,chris-smalling,C. Smalling,D,5,192.0,1654,M,47741,EUR,627696000,D,5,5,False,42.0,39.0,6.0,3.0,0.0,31.0,32.0,8.0,10.0,5.0,3.0,,,,90.0,55.0,7.0,4.0,0.00242189,,2,,0.05,0.12,0.2,,,,4.0,,,,,,,4.0,,,,1.0,,,0.2568,0.0951,-0.33,,,,2.0,1.0,,,1.0,,,,,,,,,,
14429556,away,Al-Fayha,Mikel Villanueva,mikel-villanueva,M. Villanueva,D,17,192.0,345,M,836279,EUR,734745600,D,17,17,False,61.0,53.0,4.0,1.0,0.0,32.0,36.0,21.0,25.0,4.0,2.0,,,,90.0,68.0,6.6,9.0,0.00762491,,0,,0.21,0.06,-0.09,,,2.0,2.0,,,,,,1.0,2.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
14429556,away,Al-Fayha,Ahmed Bamasud,ahmed-bamasud,A. Bamasud,D,18,175.0,114,M,893197,EUR,816998400,D,18,18,False,25.0,23.0,3.0,3.0,0.0,12.0,12.0,11.0,13.0,2.0,5.0,,,,89.0,46.0,6.6,9.0,0.0121257,,0,,-0.24,-0.04,-0.09,,,4.0,4.0,1.0,2.0,2.0,,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,4.0,,,,1.0,,,,,,,,
14429556,away,Al-Fayha,Rayan Enad,rayan-enad,R. Enad,M,77,170.0,21,M,1549104,EUR,977702400,M,77,77,False,10.0,4.0,1.0,,0.0,1.0,2.0,3.0,8.0,,7.0,,,,45.0,26.0,6.7,13.0,0.00146026,,1,,-0.07,0.11,-0.04,,Rayan Enad,6.0,7.0,,4.0,,,,1.0,,,2.0,,,,,0.0166,,-0.01,4.0,2.0,3.0,,,2.0,,,,3.0,,,,1.0,,,,
14429556,away,Al-Fayha,Silvère Ganvoula,silvere-ganvoula,S. Ganvoula,F,35,191.0,746,M,787448,EUR,836006400,M,35,35,False,8.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,7.0,3.0,4.0,,,,89.0,29.0,7.3,10.0,0.00505161,,4,,-0.05,0.5,0.2,,,7.0,2.0,3.0,1.0,,,,1.0,,,2.0,,2.0,1.0,,0.7586,1.4439,0.37,2.0,,1.0,,1.0,,,2.0,,3.0,1.0,,1.0,,,,1.0,
14429556,away,Al-Fayha,Jason,jason,Jason,M,23,179.0,257,M,330677,EUR,773452800,M,23,23,False,14.0,12.0,,,1.0,4.0,4.0,8.0,10.0,,3.0,,,,90.0,35.0,7.0,11.0,0.302441,,1,,0.35,0.09,-0.1,,,2.0,3.0,1.0,1.0,1.0,,,,2.0,,,,,,,0.014,,-0.06,,1.0,,,,7.0,3.0,,,4.0,3.0,,,1.0,,,,1.0
14429556,away,Al-Fayha,Yassine Benzia,yassine-benzia,Y. Benzia,M,8,181.0,9531,M,155718,EUR,778982400,M,8,8,False,61.0,55.0,9.0,6.0,0.0,23.0,24.0,32.0,37.0,,5.0,,,,89.0,77.0,7.4,9.0,0.388485,,0,,0.33,0.25,-0.07,,,5.0,8.0,,2.0,1.0,2.0,,1.0,1.0,,3.0,,,,,,,,3.0,1.0,3.0,,4.0,1.0,,,,2.0,1.0,benzia9,,,,,,
14429556,away,Al-Fayha,Fashion Sakala,fashion-sakala,F. Sakala,F,10,178.0,8842,M,876626,EUR,858297600,M,10,10,False,23.0,18.0,,,0.0,6.0,6.0,12.0,17.0,,4.0,,,,90.0,41.0,6.4,17.0,0.346308,,0,,0.12,0.33,-0.07,,,10.0,4.0,3.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,7.0,1.0,2.0,,,1.0,,,,3.0,1.0,fashionjr10,3.0,,,,,1.0
14429556,away,Al-Fayha,Alfa Semedo,alfa-semedo,A. Semedo,M,30,190.0,367,M,887343,EUR,872899200,F,30,30,False,39.0,33.0,4.0,2.0,1.0,16.0,16.0,17.0,23.0,1.0,7.0,,,,90.0,64.0,8.6,13.0,0.0682819,,2,,0.28,0.16,0.17,,,6.0,8.0,,5.0,,1.0,,1.0,1.0,,2.0,,1.0,1.0,,0.2204,0.6597,0.5,4.0,,1.0,,1.0,1.0,1.0,1.0,,3.0,3.0,,,,,,,1.0
14429556,away,Al-Fayha,Ammar Al-Khaibari,ammar-al-khaibari,A. Al-Khaibari,M,41,,9,M,1473386,EUR,1094169600,F,41,41,True,5.0,3.0,,,0.0,2.0,2.0,1.0,3.0,1.0,4.0,,,,45.0,18.0,6.5,7.0,0.00014368,,0,,-0.04,0.07,-0.02,,Ammar Al-Khaibari,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,2.0,2.0,,,,1.0,,,,,,,,
14429556,away,Al-Fayha,Ziyad Al-Sahafi,ziyad-al-sahafi,Z. Al-Sahafi,D,21,182.0,36,M,831259,EUR,782352000,D,21,21,True,1.0,,,,0.0,,,,1.0,,,,,,9.0,3.0,6.5,1.0,,,0,,0.0,,-0.05,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429556,away,Al-Fayha,Khalid Al Rammah,khalid-al-rammah,K. A. Rammah,D,75,,16,M,1542651,EUR,1114819200,D,75,75,True,2.0,2.0,,,0.0,2.0,2.0,,,,,,,,8.0,3.0,6.3,1.0,2.432e-05,,0,,0.0,,-0.18,,Khalid Al Rammah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429556,away,Al-Fayha,Abdulrahman Al Anzi,abdulrhman-al-anzi,A. A. Anzi,D,70,170.0,15,M,1523635,EUR,897782400,D,70,70,True,1.0,,1.0,,0.0,,1.0,,,,1.0,,,,1.0,3.0,,1.0,,,0,,,,,,Abdulrahman Al Anzi,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
14429556,away,Al-Fayha,Ali Al Hussain,ali-al-hussain,A. A. Hussain,M,6,170.0,11,M,1916420,EUR,1117843200,M,55,55,True,2.0,,,,0.0,,,,2.0,,,,,,1.0,4.0,,3.0,,,0,,,,,,Ali Al Hussain,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
14429556,away,Al-Fayha,Sattam Al Shammari,sattam-al-shammari,S. A. Shammari,G,13,185.0,11,M,1911637,EUR,1093910400,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429556,away,Al-Fayha,Nawwaf Al Harthi,nawwaf-al-harthi,N. A. Harthi,M,7,169.0,18,M,948046,EUR,908150400,M,7,7,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429556,away,Al-Fayha,Abdullah Al-Jawaey,abdullah-al-jawaey,A. Al-Jawaey,M,11,173.0,18,M,868945,EUR,826329600,F,11,11,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429556,away,Al-Fayha,Malek Al Abdulmonam,malek-al-abdulmonam,M. A. Abdulmonam,F,9,174.0,23,M,1017888,EUR,889315200,F,9,9,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
