match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_sofascoreId,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,player_firstName,player_lastName,stat_shotOffTarget,stat_errorLeadToAGoal,stat_goalAssist,stat_challengeLost,stat_wonContest,stat_bigChanceCreated,stat_dispossessed,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_clearanceOffLine,stat_totalOffside
10388450,home,VfB Stuttgart,Florian Müller,florian-muller,F. Müller,G,21,190,205,M,842858,EUR,879379200,G,1,1,False,42.0,36.0,21.0,15.0,27.0,27.0,9.0,15.0,1.0,1.0,2.0,11.0,1.0,3.0,1.0,90.0,55.0,6.9,6.0,0.0,0.0,0.00227504,1.0,0,-0.1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388450,home,VfB Stuttgart,Waldemar Anton,waldemar-anton,W. Anton,D,3,189,2193,M,799046,EUR,837820800,D,2,2,False,34.0,23.0,4.0,1.0,15.0,21.0,11.0,17.0,6.0,8.0,5.0,7.0,,,,89.0,67.0,7.8,15.0,0.4136,1.0962,0.294454,1.0,2,,4.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10388450,home,VfB Stuttgart,Hiroki Itō,hiroki-ito,H. Itō,D,21,188,6725,M,873106,EUR,926467200,D,21,21,False,52.0,42.0,8.0,5.0,31.0,38.0,11.0,14.0,3.0,4.0,1.0,2.0,,,,90.0,66.0,7.0,12.0,0.1075,0.0,0.0179581,2.0,2,,,,3.0,3.0,,,,,,2.0,1.0,,hiroki_ito38,2.0,1.0,1.0,,,,,,,,,,,,,,,
10388450,home,VfB Stuttgart,Dan-Axel Zagadou,dan-axel-zagadou,D. Zagadou,D,23,196,1086,M,826205,EUR,928368000,D,23,23,False,63.0,45.0,9.0,2.0,34.0,45.0,11.0,18.0,3.0,3.0,1.0,4.0,,,,90.0,72.0,6.1,19.0,0.2706,0.0,0.0086502,2.0,3,,,,2.0,2.0,,,,,,1.0,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,
10388450,home,VfB Stuttgart,Borna Sosa,borna-sosa,B. Sosa,M,24,187,3743,M,357584,EUR,885340800,D,24,24,False,39.0,34.0,5.0,3.0,16.0,17.0,26.0,42.0,1.0,4.0,1.0,4.0,,,,90.0,73.0,8.4,20.0,0.0,0.0,1.38187,7.0,0,,20.0,8.0,1.0,2.0,1.0,,,2.0,2.0,1.0,,,BornaSosa,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,
10388450,home,VfB Stuttgart,Silas,silas-katompa-mvumpa,S. K. Mvumpa,M,26,189,7725,M,949062,EUR,907632000,M,14,14,False,17.0,15.0,1.0,,7.0,8.0,9.0,10.0,2.0,3.0,,1.0,,,,66.0,28.0,6.4,8.0,0.2222,0.0,0.154322,1.0,1,,1.0,1.0,,8.0,1.0,1.0,,1.0,,3.0,,3.0,silas,,,,,,,,,2.0,,,2.0,,,,,,
10388450,home,VfB Stuttgart,Wataru Endo,wataru-endo,W. Endo,M,3,178,19849,M,143040,EUR,729216000,M,3,3,False,59.0,46.0,5.0,4.0,25.0,34.0,21.0,26.0,4.0,7.0,3.0,12.0,,,,90.0,75.0,7.0,17.0,0.377,0.0,0.106413,2.0,5,,1.0,,4.0,7.0,2.0,1.0,,,,2.0,2.0,2.0,endowataru,1.0,,,,,3.0,,,,1.0,,,True,1.0,,,,
10388450,home,VfB Stuttgart,Naouirou Ahamada,naouirou-ahamada,N. Ahamada,M,8,183,451,M,997104,EUR,1017360000,M,32,32,False,46.0,39.0,4.0,1.0,18.0,21.0,21.0,25.0,1.0,6.0,,2.0,,,,90.0,59.0,6.9,9.0,0.0797,0.4475,0.0280523,,3,,,,1.0,1.0,2.0,1.0,,1.0,1.0,2.0,2.0,,,2.0,,,,,,,,,2.0,,,,,,,,
10388450,home,VfB Stuttgart,Chris Führich,chris-fuhrich,C. Führich,M,10,178,1574,M,891510,EUR,884304000,M,22,22,False,30.0,25.0,1.0,,8.0,8.0,17.0,23.0,1.0,2.0,,3.0,,,,76.0,38.0,6.7,8.0,0.176,0.0927,0.0612659,1.0,2,,1.0,,1.0,1.0,1.0,1.0,,,,2.0,,,,1.0,,,,,,,,,1.0,,,,,,,,
10388450,home,VfB Stuttgart,Serhou Guirassy,serhou-guirassy,S. Guirassy,F,9,187,50480,M,328027,EUR,826588800,F,9,9,False,35.0,25.0,,,11.0,13.0,14.0,24.0,3.0,10.0,,6.0,,,,90.0,60.0,7.9,19.0,0.7003,0.4856,0.0288207,2.0,6,,2.0,,5.0,7.0,2.0,1.0,1.0,1.0,,5.0,4.0,,guirassy19off,2.0,,,,,3.0,,,,2.0,,2.0,,,,,,
10388450,home,VfB Stuttgart,Luca Pfeiffer,luca-pfeiffer,L. Pfeiffer,F,16,196,147,M,842212,EUR,840499200,F,20,20,False,35.0,19.0,5.0,1.0,6.0,7.0,13.0,28.0,4.0,4.0,,1.0,,,,89.0,45.0,6.5,19.0,0.3268,0.6489,0.0915891,2.0,4,,,,7.0,10.0,,1.0,,,,2.0,,1.0,,,,,,,3.0,,,1.0,,,1.0,,1.0,1.0,,,
10388450,home,VfB Stuttgart,Tiago Tomás,tiago-tomas,T. Tomás,F,8,180,1353,M,983540,EUR,1024185600,F,10,10,True,9.0,6.0,1.0,,1.0,2.0,5.0,8.0,1.0,3.0,,,,,,24.0,13.0,7.4,5.0,0.0,0.0,0.209816,1.0,0,,1.0,,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,
10388450,home,VfB Stuttgart,Lilian Egloff,egloff-lilian,L. Egloff,M,25,183,84,M,1007962,EUR,1029801600,M,25,25,True,2.0,2.0,,,,,2.0,2.0,,2.0,,1.0,,,,14.0,11.0,6.9,4.0,0.0207,0.0,0.522618,2.0,1,,,,,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,
10388450,home,VfB Stuttgart,Pascal Stenzel,pascal-stenzel,P. Stenzel,D,15,184,266,M,352562,EUR,827280000,D,15,15,True,,,,,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
