match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,player_firstName,stat_totalContest,stat_wasFouled,stat_totalCross,stat_aerialLost,stat_wonContest,stat_unsuccessfulTouch,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_fouls,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_shotOffTarget,stat_errorLeadToAShot,captain,stat_accurateCross,player_lastName,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
14083130,home,Barcelona,Joan García,joan-garcia,J. García,G,13,193,111965,M,930267,EUR,988934400,G,13,13,False,30.0,29.0,2.0,1.0,0.0,27.0,27.0,2.0,3.0,1.0,11.0,1.0,2.0,2.0,1.0,90.0,41.0,7.7,1.0,0.00018902,49.92784014096,7.0,27.09,15.33,0.5514,0,0.2028,0.05,0.02,0.4,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083130,home,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,23,180,147044,M,827212,EUR,910828800,D,23,23,False,82.0,74.0,3.0,,0.0,43.0,47.0,31.0,35.0,3.0,2.0,,,,,90.0,103.0,7.5,9.0,0.0283342,190.28578865269,25.0,10.815,7.35,,1,,0.28,0.06,0.39,,JKoundé,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0654,1.0,-0.01,,,,,,,,,,,,,,,,,,,,,,,
14083130,home,Barcelona,Pau Cubarsí,pau-cubarsi,P. Cubarsí,D,5,184,156448,M,1402913,EUR,1169424000,D,5,5,False,107.0,106.0,3.0,3.0,0.0,68.0,69.0,38.0,38.0,4.0,3.0,,,,,90.0,112.0,7.7,1.0,0.0151059,437.50594346863,59.0,116.445,18.06,,0,,0.36,0.25,0.22,,PauCubarsí,2.0,,2.0,,,,,,,,1.0,,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,
14083130,home,Barcelona,Gerard Martín,gerard-martin,G. Martín,D,18,186,43738,M,1094827,EUR,1014681600,D,18,18,False,97.0,88.0,3.0,1.0,0.0,66.0,68.0,22.0,29.0,4.0,5.0,,,,,90.0,113.0,7.5,11.0,0.0150146,302.16294482568,39.0,97.125,15.855,,0,,-0.02,0.2,0.41,,gerardmaartin,1.0,1.0,4.0,,,1.0,,2.0,1.0,,,,Gerard,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14083130,home,Barcelona,Alejandro Balde,alejandro-balde,A. Balde,D,3,175,128076,M,997035,EUR,1066435200,D,3,3,False,28.0,24.0,1.0,1.0,0.0,16.0,17.0,8.0,11.0,,2.0,,,,,45.0,37.0,6.9,7.0,0.0515496,174.09506716013,16.0,87.885,28.77,,0,,-0.06,0.16,0.0,,AlejandroBalde,,1.0,3.0,,,,,1.0,1.0,,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14083130,home,Barcelona,Fermín López,fermin-lopez,F. López,M,16,176,179218,M,1153270,EUR,1052611200,M,16,16,False,36.0,34.0,4.0,3.0,0.0,17.0,17.0,17.0,19.0,1.0,7.0,,,,,64.0,55.0,8.2,9.0,0.121438,135.43296152877,20.0,49.14,8.82,,2,,0.44,0.26,-0.02,,FermínLópez,,9.0,5.0,,,,1.0,1.0,1.0,0.5793,1.0,0.52,Fermín López,5.0,3.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,3.0,1.0,0.7849,,,,,,,,,
14083130,home,Barcelona,Eric García,eric-garcia,E. García,D,24,182,56393,M,876214,EUR,978998400,M,24,24,False,58.0,50.0,2.0,2.0,1.0,25.0,29.0,25.0,29.0,,4.0,,,,,74.0,65.0,7.0,10.0,0.0859433,73.709651842337,11.0,21.735,11.34,,0,,0.42,0.28,-0.2,,ericgm3,,5.0,2.0,1.0,,,1.0,2.0,1.0,,1.0,,,,,,,,1.0,3.0,,,,1.0,,,1.0,,,,,,,,
14083130,home,Barcelona,Dani Olmo,dani-olmo,D. Olmo,M,20,179,191682,M,789071,EUR,894499200,M,20,20,False,51.0,37.0,1.0,1.0,0.0,15.0,21.0,22.0,30.0,,2.0,,,,,81.0,66.0,6.8,17.0,0.0299607,166.76648966512,22.0,79.485,19.95,,4,,-0.38,0.54,-0.09,,DaniOlmo,1.0,2.0,5.0,1.0,2.0,,1.0,4.0,3.0,0.2547,1.0,-0.61,,,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,
14083130,home,Barcelona,Lamine Yamal,lamine-yamal,L. Yamal,M,10,180,1693852,M,1402912,EUR,1184284800,F,10,10,False,55.0,50.0,5.0,2.0,2.0,15.0,15.0,35.0,40.0,1.0,5.0,,,,,90.0,86.0,7.8,19.0,0.12136,249.52508328105,32.0,154.665,26.25,,5,,0.41,0.47,0.17,,Lamiyamal,,9.0,9.0,2.0,2.0,,,,,0.1285,3.0,-0.53,,13.0,1.0,1.0,,8.0,5.0,,,2.0,,2.0,2.0,0.24,2.0,1.0,,,,,,,
14083130,home,Barcelona,Robert Lewandowski,robert-lewandowski,R. Lewandowski,F,9,186,575097,M,41789,EUR,588124800,F,9,9,False,16.0,10.0,,,0.0,3.0,4.0,7.0,12.0,1.0,2.0,,,,,64.0,27.0,7.8,8.0,0.0265037,41.427645135429,7.0,-2.73,8.61,,3,,-0.27,0.26,0.16,,Lewa,,1.0,3.0,,2.0,,1.0,1.0,,0.2294,,0.55,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,2.0,0.0984,,,,True,,,,,
14083130,home,Barcelona,Ferran Torres,ferran-torres,F. Torres,F,7,185,144391,M,855833,EUR,951782400,F,7,7,False,26.0,18.0,3.0,2.0,0.0,10.0,12.0,8.0,14.0,,3.0,,,,,90.0,34.0,9.2,10.0,0.0477309,84.373970681334,9.0,19.95,16.695,,3,,-0.57,0.69,0.2,,FerranTorres,1.0,1.0,2.0,,,1.0,,,,0.7056,3.0,0.86,,1.0,,,1.0,1.0,1.0,,,2.0,2.0,,1.0,0.5037,,1.0,,,,,,,
14083130,home,Barcelona,Ronald Araújo,ronald-araujo,R. Araújo,D,4,191,137257,M,925097,EUR,920764800,D,4,4,True,46.0,43.0,,,0.0,31.0,31.0,12.0,15.0,2.0,2.0,,,,,45.0,50.0,6.9,5.0,0.00662728,139.19627192265,21.0,52.08,29.82,,0,,0.06,0.15,0.17,,RAraújo,3.0,2.0,3.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
