match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_outfielderBlock,stat_dispossessed,stat_penaltyConceded,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_wasFouled,stat_goalAssist,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_hitWoodwork
11352559,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,37.0,24.0,26.0,13.0,13.0,17.0,11.0,20.0,2.0,4.0,4.0,1.0,6.0,1.0,1.0,1.0,90.0,46.0,7.8,14.0,0.0126604,0,-0.7131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352559,home,Everton,Nathan Patterson,patterson-nathan,N. Patterson,D,2,189,661,M,,1020141,EUR,1003190400,D,2,2,False,20.0,17.0,4.0,3.0,10.0,12.0,8.0,9.0,4.0,4.0,,,,,,,90.0,35.0,6.0,4.0,0.0290864,0,,Nathan,Patterson,1.0,1.0,8.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
11352559,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,6,6,False,32.0,21.0,6.0,3.0,15.0,17.0,6.0,15.0,7.0,6.0,,,,,,,90.0,48.0,6.6,13.0,0.00350672,1,,,,,,5.0,6.0,1.0,1.0,,1.0,2.0,2.0,,True,1.0,4.0,1.0,1.0,1.0,0.037,,,,,,,,,,,,,,
11352559,home,Everton,Jarrad Branthwaite,jarrad-branthwaite,J. Branthwaite,D,32,195,2591,M,,979563,EUR,1025136000,D,32,32,False,37.0,34.0,3.0,2.0,29.0,29.0,5.0,8.0,2.0,3.0,,,,,,,90.0,48.0,6.4,4.0,0.00303787,0,,,,,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,
11352559,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,19,19,False,28.0,18.0,4.0,1.0,11.0,13.0,8.0,17.0,2.0,7.0,,,,,,,90.0,49.0,6.3,13.0,0.0552025,1,,,,2.0,1.0,4.0,6.0,2.0,2.0,1.0,2.0,3.0,,,,1.0,2.0,1.0,1.0,1.0,0.025,,,,,,,,,,,,,,
11352559,home,Everton,André Gomes,andre-gomes,A. Gomes,M,26,188,1679,M,,235460,EUR,743990400,M,21,21,False,11.0,6.0,2.0,,4.0,6.0,3.0,10.0,,3.0,,,,,,,65.0,22.0,6.4,10.0,0.0176576,0,,,,5.0,1.0,3.0,2.0,,1.0,1.0,,1.0,2.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
11352559,home,Everton,Amadou Onana,amadou-onana,A. Onana,M,24,195,7180,M,its_onana,923973,EUR,997920000,M,8,8,False,38.0,28.0,4.0,2.0,20.0,22.0,8.0,16.0,,11.0,,,,,,,90.0,48.0,6.2,12.0,0.0053822,0,,,,,,3.0,2.0,,,,,2.0,3.0,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,
11352559,home,Everton,Jack Harrison,jack-harrison,J. Harrison,M,17,175,1145,M,,829570,EUR,848448000,M,11,11,False,12.0,7.0,1.0,1.0,2.0,3.0,6.0,11.0,,3.0,,,,,,,80.0,22.0,7.1,11.0,0.152273,2,,,,2.0,1.0,6.0,1.0,3.0,4.0,1.0,,,,1.0,,,,,,1.0,0.5995,,,,1.0,2.0,1.0,0.6206,,,,,,,
11352559,home,Everton,James Garner,james-garner,J. Garner,M,37,182,3008,M,,927361,EUR,984441600,M,37,37,False,25.0,19.0,2.0,1.0,10.0,13.0,10.0,13.0,2.0,4.0,,,,,,,90.0,42.0,6.9,7.0,0.0520677,0,,,,1.0,1.0,4.0,4.0,2.0,,,2.0,2.0,1.0,1.0,,1.0,,,1.0,1.0,,2.0,,,,,,,2.0,,,,,,
11352559,home,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183,1973,M,,935543,EUR,943228800,M,7,7,False,26.0,17.0,3.0,2.0,5.0,6.0,12.0,24.0,,9.0,,,,,,,90.0,43.0,7.3,18.0,0.133062,0,,Dwight,McNeil,4.0,,3.0,2.0,,1.0,1.0,1.0,,,2.0,,,,,,2.0,,1.0,3.0,,1.0,,,,1.0,1.0,,,,,
