match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_expectedGoals,stat_totalCross,stat_challengeLost,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceCreated,stat_errorLeadToAShot,stat_goodHighClaim,stat_lastManTackle,stat_totalOffside
12451057,home,Stade Rennais,Arnaud Kalimuendo,arnaud-kalimuendo,A. Kalimuendo,F,25,175,3552,M,954061,EUR,1011484800,F,9,9,False,,11.0,9.0,,,0.0,2.0,2.0,7.0,12.0,,,,,,90.0,21.0,6.6,9.0,0.00926438,2,,,,2.0,5.0,,1.0,,,,,,3.0,,2.0,,,,,1.0,,,0.1829,3.0,,,,1.0,0.0379,,,,,,
12451057,home,Stade Rennais,Lorenz Assignon,lorenz-assignon,L. Assignon,M,22,179,641,M,1009334,EUR,961632000,D,22,22,True,,12.0,9.0,2.0,1.0,0.0,5.0,7.0,5.0,6.0,3.0,,,,,20.0,25.0,6.1,7.0,0.0718931,0,,,,1.0,6.0,2.0,1.0,2.0,,,1.0,,1.0,,,,,1.0,,,1.0,,,1.0,2.0,1.0,,,,,,,,,
12451057,home,Stade Rennais,Amine Gouiri,amine-gouiri,A. Gouiri,F,9,180,26883,M,859026,EUR,950659200,F,10,10,True,,5.0,3.0,,,0.0,,1.0,3.0,4.0,2.0,,,,,20.0,10.0,6.9,3.0,0.00133424,1,,,,,,2.0,,2.0,2.0,,,,1.0,,,,amine_gouiri,,1.0,,,,0.0458,,,,,,,,,,,,
12451057,home,Stade Rennais,Leo Østigård,leo-ostigard,L. Østigård,D,5,182,1809,M,879746,EUR,943747200,D,55,55,True,,14.0,10.0,4.0,1.0,0.0,8.0,9.0,2.0,5.0,2.0,,,,,16.0,18.0,6.5,4.0,0.00035361,0,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,3.0,,,,1.0,,,,,,,,,,
12451057,home,Stade Rennais,Hans Hateboer,hans-hateboer,H. Hateboer,D,33,185,622,M,356352,EUR,758073600,M,33,33,True,,8.0,5.0,2.0,1.0,0.0,1.0,1.0,5.0,9.0,,,,,,12.0,12.0,7.1,4.0,0.243348,0,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,2.0,,1.0,,,,,1.0,,,,
12451057,home,Stade Rennais,Baptiste Santamaria,baptiste-santamaria,B. Santamaria,M,22,183,473,M,344751,EUR,794707200,M,8,8,True,,20.0,15.0,,,0.0,10.0,11.0,5.0,9.0,2.0,,,,,11.0,24.0,6.7,7.0,0.0983794,0,,,,2.0,3.0,1.0,,1.0,,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,
12451057,home,Stade Rennais,Gauthier Gallon,gauthier-gallon,G. Gallon,G,93,186,119,M,340561,EUR,735523200,G,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451057,home,Stade Rennais,Mahamadou Nagida,nagida-mahamadou,M. Nagida,D,18,176,1024,M,1545409,EUR,1119916800,D,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,Mahamadou Nagida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451057,home,Stade Rennais,Azor Matusiwa,azor-matusiwa,A. Matusiwa,M,5,173,458,M,856495,EUR,893721600,M,6,6,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451057,home,Stade Rennais,Jordan James,jordan-james,J. James,M,6,190,940,M,1136409,EUR,1083024000,M,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451057,away,Le Havre,Arthur Desmas,arthur-desmas,A. Desmas,G,16,196,105,M,798306,EUR,765676800,G,30,30,False,,30.0,16.0,20.0,6.0,0.0,12.0,18.0,4.0,12.0,5.0,3.0,3.0,2.0,1.0,90.0,38.0,6.7,15.0,0.00090429,0,1.0458,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,
12451057,away,Le Havre,Yoann Salmier,yoann-salmier,Y. Salmier,D,21,188,61,M,785518,EUR,722304000,D,22,22,False,,28.0,22.0,3.0,1.0,0.0,14.0,15.0,8.0,13.0,2.0,,,,,90.0,41.0,6.7,6.0,0.00768452,0,,,,1.0,2.0,3.0,,1.0,1.0,,1.0,,,,,,,1.0,,,4.0,1.0,,,1.0,,,,,,,,,1.0,
12451057,away,Le Havre,Étienne Youte Kinkoue,etienne-youte-kinkoue,É. Y. Kinkoue,D,6,195,254,M,980406,EUR,1010966400,D,6,6,False,,44.0,42.0,5.0,4.0,0.0,35.0,37.0,7.0,7.0,4.0,,,,,90.0,67.0,7.2,4.0,0.00448741,0,,,,,2.0,4.0,,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,,,1.0,,,11.0,,,,1.0,,,,,,,,,,
12451057,away,Le Havre,Gautier Lloris,gautier-lloris,G. Lloris,D,4,188,195,M,287887,EUR,806025600,D,4,4,False,,48.0,43.0,4.0,2.0,0.0,34.0,37.0,9.0,11.0,3.0,,,,,90.0,68.0,7.3,7.0,0.00362485,0,,,,1.0,2.0,10.0,,,,,5.0,3.0,2.0,1.0,,,,4.0,,,9.0,1.0,,,1.0,,,,,,,,,,
12451057,away,Le Havre,Abdoulaye Touré,abdoulaye-toure,A. Touré,M,94,187,3161,M,149732,EUR,762652800,M,94,94,False,True,44.0,35.0,5.0,2.0,0.0,23.0,30.0,12.0,14.0,13.0,,,,,90.0,63.0,7.1,10.0,0.0155101,1,,,,,2.0,5.0,1.0,,,4.0,3.0,,,1.0,1.0,,,1.0,,1.0,4.0,2.0,0.0273,,,,,,,,,,,,
12451057,away,Le Havre,Timothee Pembele,timothee-pembele,T. Pembele,D,32,182,700,M,1824137,EUR,1031529600,M,32,32,False,,13.0,8.0,2.0,1.0,0.0,4.0,6.0,4.0,8.0,3.0,,,,,70.0,34.0,6.6,13.0,0.00378144,1,,,,2.0,5.0,3.0,1.0,3.0,2.0,,1.0,1.0,4.0,,,,,,1.0,,2.0,,0.0719,1.0,1.0,,,,,,,,,,
12451057,away,Le Havre,Yassine Kechta,yassine-kechta,Y. Kechta,M,8,166,2008,M,1000442,EUR,1014595200,M,8,8,False,,44.0,33.0,3.0,3.0,0.0,16.0,21.0,17.0,23.0,10.0,,,,,90.0,57.0,7.2,15.0,0.0322556,0,,,,,2.0,5.0,,,,,4.0,4.0,4.0,,1.0,1.0,,1.0,,,1.0,2.0,,,1.0,,1.0,,,,,,,,
12451057,away,Le Havre,Oussama Targhalline,oussama-targhalline,O. Targhalline,M,28,186,7779,M,1095731,EUR,1021852800,M,5,5,False,,25.0,16.0,3.0,1.0,0.0,8.0,12.0,9.0,14.0,5.0,,,,,76.0,39.0,7.2,13.0,0.0727456,0,,Oussama Targhalline,,,3.0,3.0,2.0,1.0,,2.0,2.0,2.0,1.0,,,2.0,targhaoussama,1.0,,,1.0,2.0,,1.0,,1.0,,,,,1.0,,,,
12451057,away,Le Havre,Christopher Operi,christopher-operi,C. Operi,D,21,182,1311,M,858977,EUR,862272000,M,27,27,False,,36.0,29.0,3.0,1.0,0.0,21.0,22.0,10.0,19.0,3.0,,,,,90.0,75.0,6.9,16.0,0.341482,0,,,,,6.0,6.0,2.0,4.0,2.0,2.0,,,1.0,3.0,1.0,1.0,,1.0,,,6.0,,,5.0,1.0,2.0,,,,,,,,,
12451057,away,Le Havre,Ilyes Housni,ilyes-housni,I. Housni,F,,172,1907,M,1154632,EUR,1116028800,F,46,46,False,,15.0,12.0,1.0,,0.0,7.0,8.0,5.0,7.0,2.0,,,,,70.0,26.0,6.3,9.0,0.00540479,1,,Ilyes Housni,,,6.0,2.0,1.0,2.0,,1.0,,,2.0,2.0,2.0,,,,,1.0,,,0.0579,,1.0,,,,,,,,,,
12451057,away,Le Havre,André Ayew,andre-ayew,A. Ayew,F,24,176,5860,M,27035,EUR,629856000,F,28,28,False,,17.0,14.0,,,0.0,8.0,9.0,6.0,8.0,2.0,,,,,90.0,30.0,6.6,7.0,0.00195328,1,,,,3.0,4.0,3.0,1.0,,,1.0,,,2.0,2.0,,,andreayew10,1.0,1.0,,2.0,,0.0912,,,,,,,,,,,,2.0
12451057,away,Le Havre,Loic Négo,loic-nego,L. Négo,D,7,179,819,M,54308,EUR,663897600,D,7,7,True,,9.0,9.0,,,0.0,3.0,3.0,6.0,7.0,1.0,,,,,20.0,15.0,7.1,1.0,0.00411659,1,,,,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,0.1847,1.0,,,,1.0,0.2562,,,,,,
12451057,away,Le Havre,Emmanuel Sabbi,emmanuel-sabbi,E. Sabbi,F,11,175,311,M,880765,EUR,882921600,F,11,11,True,,2.0,2.0,,,0.0,,,2.0,3.0,,,,,,20.0,3.0,6.6,1.0,0.0182485,0,,,,1.0,2.0,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,
12451057,away,Le Havre,Issa Soumaré,issa-soumare,I. Soumaré,F,45,182,607,M,1001458,EUR,971136000,F,45,45,True,,6.0,3.0,,,0.0,2.0,3.0,1.0,4.0,1.0,,,,,14.0,8.0,6.7,4.0,0.00404797,0,,,,2.0,2.0,2.0,,,,,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
12451057,away,Le Havre,Mathieu Gorgelin,mathieu-gorgelin,M. Gorgelin,G,16,187,120,M,123226,EUR,649814400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451057,away,Le Havre,Yanis Zouaoui,yanis-zouaoui,Y. Zouaoui,D,18,183,294,M,1397882,EUR,893721600,D,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,Yanis Zouaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451057,away,Le Havre,Rassoul Ndiaye,rassoul-ndiaye,R. Ndiaye,M,14,179,1884,M,992026,EUR,1008028800,M,19,19,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451057,away,Le Havre,Alois Confais,confais-alois,A. Confais,M,27,174,36,M,794374,EUR,842054400,M,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451057,away,Le Havre,Samuel Grandsir,samuel-grandsir,S. Grandsir,M,,168,123,M,839112,EUR,839980800,F,29,29,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451057,away,Le Havre,Mathéo Bodmer,matheo-bodmer,M. Bodmer,M,,179,18,M,1121330,EUR,1083801600,M,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,Mathéo Bodmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
