match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,captain,stat_aerialLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,player_firstName,player_lastName,stat_totalCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_accurateCross,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_penaltyWon
11391269,home,Metz,Alexandre Oukidja,alexandre-oukidja,A. Oukidja,G,90,185,3337,M,32668,EUR,585273600,G,16,16,False,37.0,11.0,32.0,7.0,5.0,8.0,6.0,29.0,2.0,8.0,4.0,1.0,6.0,1.0,1.0,1.0,90.0,47.0,7.4,26.0,0.00124871,0,-0.0862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391269,home,Metz,Maxime Colin,maxime-colin,M. Colin,D,2,179,51,M,128285,EUR,690163200,D,2,2,False,36.0,28.0,6.0,3.0,18.0,20.0,10.0,16.0,2.0,1.0,,,,,,,90.0,61.0,6.3,14.0,0.00351887,1,,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0336,,,,,,,,,,,,,,,,,,,,,,,,,
11391269,home,Metz,Ismaël Traoré,ismael-traore,I. Traore,D,,184,129,M,25506,EUR,524707200,D,8,8,False,27.0,22.0,6.0,3.0,20.0,22.0,2.0,5.0,3.0,6.0,,,,,,,90.0,34.0,6.1,5.0,0.00145645,0,,1.0,3.0,4.0,,,,1.0,,1.0,,True,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11391269,home,Metz,Christophe Herelle,christophe-herelle,C. Herelle,D,4,188,67,M,225092,EUR,714441600,D,29,29,False,29.0,24.0,6.0,2.0,22.0,23.0,2.0,6.0,4.0,2.0,,,,,,,90.0,40.0,6.3,6.0,0.00073185,0,,2.0,2.0,6.0,,,,2.0,1.0,1.0,,,,,3.0,1.0,,2.0,,,,,,,,,,,,,,,,,,
11391269,home,Metz,Fali Candé,fali-cande,F. Candé,D,5,184,402,M,892430,EUR,885600000,D,5,5,False,26.0,20.0,7.0,3.0,10.0,10.0,10.0,17.0,4.0,2.0,,,,,,,90.0,62.0,7.4,10.0,0.011722,1,,1.0,,12.0,,,2.0,1.0,,3.0,0.0096,,,,7.0,2.0,,,,,1.0,1.0,1.0,1.0,0.2682,,,,,,,,,,,
11391269,home,Metz,Lamine Camara,camara-lamine,L. Camara,M,15,174,20442,M,1389846,EUR,1072915200,M,18,18,False,21.0,11.0,2.0,1.0,6.0,11.0,7.0,12.0,1.0,6.0,,,,,,,87.0,32.0,6.5,11.0,0.0599445,0,,2.0,5.0,7.0,,,,,,3.0,,,1.0,,2.0,,,3.0,Lamine Camara,,2.0,1.0,,,,lamine_camara_5,2.0,1.0,,,,,,,,
11391269,home,Metz,Kévin N'Doram,kevin-ndoram,K. N'Doram,M,96,184,91,M,823476,EUR,822268800,M,6,6,False,24.0,18.0,6.0,2.0,10.0,11.0,8.0,13.0,3.0,1.0,,,,,,,90.0,37.0,6.6,8.0,0.00169785,0,,1.0,7.0,4.0,,,2.0,2.0,2.0,,,,2.0,2.0,3.0,2.0,,3.0,,,,,,,,,,,,,,,,,,
11391269,home,Metz,Arthur Atta,atta-arthur,A. Atta,M,14,189,2507,M,1444690,EUR,1042502400,M,25,25,False,29.0,20.0,2.0,1.0,9.0,11.0,11.0,19.0,3.0,4.0,,,,,,,87.0,44.0,6.4,13.0,0.00456074,0,,2.0,11.0,3.0,2.0,,1.0,1.0,1.0,1.0,,,5.0,1.0,,,,3.0,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,
11391269,home,Metz,Ablie Jallow,ablie-jallow,A. Jallow,M,30,160,681,M,886534,EUR,911001600,F,36,36,False,27.0,25.0,2.0,2.0,12.0,12.0,13.0,16.0,,5.0,,,,,,,84.0,38.0,7.2,6.0,0.0121797,1,,2.0,5.0,4.0,1.0,1.0,,1.0,1.0,,0.0127,,3.0,,2.0,2.0,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,
11391269,home,Metz,Georges Mikautadze,mikautadze-georges,G. Mikautadze,F,9,176,13076,M,1009372,EUR,972950400,F,10,10,False,18.0,14.0,,,5.0,5.0,10.0,15.0,,4.0,,,,,,,89.0,32.0,7.9,13.0,0.0790804,2,,,10.0,2.0,,1.0,,,3.0,1.0,0.0802,,5.0,1.0,,,,1.0,,,2.0,4.0,1.0,1.0,0.0877,georgesmkd,1.0,3.0,1.0,2.0,1.0,,,,,
