match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_bigChanceMissed,stat_hitWoodwork,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_totalContest,stat_dispossessed,stat_wonContest,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches
12530726,home,Trabzonspor,Simon Banza,simon-banza,S. Banza,F,9,189,10384,M,825945,EUR,839894400,F,17,17,False,,10.0,7.0,,,0.0,2.0,2.0,5.0,8.0,1.0,,90.0,21.0,6.4,10.0,0.0124029,1,,,,3.0,1.0,7.0,1.0,,1.0,,,,,,0.0216,,,,4.0,1.0,,,,1.0,2.0,,,,,,,simbnz,,,
12530726,home,Trabzonspor,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180,990,M,958901,EUR,969926400,M,10,10,True,,11.0,11.0,1.0,1.0,0.0,3.0,3.0,8.0,12.0,2.0,,23.0,25.0,6.8,7.0,0.0758501,2,,4.0,,1.0,,3.0,1.0,,,,,,,1.0,0.1541,,,,1.0,,,,,,2.0,,,,2.0,,,,,,
12530726,home,Trabzonspor,Ozan Tufan,ozan-tufan,O. Tufan,M,11,182,2045,M,251907,EUR,795916800,M,11,11,True,,12.0,8.0,,,0.0,1.0,1.0,7.0,11.0,,,22.0,16.0,6.9,5.0,0.0728182,1,,,,,1.0,2.0,2.0,,1.0,,,,,,0.0697,1.0,,,1.0,2.0,,,,1.0,,1.0,,,,,,,,,
12530726,home,Trabzonspor,Denis Drăguş,denis-dragus,D. Drăguş,F,70,184,2440,M,841199,EUR,931219200,F,70,70,True,,3.0,3.0,,,0.0,,,4.0,4.0,,,14.0,5.0,6.7,,0.087584,0,,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,
12530726,home,Trabzonspor,Muhammet Taha Tepe,muhammet-taha-tepe,M. T. Tepe,G,54,184,104,M,910094,EUR,978307200,G,54,54,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530726,home,Trabzonspor,Ahmet Doğan Yıldırım,ahmet-dogan-yildirim,A. D. Yıldırım,G,88,194,225,M,1907056,EUR,1162339200,G,88,88,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Ahmet Doğan Yıldırım,,,,,,,,,,,,,,
12530726,home,Trabzonspor,Salih Malkoçoğlu,salih-malkocoglu,S. Malkoçoğlu,D,74,190,275,M,1499364,EUR,1109116800,M,74,74,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Salih Malkoçoglu,,,,,,,,,,,,,,
12530726,home,Trabzonspor,Serdar Saatçı,serdar-saatci,S. Saatçı,D,15,190,431,M,1084880,EUR,1045180800,D,29,29,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Serdar Saatci,,,,,,,,,,,,,,
12530726,home,Trabzonspor,Ali Şahin Yılmaz,ali-sahin-yilmaz,A. Ş. Yılmaz,D,84,185,100,M,1145980,EUR,1072915200,D,84,84,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530726,home,Trabzonspor,Tim Jabol-Folcarelli,tim-jabol-folcarelli,T. Jabol-Folcarelli,M,26,187,314,M,1106446,EUR,944438400,M,26,26,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Tim Jabol-Folcarelli,,,,,,,,,,,,,,
12530726,home,Trabzonspor,Enis Destan,enis-destan,E. Destan,F,94,184,566,M,1012480,EUR,1024099200,F,94,94,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530726,away,Hatayspor,Visar Bekaj,visar-bekaj,V. Bekaj,G,1,191,221,M,890652,EUR,864432000,G,12,12,False,,38.0,22.0,28.0,12.0,0.0,15.0,19.0,7.0,19.0,10.0,,90.0,49.0,7.2,16.0,0.0016945,0,0.1286,,,,1.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0
12530726,away,Hatayspor,Kerim Alıcı,kerim-alici,K. Alıcı,D,27,183,22,M,758870,EUR,867110400,D,22,22,False,True,19.0,13.0,2.0,2.0,0.0,9.0,12.0,4.0,7.0,4.0,,55.0,32.0,6.7,8.0,0.00269789,0,,,,,1.0,1.0,6.0,,,,,3.0,1.0,,,,,,,,,,,3.0,,2.0,,,,,,,,,
12530726,away,Hatayspor,Guy-Marcelin Kilama,guy-marcelin-kilama,G. M. Kilama,D,,180,314,M,944222,EUR,928022400,D,3,3,False,,28.0,22.0,3.0,,0.0,22.0,24.0,,4.0,3.0,,90.0,52.0,7.3,8.0,0.00014171,0,,,,,2.0,3.0,2.0,,,12.0,1.0,,,,,,,,,1.0,,,,2.0,,,6.0,,,,,,,,
12530726,away,Hatayspor,Francisco Calvo,francisco-calvo,F. Calvo,D,5,181,677,M,156400,EUR,710553600,D,4,4,False,,37.0,20.0,17.0,6.0,0.0,13.0,23.0,7.0,14.0,4.0,,90.0,59.0,6.9,17.0,0.00187412,0,,,,,2.0,1.0,5.0,,,12.0,4.0,1.0,1.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,
12530726,away,Hatayspor,Cemali Sertel,sertel-cemali,C. Sertel,D,19,186,55,M,929956,EUR,947116800,D,88,88,False,,18.0,12.0,6.0,,0.0,6.0,8.0,6.0,13.0,1.0,,90.0,42.0,6.8,13.0,0.00121308,0,,3.0,,,,5.0,10.0,,,2.0,,4.0,1.0,4.0,,,,,,3.0,,,2.0,2.0,,2.0,,,,,,,,,
12530726,away,Hatayspor,Chandrel Massanga,chandrel-massanga,C. Massanga,M,8,172,201,M,1083138,EUR,934848000,M,8,8,False,,52.0,37.0,9.0,4.0,0.0,23.0,30.0,14.0,23.0,6.0,,90.0,70.0,7.6,17.0,0.00965611,2,,1.0,,3.0,2.0,3.0,6.0,,1.0,7.0,1.0,2.0,1.0,1.0,0.065,,,,1.0,,Chandrel Massanga,,,1.0,,1.0,,1.0,,1.0,0.2397,,,,
12530726,away,Hatayspor,Abdulkadir Parmak,abdulkadir-parmak,A. Parmak,M,20,176,57,M,344225,EUR,788572800,M,6,6,False,,30.0,28.0,1.0,1.0,0.0,13.0,14.0,15.0,16.0,4.0,,90.0,42.0,6.7,4.0,0.00896613,0,,,,2.0,,6.0,5.0,,,2.0,,2.0,2.0,2.0,,,,,,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,
12530726,away,Hatayspor,Bilal Boutobba,bilal-boutobba,B. Boutobba,M,98,172,465,M,769163,EUR,904348800,M,98,98,False,,20.0,20.0,,,0.0,8.0,8.0,12.0,12.0,4.0,,89.0,39.0,6.7,7.0,0.0220494,0,,,,1.0,1.0,7.0,5.0,,,2.0,2.0,,,4.0,,1.0,,,3.0,1.0,,,2.0,1.0,2.0,,,,,,,,,,
12530726,away,Hatayspor,Görkem Sağlam,gorkem-saglam,G. Sağlam,M,61,175,118,M,795001,EUR,892252800,M,5,5,False,,41.0,32.0,5.0,2.0,0.0,21.0,24.0,11.0,18.0,7.0,,90.0,48.0,7.0,12.0,0.00961335,1,,1.0,,6.0,,9.0,,,,,1.0,,,,0.1217,1.0,,,,1.0,,,,1.0,1.0,,,1.0,,1.0,0.7586,,,,
12530726,away,Hatayspor,Joelson Fernandes,joelson-fernandes,J. Fernandes,M,11,172,481,M,1032547,EUR,1046390400,M,77,77,False,,8.0,8.0,1.0,1.0,1.0,2.0,2.0,7.0,7.0,2.0,,81.0,19.0,6.6,5.0,0.11038,0,,1.0,1.0,1.0,,8.0,,1.0,,,1.0,,,,,1.0,,,1.0,3.0,Joelson Mendes,,,3.0,1.0,,,,,,,,,,
12530726,away,Hatayspor,Vincent Aboubakar,vincent-aboubakar,V. Aboubakar,F,45,184,11201,M,116869,EUR,696038400,F,9,9,False,,26.0,18.0,,,0.0,7.0,9.0,11.0,17.0,3.0,,90.0,34.0,6.5,11.0,0.0105988,1,,,,6.0,4.0,8.0,5.0,,,,,,,,0.0206,,,,1.0,,,,,3.0,,1.0,,,1.0,,,aboubakarvincent,,,
12530726,away,Hatayspor,Rui Pedro,rui-pedro,R. Pedro,M,,182,143,M,862672,EUR,890352000,F,14,14,True,,11.0,9.0,,,0.0,5.0,6.0,4.0,5.0,1.0,,35.0,14.0,6.5,4.0,0.00284899,0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,2.0,,1.0,,,,,,,,,
12530726,away,Hatayspor,Recep Burak Yılmaz,recep-burak-yilmaz,R. B. Yılmaz,D,15,185,31,M,904172,EUR,817430400,D,15,15,True,,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,,,9.0,4.0,6.4,,0.00038784,0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12530726,away,Hatayspor,Selimcan Temel,selimcan-temel,S. Temel,M,,173,17,M,1003319,EUR,959385600,M,16,16,True,,,,,,0.0,,,,,,,1.0,1.0,,1.0,,0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12530726,away,Hatayspor,Emir Dadük,emir-daduk,E. Dadük,G,78,191,24,M,1618350,EUR,1202860800,G,78,78,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Emir Dadük,,,,,,,,,,,,,,
12530726,away,Hatayspor,Demir Sarıcalı,demir-saricali,D. Sarıcalı,G,34,195,19,M,1548585,EUR,1104537600,G,34,34,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Demir Saricali,,,,,,,,,,,,,,
12530726,away,Hatayspor,Cengiz Demir,demir-cengiz,C. Demir,D,5,186,15,M,1015360,EUR,987552000,D,27,27,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530726,away,Hatayspor,Baran Sarka,baran-sarka,B. Sarka,M,6,176,15,M,1521046,EUR,992217600,M,23,23,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530726,away,Hatayspor,Ali Yıldız,ali-yildiz,A. Yıldız,M,20,173,28,M,1516749,EUR,1173657600,F,25,25,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530726,away,Hatayspor,Deniz Aksoy,deniz-aksoy,D. Aksoy,F,9,170,8,M,2026680,EUR,1173657600,F,94,94,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Deniz,Aksoy,,,,,,,,,,,,,
12530726,away,Hatayspor,Jonathan Okoronkwo,jonathan-okoronkwo,J. Okoronkwo,F,10,175,164,M,1188543,EUR,1063411200,F,11,11,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Jonathan Okoronkwo,,,,,,,,,,,,,,
