match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_sofascoreId,captain,stat_unsuccessfulTouch,stat_wasFouled,stat_totalContest,stat_wonContest,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_errorLeadToAShot
12501577,home,Venezia,Ionuț Radu,ionut-radu,I. Radu,G,13,188,3683,M,815202,EUR,864777600,G,28,28,False,33.0,21.0,14.0,2.0,0.0,19.0,20.0,2.0,13.0,7.0,1.0,3.0,90.0,40.0,6.9,12.0,0.00074204,0,0.4065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501577,home,Venezia,Alessandro Marcandalli,alessandro-marcandalli,A. Marcandalli,D,27,190,311,M,1068885,EUR,1035504000,D,16,16,False,26.0,20.0,3.0,1.0,0.0,11.0,13.0,9.0,13.0,4.0,,,55.0,33.0,6.7,6.0,0.00558603,0,,,,4.0,2.0,7.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12501577,home,Venezia,Jay Idzes,jay-idzes,J. Idzes,D,21,190,19111,M,933641,EUR,959904000,D,4,4,False,46.0,44.0,3.0,2.0,0.0,35.0,35.0,9.0,11.0,2.0,,,90.0,56.0,6.9,3.0,0.00291842,0,,,,1.0,1.0,5.0,2.0,,6.0,,,,4.0,jayidzes,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12501577,home,Venezia,Fali Candé,fali-cande,F. Candé,D,5,184,402,M,892430,EUR,885600000,D,2,2,False,52.0,46.0,8.0,3.0,0.0,32.0,32.0,14.0,20.0,4.0,,,90.0,66.0,7.3,6.0,0.0100896,0,,,,,1.0,,3.0,,4.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12501577,home,Venezia,Alessio Zerbin,alessio-zerbin,A. Zerbin,M,7,182,1060,M,869888,EUR,920419200,M,24,24,False,25.0,19.0,2.0,1.0,0.0,5.0,5.0,16.0,24.0,7.0,,,90.0,58.0,8.0,12.0,0.223563,1,,,,,,6.0,12.0,3.0,,1.0,6.0,4.0,2.0,,,1.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,0.0762,3.0,,,,,,,,,,,,
12501577,home,Venezia,Issa Doumbia,issa-doumbia,I. Doumbia,M,8,185,313,M,1141754,EUR,1066262400,M,97,97,False,16.0,13.0,,,0.0,5.0,6.0,8.0,11.0,2.0,,,76.0,28.0,6.9,6.0,0.00389303,1,,,,1.0,,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,1.0,,1.0,,1.0,0.0891,,2.0,,,,,,,,,,,
12501577,home,Venezia,Hans Nicolussi Caviglia,hans-nicolussi-caviglia,H. N. Caviglia,M,41,184,1622,M,876259,EUR,961286400,M,14,14,False,29.0,23.0,6.0,2.0,0.0,9.0,10.0,14.0,20.0,2.0,,,87.0,41.0,6.3,11.0,0.0180987,0,,,,1.0,1.0,7.0,3.0,,,,1.0,,3.0,,,1.0,2.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,
12501577,home,Venezia,Kike Pérez,kike-perez,K. Pérez,M,71,184,312,M,857178,EUR,855878400,M,71,71,False,31.0,23.0,4.0,2.0,0.0,7.0,8.0,17.0,30.0,5.0,,,90.0,46.0,7.0,14.0,0.128413,0,,,,,,7.0,5.0,6.0,1.0,1.0,2.0,2.0,1.0,,,,,3.0,3.0,7.0,1.0,,,,,1.0,,1.0,,,,,,,,,,
12501577,home,Venezia,Mikael Ellertsson,mikael-ellertsson,M. Ellertsson,M,77,182,433,M,933203,EUR,1015804800,M,77,77,False,17.0,11.0,2.0,1.0,0.0,3.0,4.0,8.0,13.0,3.0,,,90.0,32.0,6.9,6.0,0.0236958,1,,,,,1.0,3.0,5.0,1.0,5.0,,3.0,1.0,2.0,,,,1.0,,,,,,,1.0,0.0154,,,,,,,,,,,,,
12501577,home,Venezia,Gaetano Oristanio,gaetano-oristanio,G. Oristanio,F,21,174,968,M,965009,EUR,1033171200,F,11,11,False,11.0,8.0,,,0.0,2.0,3.0,7.0,11.0,2.0,,,76.0,24.0,6.6,10.0,0.0490726,1,,,,1.0,,7.0,2.0,,1.0,,1.0,1.0,2.0,,,1.0,1.0,2.0,,3.0,1.0,2.0,,,0.1547,1.0,,,1.0,0.6831,,,,,,,,
