match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,isHome,incidentClass,player_id,player_name,injury,playerName,rescinded
11352312,FT,6.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,
11352312,,,,,90,0.0,,1,,,injuryTime,7.0,,,,,,,,
11352312,,6.0,1.0,,88,,,3,,,goal,,174142517.0,True,regular,149663.0,Nathan Aké,,,
11352312,,,,,85,,,6,,,substitution,,122161701.0,True,regular,,,False,,
11352312,,,,,85,,,6,,,substitution,,122161650.0,False,regular,,,False,,
11352312,,5.0,1.0,,83,,,8,,,goal,,174142281.0,True,regular,331209.0,Bernardo Silva,,,
11352312,,4.0,1.0,,74,,,17,,,goal,,174141616.0,False,regular,836070.0,Luis Sinisterra,,,
11352312,,,,,72,,,19,,,substitution,,122161359.0,False,regular,,,False,,
11352312,,,,,71,,,20,,,substitution,,122161358.0,False,regular,,,False,,
11352312,,,,,71,,,20,,,substitution,,122161357.0,True,regular,,,False,,
11352312,,,,,71,,,20,,,substitution,,122161356.0,True,regular,,,False,,
11352312,,,,,71,,,20,,,substitution,,122161355.0,True,regular,,,False,,
11352312,,4.0,0.0,,64,,,27,,,goal,,174140999.0,True,regular,859765.0,Phil Foden,,,
11352312,,,,,46,,,45,,,substitution,,122160951.0,False,regular,,,False,,
11352312,,,,,46,,,45,,,substitution,,122160950.0,True,regular,,,False,,
11352312,HT,3.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,
11352312,,,,,45,0.0,,1,,,injuryTime,4.0,,,,,,,,
11352312,,,,,44,,,2,,,substitution,,122160804.0,False,injury,,,True,,
11352312,,3.0,0.0,,37,,,9,,,goal,,174138676.0,True,regular,383560.0,Manuel Akanji,,,
11352312,,2.0,0.0,,33,,,13,,,goal,,174138419.0,True,regular,331209.0,Bernardo Silva,,,
11352312,,,,,32,,,14,,,card,,120988973.0,False,yellow,548660.0,Philip Billing,,Philip Billing,False
11352312,,1.0,0.0,,30,,,16,,,goal,,174138246.0,True,regular,934386.0,Jérémy Doku,,,
