match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_totalClearance,captain,stat_outfielderBlock,stat_challengeLost,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,player_sofascoreId,stat_totalKeeperSweeper,stat_clearanceOffLine
12764345,home,RSC Anderlecht,Colin Coosemans,,,colin-coosemans,C. Coosemans,G,26,185,265,M,122399,EUR,712800000,G,26,26,False,32.0,21.0,17.0,6.0,0.0,18.0,19.0,3.0,13.0,6.0,1.0,2.0,90.0,36.0,7.0,11.0,0.00226618,0,0.0808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764345,home,RSC Anderlecht,Thomas Foket,,,thomas-foket,T. Foket,D,25,177,267,M,245615,EUR,780451200,D,25,25,False,51.0,43.0,2.0,1.0,0.0,10.0,11.0,34.0,43.0,2.0,,,83.0,75.0,7.9,12.0,0.279956,2,,3.0,1.0,1.0,2.0,3.0,8.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,0.1272,0.2165,1.0,,,,,,,,,,,,,
12764345,home,RSC Anderlecht,Jan-Carlo Simić,Jan-Carlo Simić,,jan-carlo-simic,J. Simić,D,4,185,1987,M,1214992,EUR,1114992000,D,4,4,False,79.0,75.0,3.0,2.0,1.0,27.0,29.0,48.0,51.0,2.0,,,90.0,93.0,8.3,8.0,0.400243,2,,1.0,,1.0,1.0,3.0,4.0,,2.0,1.0,1.0,1.0,2.0,2.0,3.0,,2.0,0.2689,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,
12764345,home,RSC Anderlecht,Leander Dendoncker,,,leander-dendoncker,L. Dendoncker,M,20,188,1662,M,190405,EUR,797904000,D,32,32,False,126.0,121.0,8.0,5.0,0.0,43.0,44.0,78.0,82.0,7.0,,,90.0,137.0,7.9,5.0,0.0791437,0,,,,1.0,2.0,3.0,4.0,,,,,4.0,2.0,1.0,,,2.0,,,,,,,2.0,True,1.0,,,,,,,
12764345,home,RSC Anderlecht,Ludwig Augustinsson,,,ludwig-augustinsson,L. Augustinsson,D,6,181,394,M,138546,EUR,766886400,D,6,6,False,48.0,45.0,2.0,2.0,0.0,13.0,14.0,33.0,39.0,4.0,,,75.0,60.0,7.2,7.0,0.198137,1,,5.0,1.0,,1.0,2.0,2.0,,,1.0,,,1.0,1.0,,,2.0,0.047,,1.0,,,,,,,,,,,,,
12764345,home,RSC Anderlecht,Mats Rits,,,mats-rits,M. Rits,M,23,180,216,M,70961,EUR,742953600,M,23,23,False,69.0,64.0,2.0,2.0,0.0,21.0,22.0,43.0,52.0,6.0,,,90.0,84.0,7.6,11.0,0.14195,1,,5.0,,3.0,3.0,5.0,7.0,,,,,1.0,3.0,3.0,,1.0,1.0,0.0246,,1.0,,,,,,1.0,1.0,1.0,,,,,
12764345,home,RSC Anderlecht,Majeed Ashimeru,,,majeed-ashimeru,M. Ashimeru,M,18,182,1283,M,901149,EUR,876441600,M,18,18,False,60.0,56.0,5.0,4.0,0.0,12.0,12.0,44.0,48.0,9.0,,,59.0,72.0,7.5,6.0,0.220129,2,,,,,,6.0,5.0,2.0,,2.0,,1.0,3.0,1.0,,1.0,2.0,0.1345,,2.0,1.0,1.0,,,,,2.0,,,,,,
12764345,home,RSC Anderlecht,Anders Dreyer,,,anders-dreyer,A. Dreyer,F,10,174,2342,M,809280,EUR,894067200,M,36,36,False,51.0,42.0,2.0,1.0,0.0,9.0,10.0,34.0,47.0,3.0,,,90.0,63.0,8.3,15.0,0.180637,3,,6.0,1.0,,,1.0,1.0,,1.0,,3.0,,,,,,,0.3635,0.8843,2.0,2.0,1.0,,,,,,,1.0,,,,
12764345,home,RSC Anderlecht,Mario Stroeykens,Mathieu,Stroeykens,mario-stroeykens,M. Stroeykens,M,29,177,3686,M,1101702,EUR,1096416000,M,29,29,False,46.0,41.0,,,0.0,7.0,7.0,34.0,40.0,7.0,,,59.0,64.0,7.2,13.0,0.0987745,2,,1.0,,1.0,1.0,7.0,6.0,3.0,,1.0,,,3.0,2.0,3.0,1.0,2.0,0.1821,,1.0,2.0,1.0,,,,,,1.0,,,,,
12764345,home,RSC Anderlecht,Tristan Degreef,,,degreef-tristan,T. Degreef,M,83,177,391,M,1436187,EUR,1106092800,M,83,83,False,22.0,19.0,2.0,1.0,0.0,2.0,3.0,17.0,20.0,3.0,,,45.0,38.0,6.9,7.0,0.0306248,0,,1.0,,,,3.0,4.0,1.0,,,,,1.0,1.0,1.0,2.0,1.0,,,,2.0,1.0,,,,,,,,,,,
