match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_fouls,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_outfielderBlock,stat_wonContest,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_lastManTackle,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_saves,stat_accurateKeeperSweeper,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_errorLeadToAShot,stat_goals
13078959,home,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36456,M,MNeuer,8959,EUR,512265600,G,1,1,False,True,9.0,6.0,6.0,3.0,0.0,6.0,6.0,3.0,1.0,1.0,1.0,17.0,9.0,3.3,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13078959,home,FC Bayern München,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7458,M,KonradLaimer,355492,EUR,864691200,D,27,27,False,,21.0,17.0,,,0.0,6.0,8.0,13.0,6.0,2.0,,73.0,41.0,6.7,7.0,2,11.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
13078959,home,FC Bayern München,Dayot Upamecano,dayot-upamecano,D. Upamecano,D,2,185,14151,M,Upamecano,798583,EUR,909446400,D,2,2,False,,62.0,54.0,6.0,3.0,0.0,33.0,35.0,27.0,2.0,,,90.0,69.0,6.8,9.0,1,21.0,1.0,4.0,,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,
13078959,home,FC Bayern München,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,14996,M,kiminjae3,896569,EUR,848016000,D,3,3,False,,43.0,40.0,6.0,5.0,0.0,26.0,27.0,16.0,3.0,,,84.0,49.0,6.9,4.0,1,14.0,2.0,4.0,1.0,,1.0,2.0,,3.0,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
13078959,home,FC Bayern München,Alphonso Davies,alphonso-davies,A. Davies,D,19,185,29592,M,ADavies19,843665,EUR,973123200,D,19,19,False,,57.0,54.0,4.0,4.0,0.0,23.0,24.0,33.0,4.0,1.0,,90.0,77.0,7.2,8.0,0,31.0,,4.0,1.0,3.0,,1.0,2.0,7.0,2.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
13078959,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42451,M,Jok_32,259117,EUR,792201600,M,6,6,False,,71.0,63.0,11.0,7.0,0.0,25.0,25.0,54.0,2.0,,,90.0,89.0,7.7,15.0,1,41.0,1.0,5.0,,1.0,,,,1.0,4.0,2.0,1.0,1.0,,,,4.0,,,8.0,3.0,2.0,1.0,1.0,,,,,,,,,,,
13078959,home,FC Bayern München,Leon Goretzka,leon-goretzka,L. Goretzka,M,8,189,12146,M,leon_goretzka,184661,EUR,792028800,M,8,8,False,,41.0,39.0,1.0,1.0,0.0,21.0,23.0,18.0,3.0,1.0,,73.0,48.0,6.9,2.0,1,18.0,1.0,2.0,,,,,2.0,4.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,
13078959,home,FC Bayern München,Leroy Sané,leroy-sane,L. Sané,M,10,184,41260,M,LeroySane,293519,EUR,821318400,M,10,10,False,,10.0,7.0,,,0.0,2.0,3.0,7.0,,,,19.0,11.0,6.6,3.0,0,5.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13078959,home,FC Bayern München,Michael Olise,michael-olise,M. Olise,M,17,184,79615,M,MOlise,978838,EUR,1008115200,M,17,17,False,,35.0,30.0,1.0,1.0,0.0,13.0,15.0,25.0,6.0,1.0,,90.0,54.0,6.8,14.0,1,19.0,2.0,6.0,,2.0,1.0,,,6.0,1.0,1.0,1.0,1.0,,,4.0,1.0,,,5.0,2.0,,,,1.0,,,,,,,,,,
13078959,home,FC Bayern München,Kingsley Coman,kingsley-coman,K. Coman,M,21,178,32898,M,KingComan,280441,EUR,834624000,M,11,11,False,,33.0,28.0,2.0,,0.0,11.0,11.0,25.0,2.0,,,73.0,55.0,7.0,12.0,5,18.0,,7.0,,6.0,1.0,,1.0,6.0,1.0,1.0,3.0,2.0,,4.0,,1.0,,,3.0,1.0,,3.0,,,1.0,1.0,1.0,,,,,,,
13078959,home,FC Bayern München,Jamal Musiala,jamal-musiala,J. Musiala,M,10,184,116490,M,Bambi,1010231,EUR,1046217600,F,42,42,False,,28.0,23.0,2.0,1.0,0.0,6.0,7.0,21.0,7.0,,,90.0,48.0,6.9,12.0,0,17.0,,9.0,1.0,8.0,,,,6.0,,,1.0,,,3.0,6.0,3.0,,,,,,,,1.0,,,,,,,,,,
13078959,home,FC Bayern München,Daniel Peretz,daniel-peretz,D. Peretz,G,41,190,3552,M,,1048265,EUR,963187200,G,18,18,True,,33.0,17.0,18.0,3.0,0.0,17.0,20.0,13.0,1.0,,1.0,71.0,37.0,6.7,16.0,0,,1.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,
13078959,home,FC Bayern München,Sacha Boey,boey-sacha,S. Boey,D,93,178,14707,M,sacha_boey,980418,EUR,968803200,D,23,23,True,,17.0,15.0,,,0.0,8.0,9.0,9.0,2.0,2.0,,17.0,21.0,6.7,4.0,0,7.0,,1.0,,,,,,2.0,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
13078959,home,FC Bayern München,Aleksandar Pavlović,aleksandar-pavlovic,A. Pavlović,M,45,186,10819,M,alekspavlovic_,1142251,EUR,1083542400,M,45,45,True,,25.0,19.0,4.0,2.0,0.0,7.0,7.0,18.0,1.0,,,17.0,27.0,6.7,7.0,0,12.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
13078959,home,FC Bayern München,Serge Gnabry,serge-gnabry,S. Gnabry,M,7,176,19175,M,sergegnabry,187433,EUR,805680000,F,7,7,True,,3.0,3.0,1.0,1.0,0.0,,,3.0,4.0,,,17.0,7.0,6.4,1.0,1,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
13078959,home,FC Bayern München,Mathys Tel,mathys-tel,M. Tel,F,11,183,11292,M,m.tel14,1048888,EUR,1114560000,F,39,39,True,,2.0,2.0,,,0.0,1.0,1.0,2.0,2.0,,,11.0,7.0,6.5,3.0,1,1.0,,,2.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
13078959,home,FC Bayern München,Eric Dier,eric-dier,E. Dier,D,3,191,4301,M,ericdier,146101,EUR,758592000,D,15,15,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13078959,home,FC Bayern München,Raphaël Guerreiro,raphael-guerreiro,R. Guerreiro,D,22,170,7876,M,raphaelguerreiro14,246999,EUR,756518400,D,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13078959,home,FC Bayern München,Thomas Müller,thomas-muller,T. Müller,F,13,186,37439,M,esmuellert,35166,EUR,621648000,F,25,25,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13078959,home,FC Bayern München,Arijon Ibrahimović,arijon-ibrahimovic,A. Ibrahimović,F,22,176,2946,M,,1142248,EUR,1134259200,F,20,20,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13078959,away,Bayer 04 Leverkusen,Matěj Kovář,matej-kovar,M. Kovář,G,32,196,2046,M,,927366,EUR,958521600,G,17,17,False,,23.0,16.0,11.0,4.0,0.0,14.0,16.0,7.0,,,,90.0,35.0,7.4,7.0,0,2.0,,2.0,,,,1.0,,11.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,2.0,1.0,1.0,,
13078959,away,Bayer 04 Leverkusen,Nordi Mukiele,nordi-mukiele,N. Mukiele,D,20,185,6333,M,,780014,EUR,878342400,D,23,23,False,,23.0,20.0,,,0.0,9.0,10.0,15.0,3.0,1.0,,61.0,44.0,7.0,10.0,1,11.0,,2.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,,2.0,,1.0,,,,2.0,,,,,1.0,,,,,,,,,,
