match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_outfielderBlock,stat_fouls,stat_accurateCross,stat_wonContest,stat_dispossessed,stat_goals,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,player_sofascoreId
12117083,home,Criciúma,Gustavo,gustavo,Gustavo,G,1,186,199,M,124766,EUR,731721600,G,1,1,False,22.0,14.0,10.0,2.0,0.0,13.0,14.0,1.0,8.0,8.0,1.0,1.0,90.0,30.0,6.4,9.0,0.00020158,0,-0.4617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117083,home,Criciúma,Jonathan,jonathan,Jonathan,D,2,178,74,M,882351,EUR,714700800,D,13,13,False,31.0,20.0,8.0,3.0,0.0,5.0,10.0,15.0,23.0,4.0,,,77.0,59.0,7.1,16.0,0.0290099,2,,,,2.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.048,0.4886,1.0,,,,,,,,,,,,,,
12117083,home,Criciúma,Rodrigo Fagundes,rodrigo-fagundes,R. Fagundes,D,3,187,155,M,886773,EUR,542419200,D,3,3,False,42.0,34.0,12.0,7.0,0.0,19.0,25.0,15.0,17.0,7.0,,,90.0,61.0,7.4,8.0,0.0184899,0,,,,,2.0,5.0,2.0,7.0,,,,,12.0,2.0,1.0,,1.0,,,,True,1.0,,,,,,,,,,,,
12117083,home,Criciúma,Tobias Figueiredo,tobias-figueiredo,T. Figueiredo,D,4,188,200,M,96999,EUR,760147200,D,29,29,False,26.0,21.0,7.0,3.0,0.0,15.0,17.0,6.0,9.0,1.0,,,90.0,34.0,6.5,5.0,0.00505596,0,,,,,1.0,1.0,2.0,1.0,,,,,7.0,1.0,,,,,,,,,1.0,,,,,,,,,,,
12117083,home,Criciúma,Marcelo Hermes,marcelo-hermes,M. Hermes,D,22,177,288,M,783490,EUR,791596800,D,22,22,False,18.0,10.0,,,0.0,3.0,5.0,9.0,16.0,4.0,,,90.0,32.0,7.1,11.0,0.151722,1,,,,3.0,2.0,1.0,3.0,3.0,,1.0,,1.0,4.0,,1.0,1.0,1.0,0.0655,,3.0,,1.0,,2.0,,,,,,,,,,
12117083,home,Criciúma,Miguel Trauco,miguel-trauco,M. Trauco,D,,175,1359,M,247665,EUR,714700800,D,14,14,False,42.0,29.0,12.0,3.0,0.0,14.0,18.0,15.0,28.0,4.0,,,90.0,61.0,6.8,21.0,0.0200267,1,,,,4.0,,1.0,,5.0,,1.0,,1.0,2.0,,3.0,3.0,,0.0121,,,,,,,1.0,,,,,,,,,
12117083,home,Criciúma,Barreto,barreto,Barreto,M,5,182,107,M,599688,EUR,818553600,M,88,88,False,19.0,16.0,1.0,,0.0,8.0,8.0,8.0,11.0,1.0,,,90.0,34.0,7.2,5.0,0.0280381,3,,,,,2.0,1.0,7.0,5.0,,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,0.3493,0.1798,,,,4.0,,,1.0,1.0,1.0,,,,,,
12117083,home,Criciúma,Matheusinho,matheusinho,Matheusinho,M,98,164,482,M,822523,EUR,887155200,M,17,17,False,32.0,27.0,5.0,,0.0,9.0,10.0,19.0,25.0,8.0,,,76.0,49.0,7.4,11.0,0.663264,1,,,,3.0,1.0,,6.0,7.0,1.0,4.0,,,,1.0,2.0,2.0,2.0,0.0598,,2.0,,,3.0,1.0,3.0,1.0,,2.0,1.0,1.0,,,,
12117083,home,Criciúma,Ronald,ronald,Ronald,M,8,171,426,M,931521,EUR,866592000,M,6,6,False,23.0,19.0,1.0,,1.0,10.0,13.0,11.0,13.0,6.0,,,72.0,45.0,7.4,9.0,0.397351,1,,,,3.0,,,7.0,7.0,2.0,5.0,,,,1.0,1.0,,2.0,0.0166,,2.0,,,3.0,2.0,4.0,1.0,,2.0,1.0,1.0,,,,
12117083,home,Criciúma,Yannick Bolasie,yannick-bolasie,Y. Bolasie,F,11,185,3708,M,46620,EUR,611971200,F,11,11,False,16.0,12.0,,,0.0,3.0,3.0,9.0,15.0,2.0,,,56.0,29.0,7.0,9.0,0.0286533,1,,,,2.0,1.0,1.0,4.0,5.0,,2.0,,,2.0,1.0,2.0,,,0.0438,,1.0,,,2.0,,2.0,1.0,,2.0,,1.0,,,,
