match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_shotOffTarget,stat_keyPass,stat_fouls,stat_bigChanceMissed,stat_goals,stat_bigChanceCreated,player_sofascoreId,stat_goodHighClaim,stat_outfielderBlock,stat_totalOffside
12528274,home,Trabzonspor,Simon Banza,simon-banza,S. Banza,F,9,189,10384,M,825945,EUR,839894400,F,17,17,False,,17.0,10.0,1.0,1.0,0.0,2.0,2.0,8.0,16.0,2.0,,,90.0,32.0,6.7,12.0,0.00755014,1,,,,1.0,16.0,6.0,2.0,1.0,,,,,1.0,1.0,0.0412,,,10.0,2.0,,1.0,,3.0,1.0,,4.0,,,,simbnz,,,
12528274,home,Trabzonspor,Serdar Saatçı,serdar-saatci,S. Saatçı,D,15,190,431,M,1084880,EUR,1045180800,D,29,29,True,,8.0,8.0,1.0,1.0,0.0,5.0,5.0,3.0,3.0,,,,16.0,9.0,6.5,,0.00087792,0,,Serdar Saatci,,,2.0,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,
12528274,home,Trabzonspor,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172,1009,M,355024,EUR,804643200,M,8,8,True,,11.0,10.0,,,0.0,,,11.0,14.0,,,,16.0,16.0,7.2,4.0,0.287017,0,,,,3.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,,2.0,,,,1.0,,,,
12528274,home,Trabzonspor,Cihan Çanak,cihan-canak,C. Çanak,M,99,175,582,M,1127335,EUR,1106524800,F,61,61,True,,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,1.0,,,8.0,3.0,6.5,,0.00095586,0,,Cihan Canak,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
12528274,home,Trabzonspor,Borna Barišić,borna-barisic,B. Barišić,D,3,186,1083,M,335301,EUR,721353600,D,3,3,True,,2.0,2.0,,,0.0,,,2.0,2.0,,,,1.0,2.0,,,0.0125823,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528274,home,Trabzonspor,Muhammet Taha Tepe,muhammet-taha-tepe,M. T. Tepe,G,54,184,104,M,910094,EUR,978307200,G,54,54,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528274,home,Trabzonspor,Arif Boşluk,arif-bosluk,A. Boşluk,D,24,183,173,M,1138095,EUR,1054857600,D,77,77,True,,,,,,,,,,,,,,,,,,,0,,Arif Bosluk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528274,home,Trabzonspor,Ali Şahin Yılmaz,ali-sahin-yilmaz,A. Ş. Yılmaz,D,84,185,100,M,1145980,EUR,1072915200,D,84,84,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528274,home,Trabzonspor,Mislav Oršić,mislav-orsic,M. Oršić,M,17,178,6128,M,88645,EUR,725587200,F,99,99,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orsic99,,,
12528274,home,Trabzonspor,Umut Bozok,umut-bozok,U. Bozok,F,19,178,386,M,869839,EUR,843091200,F,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528274,home,Trabzonspor,Poyraz Efe Yıldırım,poyraz-efe-yildirim,P. E. Yıldırım,F,99,188,359,M,1195797,EUR,1105747200,F,90,90,True,,,,,,,,,,,,,,,,,,,0,,Poyraz Efe Yildirim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528274,away,Başakşehir FK,Muhammed Şengezer,muhammed-sengezer,M. Şengezer,G,16,185,464,M,827418,EUR,852422400,G,16,16,False,,25.0,22.0,10.0,7.0,0.0,18.0,19.0,4.0,6.0,3.0,3.0,3.0,90.0,31.0,7.0,3.0,0.0023064,0,-0.3815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
12528274,away,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183,505,M,839982,EUR,837561600,D,5,5,False,,32.0,27.0,1.0,,0.0,16.0,20.0,11.0,13.0,3.0,,,90.0,58.0,6.7,14.0,0.0125737,0,,,,1.0,3.0,7.0,,3.0,1.0,,,2.0,,,,,,,1.0,1.0,1.0,1.0,4.0,,,,,,,,,1.0,
12528274,away,Başakşehir FK,Ousseynou Ba,ousseynou-ba,O. Ba,D,27,192,385,M,889430,EUR,816048000,D,27,27,False,,42.0,33.0,4.0,4.0,0.0,25.0,31.0,8.0,11.0,3.0,,,90.0,56.0,7.5,10.0,0.00383826,0,,,,,6.0,15.0,,,,,,2.0,,,,,,2.0,8.0,,5.0,3.0,2.0,,,4.0,,,,,,3.0,
12528274,away,Başakşehir FK,Jerome Opoku,opoku-jerome,J. Opoku,D,3,194,1395,M,920514,EUR,908323200,D,3,3,False,,32.0,26.0,6.0,1.0,0.0,20.0,21.0,6.0,11.0,7.0,,,90.0,48.0,6.9,9.0,0.0659739,0,,,,,3.0,7.0,1.0,,,,,3.0,,2.0,,,,2.0,,,3.0,3.0,4.0,,,,,,,,,,
12528274,away,Başakşehir FK,Ömer Ali Şahiner,omer-ali-sahiner,Ö. A. Şahiner,D,42,175,88,M,103912,EUR,694310400,D,42,42,False,True,19.0,13.0,3.0,1.0,0.0,4.0,6.0,9.0,14.0,1.0,,,90.0,40.0,6.7,10.0,0.0145307,0,,,,1.0,3.0,3.0,1.0,,,,,1.0,1.0,1.0,,,,,,1.0,2.0,1.0,1.0,,,1.0,,,,,,,
12528274,away,Başakşehir FK,Olivier Kemen,olivier-kemen,O. Kemen,M,8,177,827,M,280447,EUR,837820800,M,8,8,False,,25.0,16.0,3.0,,0.0,7.0,14.0,11.0,15.0,7.0,,,75.0,43.0,6.7,17.0,0.122217,0,,,,4.0,4.0,4.0,2.0,1.0,1.0,,,,2.0,4.0,,,2.0,,,,2.0,2.0,1.0,,,4.0,,,,,,,
12528274,away,Başakşehir FK,Berat Ayberk Özdemir,berat-ayberk-ozdemir,B. A. Özdemir,M,2,187,216,M,876857,EUR,895881600,M,2,2,False,,43.0,32.0,6.0,4.0,0.0,21.0,25.0,11.0,18.0,5.0,,,90.0,53.0,7.2,12.0,0.0398086,1,,,,,3.0,6.0,,,,,,,2.0,,0.0139,,,2.0,3.0,1.0,3.0,2.0,,1.0,,,,,,,,,
12528274,away,Başakşehir FK,Miguel Crespo,miguel-crespo,M. Crespo,M,13,187,618,M,972410,EUR,842400000,M,13,13,False,,39.0,34.0,1.0,1.0,0.0,20.0,23.0,14.0,17.0,9.0,,,89.0,69.0,7.7,10.0,0.0270403,0,,,,1.0,8.0,12.0,,3.0,1.0,,,4.0,4.0,1.0,,,,,2.0,3.0,5.0,3.0,4.0,,,3.0,,,,,,2.0,
12528274,away,Başakşehir FK,Deniz Türüç,deniz-turuc,D. Türüç,M,9,175,292,M,252207,EUR,728265600,F,23,23,False,,31.0,22.0,3.0,2.0,0.0,8.0,12.0,15.0,20.0,2.0,,,75.0,48.0,7.3,14.0,0.245987,2,,,,1.0,8.0,4.0,2.0,3.0,1.0,1.0,,1.0,1.0,1.0,0.1216,0.2501,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,,,1.0,,,,
12528274,away,Başakşehir FK,Krzysztof Piątek,krzysztof-piatek,K. Piątek,F,9,183,13169,M,558738,EUR,804556800,F,9,9,False,,21.0,18.0,,,0.0,4.0,4.0,14.0,17.0,6.0,,,89.0,38.0,7.0,9.0,0.0946291,3,,,,,7.0,7.0,2.0,1.0,1.0,1.0,,,1.0,4.0,0.2819,0.0113,,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,pjona_9,,,1.0
12528274,away,Başakşehir FK,Serdar Gürler,serdar-gurler,S. Gürler,M,7,176,112,M,96520,EUR,684806400,F,7,7,False,,6.0,5.0,,,0.0,4.0,5.0,1.0,1.0,1.0,,,31.0,8.0,6.5,2.0,0.0029945,0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
12528274,away,Başakşehir FK,Davidson,davidson,Davidson,M,,177,353,M,814334,EUR,668131200,F,91,91,True,,17.0,14.0,1.0,1.0,0.0,5.0,5.0,9.0,13.0,2.0,,,59.0,30.0,6.6,10.0,0.0474684,0,,,,1.0,3.0,,,,,,,1.0,2.0,5.0,,,,,,2.0,,,,,,1.0,,,,,,,
12528274,away,Başakşehir FK,Berkay Özcan,berkay-ozcan,B. Özcan,M,8,178,161,M,806964,EUR,887500800,M,10,10,True,,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,,,15.0,4.0,6.4,1.0,0.00048122,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
12528274,away,Başakşehir FK,João Figueiredo,joao-figueiredo,J. Figueiredo,F,25,179,1278,M,841012,EUR,833155200,F,25,25,True,,1.0,1.0,,,0.0,,,1.0,1.0,,,,15.0,6.0,6.3,4.0,0.0013725,0,,,,,3.0,,1.0,,,,,,,3.0,,,,,,,,,,,,3.0,,,,,,,1.0
12528274,away,Başakşehir FK,Philippe Keny,philippe-keny,P. P. Keny,F,19,186,355,M,988909,EUR,926985600,F,11,11,True,,,,,,0.0,,,,,,,,1.0,1.0,,1.0,,0,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
12528274,away,Başakşehir FK,Onur Ergün,onur-ergun,O. Ergün,M,4,185,45,M,893009,EUR,721785600,M,4,4,True,,1.0,,,,0.0,,,,1.0,,,,1.0,1.0,,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528274,away,Başakşehir FK,Deniz Dilmen,deniz-dilmen,D. Dilmen,G,1,198,150,M,1065508,EUR,1117929600,G,98,98,True,,,,,,,,,,,,,,,,,,,0,,Deniz Dilmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528274,away,Başakşehir FK,Hamza Güreler,hamza-gureler,H. Güreler,D,15,192,199,M,1562294,EUR,1144627200,D,15,15,True,,,,,,,,,,,,,,,,,,,0,,Hamza Güreler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528274,away,Başakşehir FK,Dimitrios Pelkas,dimitrios-pelkas,D. Pelkas,M,10,175,1186,M,139304,EUR,751593600,M,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528274,away,Başakşehir FK,Emre Kaplan,emre-kaplan,E. Kaplan,M,75,174,33,M,1009308,EUR,979257600,D,75,75,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528274,away,Başakşehir FK,Matchoi Djaló,matchoi-djalo,M. Djaló,M,17,175,190,M,989599,EUR,1049932800,F,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
