match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,playerName,reason,rescinded,id,isHome,incidentClass,player_id,player_name,description,length,injury,confirmed
10411596,FT,1.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
10411596,,,,,90,5.0,,1,,,card,Valentino Lazaro,Argument,False,120551955.0,False,yellow,233826.0,Valentino Lazaro,,,,
10411596,,1.0,1.0,,90,4.0,,1,,,goal,,,,167086518.0,True,regular,44241.0,Nemanja Matić,,,,
10411596,,,,,90,2.0,,1,,,inGamePenalty,,woodwork,,118411226.0,True,missed,220223.0,Andrea Belotti,Woodwork,,,
10411596,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,5.0,,
10411596,,,,,89,,,2,,,card,Benjamin Tahirovic,Foul,False,120551916.0,True,yellow,1102659.0,Benjamin Tahirović,,,,
10411596,,,,,86,,,5,,,card,Paulo Dybala,Argument,False,120551902.0,True,yellow,256219.0,Paulo Dybala,,,,
10411596,,,,,81,,,10,,,substitution,,,,121449795.0,False,regular,,,,,False,
10411596,,,,,80,,,11,,,substitution,,,,121449765.0,False,regular,,,,,False,
10411596,,,,,70,,,21,,,substitution,,,,121449644.0,True,regular,,,,,False,
10411596,,,,,70,,,21,,,substitution,,,,121449643.0,True,regular,,,,,False,
10411596,,,,,69,,,22,,,substitution,,,,121449642.0,True,regular,,,,,False,
10411596,,0.0,1.0,,55,,,36,,,goal,,,,167085910.0,False,regular,189135.0,Karol Linetty,,,,
10411596,,,,,54,,,37,,,substitution,,,,121449491.0,True,regular,,,,,False,
10411596,,,,,53,,,38,,,card,Mady Camara,Foul,False,120551688.0,True,yellow,867546.0,Mady Camara,,,,
10411596,,,,,52,,,39,,,substitution,,,,121449480.0,False,injury,,,,,True,
10411596,,,,,48,,,43,,,card,Alessandro Buongiorno,Foul,False,120551660.0,False,yellow,870263.0,Alessandro Buongiorno,,,,
10411596,,,,,46,,,45,,,substitution,,,,121449417.0,True,regular,,,,,False,
10411596,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
10411596,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,4.0,,
10411596,,,,,30,,,16,,,substitution,,,,121449065.0,False,regular,,,,,False,
10411596,,,,,25,,,21,,,varDecision,,,,14460.0,True,penaltyAwarded,864898.0,Nicolò Zaniolo,,,,False
10411596,,,,,-5,,,6,,,card,José Mourinho,Argument,False,120551925.0,True,red,,,,,,
