match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_outfielderBlock,stat_wasFouled,player_sofascoreId,stat_errorLeadToAGoal,stat_fouls,player_firstName,player_lastName,captain,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
14062146,home,Borussia M'gladbach,Moritz Nicolas,moritz-nicolas,M. Nicolas,G,33,193,411,M,578166,EUR,877392000,G,33,33,False,33.0,27.0,12.0,6.0,0.0,25.0,27.0,2.0,6.0,2.0,4.0,3.0,3.0,1.0,90.0,42.0,6.9,6.0,0.00155512,53.587052406035,10.0,1.995,7.245,0.8138,0,0.1771,0.01,0.01,-0.34,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062146,home,Borussia M'gladbach,Philipp Sander,philipp-sander,P. Sander,M,16,185,246,M,939880,EUR,888019200,D,16,16,False,69.0,56.0,3.0,2.0,0.0,33.0,39.0,23.0,30.0,4.0,5.0,,,,90.0,112.0,6.6,23.0,0.275155,173.8130057218,22.0,-15.54,11.13,,2,,0.2,0.0,-0.5,,6.0,3.0,2.0,6.0,5.0,10.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0249,1.0,0.01,,,,,,,,,,,,,,,,,,,
14062146,home,Borussia M'gladbach,Nico Elvedi,nico-elvedi,N. Elvedi,D,30,188,1059,M,282229,EUR,844041600,D,30,30,False,84.0,73.0,2.0,2.0,0.0,45.0,51.0,28.0,33.0,7.0,3.0,,,,90.0,98.0,6.4,11.0,0.0148827,461.38580138269,39.0,278.46,19.95,,0,,-0.04,0.26,-0.33,,,,1.0,,1.0,2.0,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
14062146,home,Borussia M'gladbach,Kevin Diks,kevin-diks,K. Diks,D,4,186,14792,M,583806,EUR,844560000,D,4,4,False,99.0,92.0,8.0,5.0,0.0,60.0,62.0,32.0,37.0,3.0,5.0,,,,90.0,112.0,6.7,9.0,0.033165,274.78315175091,25.0,181.23,28.665,,0,,0.22,0.17,-0.61,,,,1.0,3.0,2.0,9.0,,2.0,2.0,,,1.0,4.0,3.0,1.0,,,,,,KevinDiks_,1.0,1.0,,,,,,,,,,,,,,
14062146,home,Borussia M'gladbach,Jens Castrop,jens-castrop,J. Castrop,M,17,177,962,M,1019312,EUR,1059436800,M,17,17,False,16.0,8.0,1.0,,0.0,5.0,11.0,3.0,5.0,,2.0,,,,57.0,28.0,6.2,14.0,0.00233458,40.429988712936,6.0,16.59,7.77,,0,,-0.11,0.05,-0.18,,1.0,,,1.0,5.0,4.0,1.0,6.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14062146,home,Borussia M'gladbach,Rocco Reitz,rocco-reitz,R. Reitz,M,27,175,1025,M,1048650,EUR,1022630400,M,27,27,False,68.0,52.0,8.0,2.0,0.0,26.0,31.0,26.0,37.0,,8.0,,,,90.0,92.0,6.6,27.0,0.0946505,193.62468694688,21.0,61.11,13.545,,3,,0.04,0.16,-0.22,,5.0,,,,1.0,5.0,,3.0,3.0,1.0,,1.0,2.0,1.0,2.0,0.0898,1.0,-0.3,,,,,,,,True,1.0,2.0,0.0789,,,,,,,,
14062146,home,Borussia M'gladbach,Yannik Engelhardt,yannik-engelhardt,Y. Engelhardt,M,6,184,362,M,990209,EUR,981504000,M,6,6,False,54.0,45.0,4.0,2.0,0.0,19.0,21.0,26.0,33.0,1.0,,,,,90.0,65.0,6.9,12.0,0.109018,137.73206349884,14.0,44.415,21.735,,1,,0.19,0.12,-0.31,,1.0,,,5.0,3.0,6.0,,,,1.0,,1.0,1.0,,2.0,0.0805,1.0,-0.2,,,,,,,,,3.0,,,1.0,,,,,,,
14062146,home,Borussia M'gladbach,Luca Netz,netz-luca,L. Netz,D,25,180,641,M,979144,EUR,1052956800,M,20,20,False,41.0,34.0,1.0,,0.0,19.0,22.0,15.0,19.0,2.0,4.0,,,,70.0,56.0,6.2,12.0,0.0169448,165.33711053454,17.0,112.77,20.79,,0,,-0.14,0.29,-0.14,,2.0,,,1.0,5.0,3.0,1.0,1.0,,,,,1.0,,,,,,,1.0,,,1.0,,,,2.0,,,,,,,,,,
14062146,home,Borussia M'gladbach,Shuto Machino,shuto-machino,S. Machino,F,18,185,1746,M,925910,EUR,938649600,F,18,18,False,10.0,6.0,,,0.0,2.0,3.0,4.0,7.0,,1.0,,,,70.0,19.0,6.8,7.0,0.0406885,10.976560651931,2.0,9.45,6.72,,0,,-0.1,0.06,-0.05,,,,,2.0,1.0,4.0,,,,,,,,,3.0,,1.0,,,2.0,,,,,,,1.0,,,,2.0,,,,,,
14062146,home,Borussia M'gladbach,Giovanni Reyna,giovanni-reyna,G. Reyna,M,13,185,5027,M,989056,EUR,1037145600,F,13,13,False,16.0,14.0,1.0,1.0,0.0,8.0,9.0,6.0,7.0,1.0,3.0,,,,57.0,27.0,6.2,8.0,0.0060709,75.572362342764,6.0,27.09,20.055,,0,,-0.04,0.08,0.13,,1.0,,2.0,,7.0,1.0,2.0,1.0,1.0,,,1.0,,,2.0,,1.0,,,,gioareyna,,3.0,,,,,,,,,,,,,,
