match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_totalTackle,stat_unsuccessfulTouch,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,captain,stat_totalCross,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceMissed,stat_goalAssist,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_clearanceOffLine
11369964,home,Sint-Truidense VV,Jo Coppens,,,jo-coppens,J. Coppens,G,12,190.0,48,M,45854,EUR,661737600,G,12,12,False,39.0,32.0,10.0,3.0,30.0,35.0,2.0,4.0,2.0,1.0,1.0,5.0,1.0,1.0,90.0,45.0,6.3,8.0,0.00126671,0,-0.3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369964,home,Sint-Truidense VV,Rein Van Helden,,,rein-van-helden,R. V. Helden,D,20,187.0,193,M,1047163,EUR,1027468800,D,20,20,False,125.0,118.0,9.0,7.0,69.0,71.0,49.0,54.0,8.0,1.0,1.0,7.0,1.0,,90.0,135.0,7.5,7.0,0.0349723,2,,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0577,0.1538,,,,,,,,,,,,,,,,,,,
11369964,home,Sint-Truidense VV,Matte Smets,,,smets-matte,M. Smets,D,6,184.0,963,M,1392905,EUR,1073174400,D,16,16,False,116.0,108.0,17.0,14.0,66.0,68.0,42.0,48.0,2.0,,,12.0,1.0,2.0,90.0,125.0,7.1,10.0,0.0246916,0,,1.0,1.0,2.0,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11369964,home,Sint-Truidense VV,Bruno Godeau,,,bruno-godeau,B. Godeau,D,31,190.0,68,M,247321,EUR,705456000,D,31,31,False,97.0,88.0,6.0,3.0,45.0,47.0,43.0,51.0,2.0,,,2.0,1.0,,87.0,100.0,7.0,10.0,0.0532378,0,,2.0,1.0,3.0,,,,1.0,,,,,1.0,,1.0,True,1.0,1.0,,,,,,,,,,,,,
11369964,home,Sint-Truidense VV,Frederic Ananou,,,frederic-ananou,F. Ananou,D,27,182.0,65,M,842276,EUR,874713600,M,27,27,False,57.0,53.0,2.0,2.0,21.0,22.0,33.0,40.0,2.0,,,8.0,2.0,2.0,90.0,76.0,7.2,11.0,0.202739,2,,,,1.0,,,1.0,,,,0.1938,,,,,,5.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,
11369964,home,Sint-Truidense VV,Joel Chima Fujita,,,joel-chima-fujita,J. C. Fujita,M,16,175.0,1436,M,1002461,EUR,1013817600,M,8,8,False,48.0,42.0,5.0,4.0,17.0,19.0,26.0,30.0,2.0,,,4.0,1.0,,67.0,56.0,7.2,6.0,0.252415,2,,,,3.0,2.0,,2.0,1.0,1.0,2.0,0.0815,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,
11369964,home,Sint-Truidense VV,Mathias Delorge,Mathias Delorge-Knieper,,mathias-delorge-knieper,M. Delorge,M,17,189.0,582,M,1124749,EUR,1091232000,M,17,17,False,93.0,84.0,12.0,8.0,28.0,28.0,56.0,65.0,3.0,1.0,1.0,3.0,1.0,2.0,89.0,103.0,7.7,12.0,0.528068,3,,2.0,1.0,4.0,,3.0,2.0,1.0,,1.0,0.5624,0.5757,1.0,,,,,,,,,,,1.0,,,,,,,
11369964,home,Sint-Truidense VV,Eric Bocat,,,eric-bocat,E. Bocat,D,17,182.0,70,M,1017684,EUR,932083200,M,77,77,False,31.0,24.0,2.0,1.0,12.0,12.0,15.0,27.0,3.0,5.0,1.0,3.0,,2.0,90.0,65.0,7.1,23.0,0.622205,3,,,,7.0,1.0,2.0,1.0,,2.0,1.0,0.3503,0.1268,,,,,8.0,2.0,3.0,2.0,1.0,,,2.0,1.0,,,,,,
11369964,home,Sint-Truidense VV,Jarne Steuckers,,,steuckers-jarne,J. Steuckers,M,7,179.0,987,M,1099462,EUR,1012780800,F,18,18,False,71.0,60.0,9.0,5.0,10.0,10.0,55.0,80.0,2.0,2.0,2.0,2.0,,1.0,90.0,106.0,8.9,27.0,0.758301,3,,,,1.0,,1.0,1.0,,,,0.3952,0.4248,,,,,19.0,7.0,5.0,1.0,2.0,2.0,,1.0,1.0,,,,,,
11369964,home,Sint-Truidense VV,Kahveh Zahiroleslam,Kahveh Zahiroleslam,,kahveh-zahiroleslam,K. Zahiroleslam,F,18,193.0,237,M,1519355,EUR,1023926400,F,15,15,False,9.0,6.0,,,3.0,4.0,3.0,5.0,2.0,1.0,,,,3.0,87.0,19.0,8.3,7.0,0.0115747,4,,5.0,2.0,7.0,,2.0,,,,1.0,1.4692,1.7474,,,,,,1.0,,,,2.0,,1.0,,2.0,2.0,,,,
